N	2gram	Vinokur_St_3	Myslijsy
1	потому что	5	46
2	то есть	2	34
3	в том	20	32
4	и в	25	30
5	может быть	19	28
6	то же	5	23
7	не только	12	21
8	только в	6	21
9	для нас	1	20
10	но и	9	19
11	того что	5	18
12	том что	15	18
13	то что	12	18
14	что в	19	17
15	по себе	1	16
16	и не	10	15
17	не в	6	15
18	а не	5	15
19	таким образом	10	14
20	что и	1	13
21	так как	3	13
22	если бы	4	12
23	вместе с	2	12
24	а в	6	12
25	так и	5	11
26	этого слова	2	11
27	как в	6	10
28	в этом	24	10
29	как и	4	10
30	в то	7	10
31	и что	3	10
32	мы не	2	9
33	только тогда	2	9
34	из этих	6	9
35	в нем	1	9
36	было бы	7	9
37	тогда когда	2	9
38	между тем	6	9
39	для него	3	9
40	и то	1	8
41	в ней	4	8
42	в самом	2	8
43	от того	2	8
44	что не	2	8
45	что мы	3	8
46	только что	2	8
47	есть не	1	7
48	с одной	2	7
49	но не	2	7
50	с тем	4	7
51	тем что	19	7
52	как мы	2	7
53	так что	11	7
54	слова в	1	7
55	в языке	8	7
56	вовсе не	2	7
57	с другой	5	7
58	смысле этого	1	7
59	к тому	2	7
60	например в	4	6
61	то это	1	6
62	с этим	7	6
63	между собою	2	6
64	с ним	1	6
65	не имеет	2	6
66	те же	1	6
67	что он	19	6
68	уже не	3	6
69	то и	2	6
70	из них	1	6
71	а потому	2	6
72	не может	7	6
73	но это	4	6
74	сам по	1	5
75	и т	8	5
76	еще не	2	5
77	независимо от	5	5
78	по которому	1	5
79	в своем	1	5
80	и как	1	5
81	думать что	1	5
82	и тем	4	5
83	в них	5	5
84	что я	3	5
85	по крайней	4	5
86	же время	3	5
87	к ней	4	5
88	как на	6	5
89	в каком	4	5
90	не менее	2	5
91	по тому	2	5
92	крайней мере	4	5
93	уже в	3	5
94	одно из	2	5
95	очевидно что	1	5
96	тому как	1	5
97	должно быть	1	5
98	сказать что	4	5
99	тем же	1	4
100	от своих	1	4
101	в каждой	2	4
102	не все	1	4
103	относится к	4	4
104	что именно	2	4
105	не было	4	4
106	что это	16	4
107	бы не	1	4
108	не обнаруживает	1	4
109	он не	5	4
110	не к	1	4
111	одной и	1	4
112	и по	2	4
113	мы видели	1	4
114	и при	1	4
115	в котором	5	4
116	того как	1	4
117	это слово	3	4
118	и его	3	4
119	до того	1	4
120	для того	2	4
121	на это	2	4
122	и это	5	4
123	об отношении	1	4
124	то время	4	4
125	по мере	1	4
126	в его	12	4
127	один из	2	4
128	а и	1	4
129	себя и	2	4
130	что для	3	4
131	если не	1	4
132	форма в	1	4
133	все это	8	4
134	в смысле	4	4
135	этот образ	2	4
136	тем более	3	4
137	слово в	2	4
138	другой стороны	5	4
139	была бы	4	4
140	все что	1	4
141	я и	3	3
142	в первом	1	3
143	говорить о	3	3
144	и на	6	3
145	в чем	4	3
146	ответ на	5	3
147	более или	1	3
148	не можем	1	3
149	в целом	4	3
150	что она	1	3
151	смотреть как	1	3
152	т д	2	3
153	в каждом	4	3
154	что все	3	3
155	и может	2	3
156	его в	1	3
157	этого не	1	3
158	и тогда	2	3
159	или менее	1	3
160	как бы	6	3
161	место в	6	3
162	тем не	2	3
163	тому что	3	3
164	на него	1	3
165	образом в	1	3
166	того чтобы	1	3
167	заметить что	2	3
168	могут быть	2	3
169	слова с	1	3
170	для себя	1	3
171	свою очередь	1	3
172	в произведении	1	3
173	в образе	1	3
174	из двух	1	3
175	или в	2	3
176	здесь как	1	3
177	том как	1	3
178	в словах	3	3
179	и вообще	1	3
180	со стороны	3	3
181	можно сказать	4	3
182	это было	8	3
183	к нему	4	3
184	есть в	2	3
185	в начале	4	3
186	прежде всего	10	3
187	друг друга	1	3
188	до сих	2	3
189	нельзя сказать	3	3
190	именно в	1	3
191	такое же	2	3
192	одной стороны	3	3
193	там где	1	3
194	в одно	1	3
195	связь с	4	3
196	так же	1	3
197	то к	1	3
198	том смысле	2	3
199	сих пор	2	3
200	и оно	1	3
201	каждой из	1	3
202	тем и	1	3
203	а к	1	3
204	и все	1	3
205	здесь только	2	3
206	в свою	2	3
207	не говоря	1	3
208	не знает	1	3
209	в последнем	2	3
210	в которой	4	3
211	как слово	1	3
212	к этому	3	3
213	которого в	2	2
214	самом деле	2	2
215	и до	1	2
216	собственном смысле	1	2
217	в их	3	2
218	той же	2	2
219	не столько	2	2
220	ему в	1	2
221	вопрос об	1	2
222	а тем	1	2
223	большей части	1	2
224	то он	2	2
225	к слову	2	2
226	остаются в	1	2
227	в новом	2	2
228	отношение к	4	2
229	за пределы	1	2
230	что они	2	2
231	что хотя	1	2
232	все же	4	2
233	и той	1	2
234	целый ряд	1	2
235	что по	3	2
236	и внутреннюю	1	2
237	его к	2	2
238	при создании	1	2
239	так или	1	2
240	в этой	14	2
241	и тот	2	2
242	на то	5	2
243	свое место	1	2
244	человек не	1	2
245	так сказать	2	2
246	и если	3	2
247	на его	4	2
248	и почему	1	2
249	не как	2	2
250	что ни	1	2
251	но все	2	2
252	смысле в	1	2
253	не дает	1	2
254	бы быть	1	2
255	ни в	5	2
256	показывает что	3	2
257	отражается в	1	2
258	несмотря на	3	2
259	именно то	1	2
260	форму но	1	2
261	во время	3	2
262	точки зрения	7	2
263	в своей	4	2
264	что такое	7	2
265	а как	4	2
266	в которых	2	2
267	т п	6	2
268	том же	1	2
269	даже в	1	2
270	что есть	1	2
271	что эта	2	2
272	некоторое понятие	1	2
273	на котором	2	2
274	как о	2	2
275	иметь в	1	2
276	только не	1	2
277	в разных	1	2
