N	2gram	Tiupa_Narr_1	Psycholo
1	то что	11	44
2	и в	19	33
3	в этом	17	28
4	как бы	4	25
5	все время	1	24
6	потому что	1	24
7	том что	14	22
8	может быть	25	22
9	что в	3	21
10	в том	18	21
11	о том	6	20
12	что он	6	20
13	как это	6	14
14	что это	3	13
15	таким образом	1	13
16	то есть	19	13
17	так же	2	13
18	и не	20	13
19	сказать что	4	13
20	самом деле	2	12
21	в самом	1	12
22	было бы	4	12
23	все то	2	12
24	к тому	7	12
25	и все	2	12
26	он не	3	11
27	что все	1	11
28	если бы	1	10
29	в его	9	10
30	не может	10	10
31	то же	4	9
32	в этой	5	9
33	по себе	5	9
34	как раз	2	9
35	в конце	1	8
36	как будто	3	8
37	в рассказе	4	8
38	в своем	2	7
39	не только	32	7
40	в нем	4	7
41	и только	2	7
42	когда он	3	7
43	для нас	1	7
44	на самом	1	6
45	в сущности	3	6
46	в ней	3	6
47	что они	3	6
48	перед нами	4	6
49	все эти	2	6
50	в себе	8	6
51	точки зрения	10	6
52	всякий раз	1	6
53	но он	1	6
54	в самой	1	6
55	когда мы	2	6
56	же самое	1	6
57	это не	2	6
58	у него	4	6
59	а не	12	6
60	что мы	2	6
61	это и	3	5
62	мы уже	1	5
63	мы не	1	5
64	в целом	1	5
65	и на	3	5
66	о смерти	1	5
67	все же	7	5
68	и как	5	5
69	о ее	1	5
70	и может	1	5
71	как и	7	5
72	никогда не	3	5
73	и его	5	5
74	и совершенно	1	5
75	мы будем	1	5
76	с ним	1	5
77	в какой	2	5
78	вовсе не	1	5
79	мы можем	1	5
80	связь с	1	5
81	и есть	1	4
82	не то	2	4
83	с совершенно	1	4
84	говорит о	2	4
85	том чтобы	1	4
86	не будет	3	4
87	это было	1	4
88	и уже	1	4
89	с точки	2	4
90	одна из	3	4
91	на него	3	4
92	а в	11	4
93	с другом	1	4
94	у нас	1	4
95	хронологической последовательности	1	4
96	как мы	3	4
97	что у	2	4
98	можно было	2	4
99	об этом	1	4
100	о нем	4	4
101	того что	1	4
102	в двух	2	4
103	только в	4	4
104	себя в	5	4
105	из них	3	4
106	никто не	1	4
107	по поводу	1	4
108	что не	4	4
109	в частности	14	4
110	мы узнаем	1	4
111	друг с	1	4
112	исходя из	2	4
113	с этой	1	4
114	рассказа как	1	4
115	первый раз	1	4
116	совершенно не	2	4
117	жизни и	3	4
118	в таком	2	4
119	речь идет	4	3
120	например в	2	3
121	же как	3	3
122	идет о	2	3
123	и до	2	3
124	и за	1	3
125	что если	1	3
126	в первый	1	3
127	говорить о	2	3
128	и он	3	3
129	события в	2	3
130	но не	5	3
131	как в	7	3
132	что именно	2	3
133	от этого	1	3
134	та же	2	3
135	какой бы	1	3
136	на этом	1	3
137	здесь мы	1	3
138	его в	2	3
139	должен был	1	3
140	ни в	3	3
141	этого слова	2	3
142	далеко не	5	3
143	обратимся к	3	3
144	несет в	1	3
145	и сейчас	2	3
146	в которых	1	3
147	их в	1	3
148	от начала	1	3
149	тому чтобы	1	3
150	что этот	1	3
151	тем самым	6	3
152	она не	2	3
153	в то	3	3
154	в основе	5	3
155	ли это	1	3
156	материала в	1	3
157	и для	2	3
158	он видит	1	3
159	с ее	3	3
160	в пределах	2	3
161	в мире	9	3
162	так и	9	3
163	и здесь	1	3
164	это то	1	3
165	в драме	1	3
166	что и	1	3
167	во всей	2	3
168	вслед за	4	3
169	дело с	2	3
170	в уста	1	3
171	с одной	7	3
172	узнает о	1	3
173	для рассказа	1	3
174	которое превращает	1	3
175	тому же	5	3
176	сами по	2	3
177	из нее	1	3
178	тем что	3	3
179	до сих	1	3
180	но и	23	3
181	здесь в	1	3
182	обратиться к	1	3
183	не было	2	3
184	одной стороны	7	3
185	из которых	4	3
186	видит в	1	3
187	в той	6	3
