N	3gram	Berdyaev_M_1	Formalny
1	не может быть	17	10
2	и т п	1	9
3	в самом деле	1	5
4	с тем что	3	5
5	в первый период	1	5
6	во всяком случае	1	5
7	вместе с тем	5	4
8	не могут быть	2	4
9	в высшей степени	2	4
10	быть и речи	1	3
11	и не может	2	3
12	в зависимости от	1	3
13	но и в	4	3
14	может быть и	1	3
15	в значительной степени	1	3
16	не в том	1	3
17	в том смысле	2	3
18	для того чтобы	2	3
19	прежде всего в	2	2
20	так как они	1	2
21	в отличие от	1	2
22	в том случае	1	2
23	к тому чтобы	2	2
24	в конце концов	2	2
25	и в этой	4	2
26	смысле что он	1	2
27	между этими двумя	1	2
28	том смысле что	1	2
29	в том что	1	2
30	и в конце	2	1
31	что иное как	1	1
32	ее не в	1	1
33	очень важное место	1	1
34	что в основе	1	1
35	должны были быть	1	1
36	в ней все	1	1
37	а вовсе не	1	1
38	как бы не	1	1
39	потому что не	1	1
40	он не может	2	1
41	до сих пор	2	1
42	смысле в каком	2	1
43	от одного к	1	1
44	очень существенное в	1	1
45	что он не	2	1
46	занимает очень важное	1	1
47	во всех этих	1	1
48	но он не	2	1
49	не может допустить	1	1
50	том случае если	1	1
51	тем что он	2	1
52	важное место в	1	1
53	это и есть	4	1
54	все более и	1	1
55	но и с	1	1
56	лишь в том	1	1
57	том смысле в	1	1
58	тем что в	1	1
59	что они не	1	1
60	не было бы	5	1
61	он уже не	2	1
62	может быть что	1	1
63	нельзя было бы	1	1
64	но оно не	1	1
65	имеем в виду	1	1
66	не перестав быть	1	1
67	одного к другому	1	1
68	первый период его	1	1
69	более и более	1	1
70	оно не может	1	1
71	от нее и	1	1
72	он был в	1	1
73	мы имеем в	1	1
74	не ведет к	1	1
75	отрывается от всякого	1	1
76	не что иное	1	1
77	от нее не	1	1
78	она не может	1	1
79	а не в	4	1
80	что и в	1	1
