N	2gram	Tiupa_Disk_1	formyVre
1	и в	16	46
2	в этом	15	22
3	прежде всего	11	14
4	и его	2	12
5	во всех	5	11
6	не только	28	11
7	только в	7	11
8	как бы	5	10
9	то есть	20	10
10	во время	1	10
11	точки зрения	3	10
12	в том	23	10
13	но в	8	10
14	не в	7	9
15	но и	14	9
16	вместе с	1	9
17	и не	11	9
18	то же	7	8
19	как и	16	8
20	с точки	1	8
21	потому что	4	8
22	связи с	4	8
23	в его	7	8
24	из них	3	8
25	в связи	1	8
26	в основном	1	8
27	и на	5	7
28	так сказать	2	7
29	всех этих	1	7
30	так и	8	7
31	в них	4	7
32	может быть	17	7
33	времени в	2	7
34	в одном	2	7
35	то что	5	7
36	картину мира	1	7
37	как мы	2	6
38	еще не	14	6
39	все же	3	6
40	при этом	13	6
41	человека в	2	6
42	в основе	7	6
43	никогда не	2	6
44	те же	1	6
45	и во	2	6
46	в особенности	4	6
47	здесь в	2	6
48	и времени	1	6
49	и все	2	6
50	но не	11	5
51	с этим	3	5
52	в своем	6	5
53	он не	1	5
54	в нем	9	5
55	этих форм	1	5
56	громадное значение	1	5
57	в то	3	5
58	и др	2	5
59	в частности	9	5
60	в пределах	2	5
61	в смысле	1	5
62	что в	4	5
63	отношения к	2	4
64	также и	3	4
65	в мире	1	4
66	и он	2	4
67	что они	1	4
68	в истории	4	4
69	как в	10	4
70	уже в	2	4
71	из этих	1	4
72	в себе	7	4
73	и было	2	4
74	том что	19	4
75	в котором	5	4
76	же время	4	4
77	к себе	2	4
78	в эпоху	5	4
79	о том	8	4
80	и их	1	4
81	а не	22	4
82	отнюдь не	8	4
83	в ряду	2	4
84	с этой	1	4
85	жизни в	2	4
86	ему в	2	3
87	в виду	2	3
88	того же	3	3
89	слова и	1	3
90	точка зрения	2	3
91	отношение к	4	3
92	нет и	1	3
93	хотя и	2	3
94	целый ряд	2	3
95	как уже	3	3
96	и как	6	3
97	и художественного	1	3
98	уже не	4	3
99	отчасти и	1	3
100	в большинстве	1	3
101	новое и	1	3
102	и по	2	3
103	таким образом	3	3
104	в их	5	3
105	в которых	4	3
106	что было	1	3
107	не могли	1	3
108	как можно	1	3
109	формы для	1	3
110	на границе	1	3
111	же самое	2	3
112	к тому	5	3
113	имеет место	3	3
114	себя и	1	3
115	роль в	7	3
116	том как	1	3
117	в другом	2	3
118	а также	8	3
119	что и	3	3
120	того что	3	3
121	что он	4	3
122	в качестве	34	3
123	на протяжении	2	3
124	за счет	1	3
125	большинстве случаев	1	3
126	для него	4	3
127	в прошлом	1	3
128	тем что	3	3
129	в форме	2	3
130	что на	1	3
131	и даже	3	3
132	и прежде	1	3
133	не было	7	3
134	не на	1	3
135	о чем	2	3
136	мира в	3	3
137	с помощью	1	3
138	не является	4	3
139	тем более	1	3
140	в этих	1	3
141	а в	5	3
142	всего в	1	3
143	но эти	1	3
144	и другие	1	3
145	к этому	2	3
146	том числе	2	3
147	как его	2	2
148	и есть	2	2
149	тем же	1	2
150	и до	1	2
151	мы имеем	2	2
152	в сущности	2	2
153	говорить о	1	2
154	они были	1	2
155	вещь в	1	2
156	в уста	1	2
157	не был	1	2
158	и т.п	12	2
159	если в	1	2
