N	2gram	Vinokur_St_1	FransuaR
1	и в	44	41
2	то есть	2	20
3	таким образом	7	19
4	в этом	21	15
5	как и	9	14
6	и все	2	14
7	то же	5	13
8	все эти	5	13
9	в этой	11	13
10	в его	9	12
11	в себе	2	11
12	как мы	1	11
13	в том	36	11
14	прежде всего	7	11
15	так и	9	10
16	в то	9	10
17	никто не	4	10
18	все это	5	10
19	в своем	2	9
20	не в	12	9
21	же время	4	9
22	и его	8	9
23	в качестве	4	9
24	но и	10	9
25	что в	30	9
26	но в	10	8
27	в конце	3	8
28	то что	18	8
29	и от	1	8
30	по существу	2	8
31	в нем	5	7
32	в эпоху	2	7
33	вовсе не	19	7
34	в них	1	7
35	как бы	4	7
36	и не	16	7
37	и до	1	6
38	ни в	3	6
39	о том	17	6
40	только в	10	6
41	это не	8	6
42	есть в	2	6
43	для него	6	6
44	у него	2	6
45	как в	13	5
46	и к	1	5
47	не только	18	5
48	в плане	1	5
49	точки зрения	11	5
50	того как	1	5
51	потому что	6	5
52	и это	2	5
53	в ней	3	5
54	к нему	2	5
55	и у	2	5
56	уже в	2	5
57	что и	6	5
58	вместе с	1	5
59	так же	5	5
60	и для	3	5
61	а в	17	5
62	к этому	1	5
63	место в	1	4
64	в сущности	2	4
65	как я	1	4
66	и на	1	4
67	хотя и	1	4
68	целый ряд	2	4
69	что это	4	4
70	он не	2	4
71	но все	4	4
72	и с	3	4
73	том что	29	4
74	одном из	1	4
75	но он	2	4
76	одна из	1	4
77	ничего не	2	4
78	в виду	1	4
79	в одну	1	4
80	после того	1	4
81	может быть	15	4
82	было бы	17	4
83	конце концов	1	4
84	том числе	2	4
85	например в	8	3
86	и есть	1	3
87	с точки	8	3
88	той же	5	3
89	я не	7	3
90	проявляется в	1	3
91	он был	3	3
92	на них	1	3
93	во всех	8	3
94	совсем не	2	3
95	путь в	1	3
96	кроме того	1	3
97	от этого	2	3
98	и те	2	3
99	при этом	2	3
100	но именно	2	3
101	и по	5	3
102	связанные с	3	3
103	его в	2	3
104	несмотря на	2	3
105	распространены в	1	3
106	во время	3	3
107	в своей	6	3
108	оказывается что	1	3
109	тем самым	2	3
110	не должно	1	3
111	в отношении	9	3
112	не имеет	4	3
113	тем что	5	3
114	как о	2	3
115	очень часто	3	3
116	можно было	13	3
117	за то	3	3
118	что у	4	3
119	о нем	1	3
120	все его	1	3
121	это была	1	3
122	в форме	1	3
123	в свете	1	3
124	что он	10	3
125	по этому	3	3
126	из них	8	3
127	и их	2	3
128	в одном	1	3
129	так как	5	3
130	в ряде	1	3
131	не на	1	3
132	не было	4	3
133	для этой	1	3
134	в руках	1	3
135	не может	8	3
136	и потому	2	3
137	было написано	1	3
138	в той	6	3
139	в это	1	3
140	такой же	5	3
141	но это	6	3
142	не подлежит	1	3
143	не знает	2	3
144	которым он	1	3
145	того же	3	3
146	жизни и	5	3
147	и другие	1	3
148	это в	4	3
149	как нечто	1	2
150	также и	9	2
151	и то	5	2
152	на самом	6	2
153	и всем	1	2
154	здесь и	1	2
155	и так	3	2
156	мы не	2	2
157	в которой	4	2
158	ренессанса и	1	2
159	по адресу	1	2
160	и самого	1	2
161	еще не	3	2
162	в которых	5	2
163	время в	1	2
164	в чем	3	2
165	с его	1	2
166	а только	1	2
167	по отношению	3	2
168	отношение к	2	2
169	не просто	1	2
170	в течение	1	2
171	в одной	1	2
172	перед нами	1	2
173	говорит что	3	2
174	но без	1	2
175	как он	1	2
176	и вот	1	2
177	свое время	2	2
178	никому не	1	2
179	значительной степени	1	2
180	что все	2	2
181	это было	1	2
182	но их	1	2
183	с этим	3	2
184	далеко не	1	2
185	мы имеем	2	2
186	которой он	1	2
187	числе и	2	2
188	что значит	1	2
189	в этих	2	2
190	места в	2	2
191	во второй	9	2
192	том как	4	2
193	мы в	1	2
194	своего рода	3	2
195	их в	2	2
196	том и	1	2
197	дело не	4	2
198	дело в	6	2
199	в процессе	1	2
200	явление в	1	2
201	этом отношении	7	2
202	в области	14	2
203	нет ни	2	2
204	к тому	1	2
205	за что	4	2
206	оно не	1	2
207	должен быть	3	2
208	правда не	1	2
209	с самого	1	2
210	на том	1	2
211	никогда не	5	2
212	отсюда и	1	2
213	здесь нет	1	2
214	свое дело	1	2
215	в разных	1	2
216	этой традиции	1	2
217	а также	2	2
218	и во	2	2
219	бы в	1	2
220	во всей	1	2
221	еще более	4	2
222	того что	9	2
223	на которой	2	2
224	тот же	1	2
225	одной из	1	2
226	со всеми	2	2
227	уже не	1	2
228	свидетельствует о	2	2
229	раз я	2	2
230	и обратно	1	2
231	и других	1	2
232	связано с	1	2
233	отношению к	3	2
234	них и	1	2
235	нужно сказать	5	2
236	именно в	6	2
237	верхом и	1	2
238	и др	1	2
239	а на	3	2
240	это прежде	2	2
241	до конца	1	2
242	а не	16	2
243	из которых	1	2
244	без труда	1	2
245	в данном	14	2
246	в первой	12	2
247	или в	1	2
248	в результате	3	2
249	о котором	2	2
250	у них	1	2
251	бы оно	1	2
252	в свое	2	2
253	нас не	1	2
254	во всяком	6	2
255	отношения к	2	1
256	зрения их	2	1
257	до него	1	1
258	в такой	2	1
259	самом деле	11	1
260	тех же	1	1
261	это и	4	1
262	вряд ли	5	1
263	в первом	2	1
264	речи на	1	1
265	ведь и	3	1
266	должна быть	3	1
267	едва ли	1	1
268	том какое	1	1
269	по его	2	1
270	его не	1	1
271	а как	2	1
272	все уже	1	1
273	на эти	7	1
274	оба эти	2	1
275	так чтобы	1	1
276	время как	2	1
277	первой книге	1	1
278	эпохи в	3	1
279	а во-вторых	1	1
280	бы ни	1	1
281	но даже	1	1
282	конечно и	3	1
283	подчеркнуть что	2	1
284	это время	1	1
285	же нужно	1	1
286	этот текст	1	1
287	за это	1	1
288	быть в	2	1
289	в обеих	5	1
290	в ее	4	1
291	при жизни	1	1
292	но не	3	1
293	в новом	4	1
294	трудно видеть	1	1
295	друг от	1	1
296	за пределы	2	1
297	что они	7	1
298	в настоящем	1	1
299	в истории	3	1
300	приходит на	1	1
301	что во	2	1
302	что именно	1	1
303	которое на	1	1
304	все же	8	1
305	странах европы	1	1
306	я должен	1	1
307	не являются	3	1
308	ни одно	1	1
309	и этим	1	1
310	в самом	7	1
311	не приходится	1	1
312	он в	1	1
313	в нашем	1	1
314	думать что	2	1
315	то обстоятельство	2	1
316	это тот	1	1
317	с их	1	1
318	им в	1	1
319	время этот	1	1
320	другом случае	1	1
321	но на	2	1
322	всей его	1	1
323	не могла	2	1
324	по словам	4	1
325	время и	1	1
326	о которой	3	1
327	не как	1	1
328	том чтобы	1	1
329	на совершенно	2	1
330	даже прямо	1	1
331	в основу	4	1
332	том же	1	1
333	в каждом	3	1
334	лет притом	1	1
335	эта книга	2	1
336	материала и	2	1
337	с целью	1	1
338	как к	3	1
339	известно что	1	1
340	этом смысле	1	1
341	в свой	2	1
342	и тем	3	1
343	данном случае	6	1
344	ведь в	1	1
345	в ином	1	1
346	по всему	1	1
347	для них	1	1
348	с тем	1	1
349	в изд	3	1
350	в слове	5	1
351	и уже	2	1
352	чем в	3	1
353	эпохи с	1	1
354	и некоторые	1	1
355	не так	1	1
356	и при	1	1
