N	3gram	Bakhtin_Pr_2	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	2	8
4	мы уже говорили	2	7
5	в большинстве случаев	2	6
6	в том что	4	6
7	уже говорили что	1	5
8	сих пор еще	1	4
9	и до конца	4	4
10	в другом месте	1	3
11	большей или меньшей	1	3
12	в том числе	2	3
13	начала и до	2	3
14	в большей или	1	3
15	или меньшей степени	1	3
16	с начала и	2	3
17	более или менее	1	2
18	с точки зрения	9	2
19	далеко за пределы	1	2
20	том числе и	2	2
21	и др в	1	2
22	что все это	1	2
23	как мы видели	3	2
24	ни с одним	1	2
25	с одним из	1	2
26	в данном случае	1	2
27	но в то	3	2
28	след в его	1	2
29	дело в том	1	2
30	и в романе	1	2
31	вовсе еще не	1	2
32	в то время	1	2
33	в нем и	1	2
34	о том что	3	2
35	можно сказать что	2	2
36	с другой стороны	1	2
37	в его творчестве	3	2
38	мы видим что	1	2
39	для того чтобы	1	2
40	не может быть	6	2
41	можем судить о	1	1
42	в частности и	1	1
43	зрения на мир	1	1
44	сказать что в	1	1
45	в которой он	1	1
46	в чем же	2	1
47	прежде всего в	1	1
48	по отношению к	8	1
49	как один из	1	1
50	на самом деле	1	1
51	годах то есть	1	1
52	в самом деле	3	1
53	подобно тому как	2	1
54	это в сущности	1	1
55	он не только	2	1
56	точку зрения на	3	1
57	но потому что	1	1
58	только в условиях	1	1
59	милостивый государь что	1	1
60	в отличие от	1	1
61	жизни и смерти	7	1
62	так как его	1	1
63	же время не	1	1
64	и др и	1	1
65	они вступают в	1	1
66	и т.п все	1	1
67	то есть тех	1	1
68	в этом отношении	2	1
69	но он не	1	1
70	но конечно не	1	1
71	или иной степени	2	1
72	но и эта	1	1
73	в той или	2	1
74	что дело идет	1	1
75	мы еще вернемся	1	1
76	если оно это	1	1
77	нужно отметить что	1	1
78	и в других	1	1
79	и могут быть	1	1
80	и некоторые другие	1	1
81	к нему к	1	1
82	в самом начале	3	1
83	как мы сказали	3	1
84	там где он	1	1
85	не потому что	1	1
86	высокого и низкого	1	1
87	нужно подчеркнуть что	1	1
88	была для него	2	1
89	и в этом	6	1
90	по сравнению с	2	1
91	во всех сферах	1	1
92	это конечно не	1	1
93	друг к другу	3	1
94	он говорит не	1	1
95	оставил глубокий след	1	1
96	как бы в	2	1
97	и в своих	1	1
98	потому что они	2	1
99	в свое время	2	1
100	мы можем судить	1	1
101	нет ни одного	2	1
102	к другу и	1	1
103	то есть с	2	1
104	у него в	1	1
105	др в некоторых	1	1
106	таким образом в	2	1
107	и как бы	2	1
108	имел место в	1	1
109	они и не	1	1
110	весь с начала	1	1
111	никогда не может	2	1
112	уже говорили в	1	1
113	чтобы войти в	1	1
114	во всем этом	1	1
115	на протяжении всего	2	1
116	в ее целом	1	1
117	с самого начала	1	1
118	и в самом	2	1
119	и так сказать	1	1
120	в годах то	1	1
121	понять и оценить	2	1
122	и на равных	1	1
123	понимания и оценки	1	1
124	как бы ни	1	1
125	том что все	1	1
126	в этом смысле	5	1
127	в античной литературе	1	1
128	особое значение для	1	1
129	лишь там где	2	1
130	или же в	1	1
131	можно было бы	1	1
132	сохраняется в нем	1	1
133	в предисловии к	1	1
134	друг с другом	2	1
135	сохраняется и в	1	1
136	в неразрывное единство	1	1
137	большинстве случаев в	1	1
138	в новое время	1	1
139	к тому же	1	1
140	той или иной	3	1
141	подчеркиваем что дело	1	1
