N	2gram	Losev_Prob_3	Dialekti
1	не есть	35	47
2	и не	35	30
3	миф не	1	22
4	может быть	28	20
5	не только	14	19
6	и в	44	19
7	по себе	25	18
8	и т	13	17
9	в мифе	3	16
10	а не	18	16
11	в себе	8	15
12	т д	13	15
13	что она	1	14
14	потому что	25	14
15	то что	23	14
16	в том	21	14
17	так как	9	14
18	и даже	14	14
19	как бы	9	14
20	вовсе не	37	13
21	то же	13	12
22	точки зрения	5	12
23	не просто	23	12
24	но и	10	12
25	значит что	7	12
26	и все	3	12
27	и как	3	10
28	что это	3	10
29	в нем	9	10
30	ни в	8	10
31	как и	10	10
32	том что	12	10
33	сказать что	16	10
34	так и	10	10
35	это не	9	10
36	по крайней	5	9
37	никогда не	6	9
38	крайней мере	5	9
39	же и	4	9
40	не может	7	9
41	мы уже	4	8
42	в этом	17	8
43	в своей	5	8
44	с точки	2	8
45	не в	13	8
46	есть нечто	8	8
47	она не	3	8
48	прежде всего	3	8
49	это есть	3	8
50	это значит	4	8
51	и то	14	7
52	есть не	5	7
53	время как	4	7
54	сама по	8	7
55	так что	12	7
56	и к	6	7
57	как это	2	7
58	и притом	4	7
59	только тогда	2	7
60	в душе	1	7
61	но что	2	7
62	как будто	3	7
63	совершенно не	4	7
64	но это	8	7
65	поэтический образ	3	7
66	что в	8	7
67	но не	3	6
68	что они	5	6
69	отнюдь не	10	6
70	тогда когда	1	6
71	в то	9	6
72	и вообще	8	6
73	и та	1	6
74	что он	9	6
75	есть ни	3	6
76	что не	1	6
77	того что	8	6
78	да и	5	6
79	и может	2	6
80	есть и	2	6
81	жизни и	6	6
82	и потому	7	5
83	и это	9	5
84	должна быть	1	5
85	говорить о	3	5
86	в одну	1	5
87	все равно	3	5
88	жизнь и	2	5
89	иной раз	3	5
90	и его	5	5
91	и с	9	5
92	в виду	10	5
93	о том	6	5
94	и что	7	5
95	можно сказать	6	5
96	но как	4	5
97	не мешает	3	5
98	не то	2	5
99	что и	9	5
100	с другой	7	5
101	не обязательно	2	5
102	а именно	8	5
103	и следовательно	2	5
104	в одно	1	5
105	по своему	2	5
106	как раз	8	5
107	только что	2	5
108	в самом	3	5
109	только в	19	5
110	и есть	5	4
111	и мифология	1	4
112	еще не	5	4
113	быть в	2	4
114	самом деле	3	4
115	тут же	4	4
116	или иное	2	4
117	за пределы	5	4
118	независимо от	1	4
119	в своем	5	4
120	все же	6	4
121	в каком-то	1	4
122	нет никакой	1	4
123	только то	2	4
124	как он	1	4
