N	2gram	Losev_Dial_1	Poddanst
1	не только	13	17
2	и в	18	14
3	и не	30	12
4	в этом	12	10
5	в отношении	5	10
6	в качестве	2	9
7	но в	6	9
8	то же	10	9
9	в том	9	9
10	хотя бы	6	8
11	только в	3	7
12	в то	6	7
13	же время	4	7
14	в ней	3	6
15	было бы	12	6
16	но и	7	6
17	быть может	4	6
18	отношении к	3	5
19	в которых	2	5
20	с другой	6	5
21	может быть	17	5
22	и пр	5	5
23	а я	1	5
24	не в	6	5
25	и о	3	5
26	если бы	12	4
27	тех кто	2	4
28	а также	1	4
29	в своем	5	4
30	и к	1	4
31	как бы	11	4
32	и если	1	4
33	но также	1	4
34	том что	9	4
35	не может	12	4
36	и потому	3	4
37	в котором	4	4
38	большей степени	1	4
39	по себе	25	4
40	что в	13	4
41	мы должны	5	4
42	а в	5	4
43	то что	13	4
44	и т	21	3
45	мы не	1	3
46	столь же	1	3
47	между тем	1	3
48	это не	9	3
49	вслед за	2	3
50	хотя и	4	3
51	и как	7	3
52	с ними	2	3
53	с одной	2	3
54	в себе	11	3
55	в нем	16	3
56	сами по	1	3
57	для того	2	3
58	заключается в	1	3
59	прежде всего	10	3
60	одной стороны	2	3
61	что мы	1	3
62	света как	1	3
63	и без	1	3
64	с точки	12	3
65	но не	4	3
66	она есть	5	3
67	наряду с	1	3
68	могут быть	3	3
69	т е	25	3
70	тем самым	1	3
71	потому что	14	3
72	точки зрения	17	3
73	в сравнении	1	3
74	сравнении с	1	3
75	я и	1	3
76	и это	2	2
77	отношения к	3	2
78	например в	1	2
79	в ее	1	2
80	и есть	16	2
81	в мире	2	2
82	есть не	3	2
83	по сравнению	2	2
84	есть нечто	10	2
85	которое в	2	2
86	но к	2	2
87	никак не	6	2
88	не нужно	2	2
89	во всех	1	2
90	весьма мало	1	2
91	говорить о	5	2
92	если в	3	2
93	со стороны	2	2
94	отнюдь не	9	2
95	с этим	2	2
96	того что	2	2
97	стороны и	3	2
98	помнить что	2	2
99	и весьма	1	2
100	к чему	1	2
101	бы ни	1	2
102	думать что	3	2
103	есть в	1	2
104	главным образом	1	2
105	и других	1	2
106	в его	3	2
107	из них	2	2
108	потому в	1	2
109	в виде	2	2
110	не к	1	2
111	в силу	1	2
112	и вот	6	2
113	как раз	4	2
114	именно как	2	2
115	и с	5	2
116	точек зрения	3	2
117	полной мере	1	2
118	как факт	2	2
119	может ли	1	2
120	именно в	2	2
121	и мы	5	2
122	и тем	1	2
