N	2gram	Medvedev_F_2	Istorich
1	и в	38	25
2	вместе с	6	22
3	что он	5	22
4	и т	14	20
5	т д	5	18
6	может быть	23	17
7	представление о	2	17
8	т е	26	16
9	мы имеем	1	14
10	не только	9	13
11	но и	13	13
12	в его	10	12
13	так как	4	11
14	уже не	7	11
15	и не	20	11
16	в этом	27	10
17	тем что	8	10
18	все же	8	10
19	и его	21	9
20	его в	3	9
21	в виде	1	9
22	с другой	3	9
23	таким образом	20	9
24	героя в	1	9
25	и на	3	8
26	все эти	6	8
27	что в	7	8
28	на него	1	8
29	связи с	13	8
30	мы знаем	3	8
31	с тем	11	8
32	другой стороны	4	8
33	связь с	1	8
34	том что	2	8
35	в нем	13	7
36	как и	9	7
37	мы видели	4	7
38	потому что	2	7
39	о том	1	7
40	и здесь	3	7
41	то что	6	7
42	только в	6	7
43	с одной	1	7
44	в качестве	2	7
45	при помощи	2	7
46	превращается в	2	7
47	одной стороны	1	7
48	этом случае	1	7
49	но это	2	7
50	знаем что	1	6
51	как в	4	6
52	это не	2	6
53	не может	14	6
54	в этих	2	6
55	не в	15	6
56	что и	8	6
57	там где	4	6
58	прежде всего	15	6
59	могут быть	6	6
60	или в	3	6
61	в том	11	6
62	например в	3	5
63	и действительно	1	5
64	ясно что	1	5
65	мы не	3	5
66	в ней	6	5
67	но не	2	5
68	с этим	5	5
69	что это	3	5
70	но все	3	5
71	входит в	4	5
72	не будем	1	5
73	как мы	7	5
74	мы увидим	1	5
75	так же	1	5
76	для нас	1	5
77	же как	3	4
78	и это	2	4
79	то же	6	4
80	до него	1	4
81	в ее	2	4
82	от этого	3	4
83	в истории	6	4
84	и хотя	1	4
85	в которой	2	4
86	он не	6	4
87	не как	4	4
88	с другими	10	4
89	и тем	2	4
90	тем не	1	4
91	не менее	1	4
92	в некоторых	4	4
93	в пределах	12	4
94	в дальнейшем	4	4
95	с ним	2	4
96	а именно	2	4
97	если не	1	4
98	все это	3	4
99	в связи	10	4
100	из себя	1	4
101	мы должны	1	4
102	его не	2	3
103	или же	2	3
104	то это	3	3
105	что его	1	3
106	если в	3	3
107	и как	3	3
108	его к	1	3
109	этот случай	1	3
110	в целом	3	3
111	в этой	6	3
112	их в	2	3
113	на этом	2	3
114	предположение что	1	3
115	в ином	3	3
116	в то	5	3
117	но эти	1	3
118	для того	3	3
119	того чтобы	3	3
120	никогда не	2	3
121	и с	9	3
122	о нем	1	3
123	к нему	3	3
124	в форме	1	3
125	и др	3	3
126	никто не	1	3
127	в особенности	4	3
128	сюда же	1	3
129	но оно	1	3
130	и пр	21	3
131	и все	3	3
132	в данном	1	3
133	в книге	1	3
134	в более	1	3
135	ее и	2	3
136	а в	6	3
137	в целях	2	3
138	е в	1	3
139	в свою	1	3
140	они не	4	3
141	это неверно	1	2
142	того же	1	2
143	самом деле	8	2
144	одним из	1	2
145	а как	3	2
146	вопрос о	1	2
147	это время	2	2
148	на них	1	2
149	время в	1	2
150	в различных	1	2
151	во всех	5	2
152	только тогда	1	2
153	очевидно что	2	2
154	явление как	1	2
155	перед нами	2	2
156	как таковое	4	2
157	уже в	2	2
158	на то	1	2
159	связанные с	1	2
160	том чтобы	1	2
161	из него	2	2
162	и по	2	2
163	о чем	1	2
164	особенности в	2	2
165	это было	3	2
166	и других	2	2
167	и мы	1	2
168	за ней	1	2
169	несмотря на	1	2
170	такой же	3	2
171	точки зрения	8	2
172	в своей	7	2
173	ее в	2	2
174	но он	1	2
175	по себе	7	2
176	даже в	2	2
177	а на	1	2
178	она не	2	2
179	эти случаи	1	2
180	помощи которой	1	2
181	в другую	1	2
182	мы узнаем	1	2
183	в сказках	1	2
184	должен быть	1	2
185	данном случае	1	2
186	так в	3	2
187	роль в	3	2
188	этого они	1	2
189	и сам	1	2
190	особенно в	3	2
191	если бы	5	2
192	ничего не	4	2
193	находится в	2	2
194	язык и	7	2
195	образом в	1	2
196	можно сказать	1	2
197	образом мы	1	2
198	должно было	3	2
199	от них	1	2
200	же в	1	2
201	того что	3	2
202	том как	1	2
203	во всем	1	2
204	то в	2	2
205	именно на	3	2
206	так что	1	2
207	из них	4	2
208	вовсе не	11	2
209	они сами	1	2
210	в других	7	2
211	со стороны	2	2
212	до сих	1	2
213	а сам	1	2
214	центр тяжести	2	2
215	социальной жизни	1	2
216	говорит о	1	2
217	а не	6	2
218	один из	2	2
219	под влиянием	1	2
220	что во	1	2
221	а если	1	2
222	как бы	4	2
223	по существу	7	2
224	и этим	2	2
225	сих пор	1	2
226	но для	1	2
227	и для	5	2
228	формы и	2	2
229	входящий в	1	2
230	сказать что	2	2
231	и при	1	2
232	совершенно не	4	2
233	к его	2	2
234	по которой	1	2
235	к этому	4	2
236	им и	1	2
237	жизни и	3	2
238	вряд ли	2	1
239	то на	1	1
240	еще можно	2	1
241	относится и	2	1
242	и борьбы	1	1
243	функции в	2	1
244	сам по	3	1
245	его здесь	2	1
246	силы и	1	1
247	и иными	1	1
248	но тем	1	1
249	и сюжет	3	1
250	и есть	1	1
251	тем же	3	1
252	между двумя	2	1
253	здесь и	4	1
254	из его	1	1
255	проникает в	1	1
256	должна быть	5	1
257	когда это	1	1
258	едва ли	2	1
259	в зависимости	3	1
260	той же	1	1
261	мотива с	1	1
262	этого нет	1	1
263	теперь мы	1	1
264	превратилась в	1	1
265	что уже	1	1
266	на место	1	1
267	место в	3	1
268	не вполне	1	1
269	из того	1	1
270	они были	2	1
271	но даже	1	1
272	которое в	1	1
273	и заставляет	1	1
274	же что	1	1
275	зависимости от	3	1
276	оно входит	1	1
277	по-видимому уже	1	1
278	одним словом	4	1
279	на самом	3	1
280	совсем не	2	1
281	но как	2	1
282	не то	3	1
283	значением и	1	1
284	не путем	1	1
285	должны были	2	1
286	и приемы	2	1
287	таком положении	1	1
288	отношение к	2	1
289	иногда и	1	1
290	отличие от	2	1
291	что они	4	1
292	думать что	1	1
293	его развития	1	1
294	к сожалению	2	1
295	нельзя дать	1	1
296	отнюдь не	8	1
297	не пытается	1	1
298	чем же	3	1
299	в одной	2	1
300	дает нам	1	1
301	как к	3	1
302	становится особенно	1	1
303	целый ряд	1	1
304	и наконец	4	1
305	и к	4	1
306	следующим образом	1	1
307	увидим что	1	1
308	но в	4	1
309	отнесены к	1	1
310	и отчасти	3	1
311	развития это	1	1
312	за собой	1	1
313	развитии этого	1	1
314	та же	2	1
315	он в	2	1
316	или во	1	1
317	то теперь	1	1
318	на нем	2	1
319	только на	3	1
320	и тот	1	1
321	в себе	1	1
322	если он	1	1
323	самая постановка	1	1
