N	3gram	Bakhtin_Pr_2	slovoVRo
1	и т п	9	23
2	то же время	5	12
3	в то же	5	12
4	в узком смысле	2	10
5	в той или	3	9
6	той или иной	3	9
7	или иной степени	1	9
8	с точки зрения	8	8
9	с чужим словом	4	8
10	во всех его	1	7
11	в большинстве случаев	8	6
12	в отношении к	2	6
13	не может не	1	5
14	во всяком случае	1	5
15	и т д	4	5
16	пределах того же	1	4
17	как мы сказали	2	4
18	с одной стороны	1	4
19	последней смысловой инстанции	1	4
20	в пределах того	1	4
21	с другой стороны	3	4
22	большей или меньшей	1	4
23	к чужому слову	6	4
24	но в то	3	4
25	в самом предмете	2	3
26	хотя бы и	1	3
27	чужим словом в	3	3
28	до конца и	1	3
29	в большей или	1	3
30	или меньшей степени	1	3
31	ориентация слова среди	1	3
32	более или менее	3	3
33	так и в	1	3
34	преломление авторских интенций	1	3
35	бы ни были	1	2
36	на ту же	1	2
37	а между тем	1	2
38	а вовсе не	1	2
39	в известной степени	1	2
40	и к нему	1	2
41	друг о друге	1	2
42	в том и	1	2
43	до сих пор	7	2
44	и во всех	1	2
45	и не может	4	2
46	не укладывается в	2	2
47	одно и то	2	2
48	то время как	2	2
49	в другом случае	1	2
50	о том же	2	2
51	в то время	2	2
52	и то же	2	2
53	а не как	1	2
54	на том же	1	2
55	отношение к чужому	1	2
56	ту же тему	2	2
57	то же слово	1	2
58	том и в	1	2
59	на авторскую речь	1	2
60	прямой и непосредственной	1	2
61	в пределах одной	1	2
62	они как бы	1	2
63	как мы уже	1	2
64	можно было бы	3	2
65	и в том	1	2
66	друг с другом	4	2
67	и в другом	1	2
68	теоретического осознания и	1	1
69	на чужое слово	13	1
70	а следовательно и	1	1
71	слово направлено на	2	1
72	здесь как бы	1	1
73	прежде всего как	1	1
74	со всеми его	1	1
75	то есть не	1	1
76	прежде всего в	1	1
77	дело в том	1	1
78	далеко не исчерпывается	1	1
79	а затем и	2	1
80	слово в то	1	1
81	как мы видим	1	1
82	как бы не	1	1
83	монологический контекст данного	1	1
84	авторским словом непосредственно	1	1
85	является в сущности	1	1
86	пор совершенно не	2	1
87	дело далеко не	1	1
88	лежит в одной	1	1
89	с установкой на	1	1
90	разнородные явления как	1	1
91	и не в	1	1
92	происходит преломление авторских	1	1
93	в прямой авторской	1	1
94	на свой предмет	6	1
95	всякое иное слово	1	1
96	не входит в	1	1
97	в отличие от	4	1
98	заложенные в них	1	1
99	бы то ни	1	1
100	но и в	1	1
101	знает только себя	1	1
102	одна из существеннейших	1	1
103	между авторской и	1	1
104	в монологический контекст	1	1
105	и на предмет	1	1
106	объектную тень на	1	1
107	и в каждом	1	1
108	рано или поздно	1	1
109	быть более или	2	1
110	в таком слове	1	1
111	сих пор совершенно	2	1
112	по крайней мере	1	1
113	у него нет	1	1
114	полное слияние голосов	1	1
115	он никогда не	1	1
116	и непосредственно интенциональным	1	1
117	может быть и	2	1
118	только один и	1	1
119	слово во всех	1	1
120	нем новые стороны	1	1
121	не лежит в	1	1
122	в значительной степени	1	1
123	а как бы	1	1
124	и заставляет его	1	1
125	то ни было	1	1
126	мы не знаем	1	1
127	в него свои	1	1
128	но и на	1	1
129	им и не	1	1
130	и всякое иное	1	1
131	все то в	1	1
132	к чужому высказыванию	1	1
133	в одной плоскости	2	1
134	его жизни и	1	1
135	этого диалога в	1	1
136	так или иначе	1	1
137	прямой авторской речи	1	1
138	нейтральное слово языка	1	1
139	и синтаксическую структуру	1	1
140	к своему предмету	1	1
141	авторских интенций в	1	1
142	перед нами в	1	1
143	прямым авторским словом	3	1
144	в самой этой	2	1
145	каковы бы ни	1	1
146	в точном смысле	1	1
147	авторское слово в	1	1
148	прямое авторское слово	3	1
149	определяет всю его	1	1
150	о которых мы	1	1
151	не может быть	4	1
152	чем он был	1	1
153	здесь перед нами	1	1
154	тем не менее	2	1
155	о том что	1	1
156	одной плоскости с	1	1
157	служить своим новым	1	1
158	здесь таким образом	1	1
159	простое и непосредственное	1	1
160	в данную эпоху	1	1
161	оглядки на чужое	2	1
162	далее и самое	1	1
163	в тонах и	1	1
164	в чужих устах	1	1
165	все это может	1	1
166	особой точки зрения	1	1
167	никогда не может	2	1
168	в нем новые	1	1
169	слова как мы	1	1
170	заключено в кавычки	1	1
171	при всех возможных	1	1
172	в одном из	1	1
173	и непосредственное выражение	1	1
174	этой точки зрения	1	1
175	тем поразительнее что	1	1
176	точек зрения и	2	1
177	никогда не бывает	1	1
178	не только не	1	1
179	том же предмете	2	1
180	от автора и	2	1
181	в его собственном	1	1
182	зрения и оценок	1	1
183	но в этом	1	1
184	т п в	1	1
185	между ними и	1	1
186	можно сказать что	1	1
187	свой предмет слово	2	1
188	романа но и	1	1
189	неизбежно приводит к	1	1
190	у толстого со	1	1
191	в самом слове	1	1
192	направленное на свой	2	1
193	как точка зрения	1	1
194	о котором идет	1	1
195	т п так	1	1
196	и на почве	1	1
197	же авторское слово	1	1
198	рассказчика и в	1	1
199	своим новым интенциям	1	1
200	с прямым авторским	1	1
201	может быть различной	1	1
202	о нем он	1	1
203	в том что	1	1
204	рядом друг с	1	1
205	как и в	3	1
206	другие так и	1	1
207	о тропах или	1	1
208	чужим словом и	1	1
209	как нейтральное слово	1	1
210	слово как бы	1	1
211	в пределах одного	9	1
212	который не был	1	1
