N	2gram	Vygotskiy__5	Formalny
1	и в	30	24
2	художественного произведения	3	23
3	в его	4	23
4	прежде всего	4	22
5	и не	6	20
6	так и	3	18
7	точки зрения	7	16
8	не может	9	16
9	в этом	14	15
10	в нем	7	14
11	может быть	11	14
12	таким образом	20	13
13	с точки	2	13
14	и т	7	12
15	именно как	1	12
16	в своем	6	11
17	как и	6	11
18	в своей	4	11
19	в их	3	11
20	не менее	1	11
21	должно быть	2	11
22	в ней	4	10
23	то же	7	10
24	вовсе не	3	10
25	и ее	1	10
26	и его	6	10
27	и их	1	10
28	литературное произведение	1	10
29	а не	8	10
30	в то	2	9
31	в процессе	1	9
32	и потому	5	9
33	все это	2	9
34	и на	3	8
35	как в	3	8
36	т д	3	8
37	и с	2	8
38	не в	8	8
39	в ее	3	8
40	произведения и	1	8
41	именно в	6	8
42	то что	37	8
43	в свою	3	8
44	на самом	2	7
45	должна быть	2	7
46	с ее	1	7
47	не только	16	7
48	жизни и	6	7
49	до конца	2	7
50	и от	1	7
51	но и	6	7
52	отношения к	2	6
53	еще не	5	6
54	самом деле	8	6
55	более или	1	6
56	в целом	5	6
57	все эти	2	6
58	в этой	5	6
59	как бы	19	6
60	как таковой	1	6
61	или менее	1	6
62	она не	1	6
63	свою очередь	1	6
64	и здесь	6	6
65	до сих	5	6
66	в том	27	6
67	было бы	5	6
68	как это	7	6
69	художественное произведение	5	6
70	сих пор	5	6
71	и все	4	6
72	а в	4	6
73	хотя бы	3	5
74	во всех	2	5
75	но в	5	5
76	и свою	1	5
77	в самом	14	5
78	при этом	8	5
79	в понимании	1	5
80	по себе	7	5
81	не могло	1	5
82	и до	2	5
83	у нас	4	5
84	должны быть	1	5
85	должен быть	2	5
86	как мы	5	5
87	проблем и	1	5
88	искусства и	5	5
89	того что	8	5
90	только на	4	5
91	со стороны	3	5
92	с другой	9	5
93	и др	1	5
94	формы и	3	5
95	в искусстве	6	5
96	с его	2	4
97	по отношению	2	4
98	и к	4	4
99	в которой	3	4
100	учение о	1	4
101	главным образом	1	4
102	не как	3	4
103	не из	1	4
104	искусства в	2	4
105	и может	1	4
106	как на	11	4
107	при таком	3	4
108	никогда не	9	4
109	если бы	11	4
110	для этого	9	4
111	мы увидим	9	4
112	с одной	12	4
113	конечно не	1	4
114	конструктивное значение	1	4
115	т п	3	4
116	одной стороны	12	4
117	в частности	4	4
118	отношению к	1	4
119	стороны и	4	4
120	с этой	2	4
121	быть и	2	4
122	что в	24	4
123	так же	13	4
124	во всяком	1	4
125	художественном произведении	2	3
126	это и	2	3
127	мы не	3	3
128	зависимости от	7	3
129	но не	7	3
130	отношение к	1	3
131	и читатель	2	3
132	как к	1	3
133	все же	7	3
134	когда он	5	3
135	целый ряд	3	3
136	и как	7	3
137	и наконец	3	3
138	и отчасти	1	3
139	в себе	5	3
140	жизнь как	1	3
141	так сказать	1	3
142	он не	3	3
143	он должен	8	3
144	так например	3	3
145	в каждом	2	3
146	значение в	1	3
147	материала и	5	3
148	литературном произведении	1	3
149	в жизни	1	3
150	в них	4	3
151	со всей	1	3
152	лучшем случае	3	3
153	в отношении	2	3
154	поэтического произведения	1	3
155	но для	1	3
156	не о	1	3
157	в основе	7	3
158	на язык	1	3
159	связи с	2	3
160	сводится к	5	3
161	отличается от	2	3
162	всего в	1	3
163	к тому	8	3
164	здесь не	1	3
165	ясно что	6	3
166	бы в	5	3
167	говорит он	2	3
168	в лучшем	3	3
169	как она	4	3
170	один из	5	3
171	или же	1	3
172	для него	3	3
173	и даже	2	3
174	в области	1	3
175	не было	1	3
176	его как	1	3
177	в россии	1	3
178	произведение в	1	3
179	произведения искусства	2	3
180	ни на	1	3
181	смысле этого	1	3
182	или иного	1	3
183	в художественном	1	3
184	этого слова	1	3
185	но это	1	3
