N	2gram	Propp_Isto_7	KFilosof
1	может быть	14	43
2	в его	1	39
3	в нем	6	31
4	не может	14	27
5	и не	4	26
6	по отношению	1	25
7	и в	24	22
8	в котором	2	21
9	отношению к	1	21
10	и его	3	17
11	в ее	2	17
12	а не	8	17
13	только в	6	16
14	в этом	12	13
15	точки зрения	4	13
16	и это	2	12
17	но не	6	12
18	ни в	2	12
19	все эти	2	11
20	в своей	1	11
21	не в	9	11
22	к нему	7	11
23	во всех	7	10
24	в своем	1	10
25	это не	10	10
26	с точки	1	10
27	от себя	1	10
28	все это	8	10
29	и есть	1	9
30	в их	4	9
31	в целом	1	9
32	для нее	2	9
33	но и	11	9
34	как бы	4	9
35	и все	6	9
36	было бы	2	8
37	если бы	1	8
38	со стороны	2	8
39	жизни и	1	8
40	то что	7	7
41	во всем	2	7
42	должен быть	1	7
43	на основе	1	7
44	и здесь	12	7
45	что и	8	7
46	конечно не	2	7
47	вовсе не	4	7
48	я не	1	6
49	отношение к	5	6
50	он не	6	6
51	и только	1	6
52	и действительно	1	6
53	уже не	2	6
54	и их	1	6
55	но это	3	6
56	в том	7	6
57	от своей	1	5
58	мы имеем	12	5
59	все же	9	5
60	но в	5	5
61	не только	21	5
62	то же	8	5
63	но все	4	5
64	его в	3	5
65	как и	6	5
66	должно быть	1	5
67	что я	1	5
68	от его	1	5
69	но эта	2	5
70	не имеет	4	5
71	никогда не	4	5
72	для себя	1	5
73	с ним	5	5
74	именно в	1	5
75	бытия в	1	5
76	его как	1	5
77	там где	5	5
78	ее и	1	5
79	в основе	2	5
80	хотя бы	1	5
81	не знает	1	5
82	как его	1	4
83	в чем	5	4
84	при этом	4	4
85	здесь мы	5	4
86	входит в	1	4
87	тем самым	1	4
88	к ним	2	4
89	не по	2	4
90	с ними	1	4
91	мира и	1	4
92	во всей	1	4
93	ни было	1	4
94	том что	10	4
95	для нас	6	4
96	а в	10	4
97	только как	1	4
98	что в	13	4
99	самом деле	1	3
100	этого мира	1	3
101	из его	1	3
102	должна быть	1	3
103	мы не	4	3
104	что это	6	3
105	в ней	1	3
106	еще не	8	3
107	и на	2	3
108	не могу	1	3
109	тем как	1	3
110	но конечно	2	3
111	себе и	3	3
112	независимо от	1	3
113	и этим	3	3
114	всех этих	6	3
115	для того	1	3
116	из него	1	3
117	всех своих	1	3
118	в каждом	1	3
119	могла бы	1	3
120	если ты	1	3
121	в другом	1	3
122	себя не	1	3
123	рядом с	1	3
124	не должно	1	3
125	что этот	2	3
126	не менее	5	3
127	тогда когда	3	3
128	где он	1	3
129	ничего не	5	3
130	и делает	1	3
131	в некотором	1	3
132	этот акт	1	3
133	здесь не	2	3
134	ясно что	1	3
135	здесь нет	3	3
136	но здесь	2	3
137	о том	9	3
138	и весь	1	3
139	нем и	1	3
140	того что	6	3
141	в современной	1	3
142	и тем	2	3
143	не дает	1	3
144	тем что	6	3
145	от того	1	3
146	что не	2	3
147	и пр	1	3
148	вступает в	3	3
149	по своему	1	3
150	от него	3	3
151	в то	2	3
152	мы здесь	2	2
153	не остается	1	2
154	и то	1	2
155	он может	4	2
156	чего не	1	2
157	а как	1	2
158	если я	1	2
159	вопрос о	3	2
160	ему в	1	2
161	с его	3	2
162	совсем не	1	2
163	в данном	4	2
164	к которой	2	2
165	ее до	1	2
166	свою жизнь	1	2
167	один и	1	2
168	же с	1	2
