N	2gram	Tiupa_Vved_1	Problema
1	то что	6	42
2	вовсе не	1	35
3	то есть	8	33
4	и в	13	32
5	и не	12	31
6	в этом	21	19
7	не менее	4	19
8	тем не	3	18
9	не только	20	17
10	потому что	5	16
11	в себе	5	15
12	по себе	2	15
13	в виде	1	15
14	а не	15	15
15	но в	6	14
16	у нас	1	14
17	указывает на	1	14
18	может быть	18	14
19	как бы	4	14
20	что мы	2	13
21	в нем	5	13
22	и тем	2	13
23	как раз	2	13
24	сказать что	1	13
25	том что	7	12
26	что в	3	12
27	так и	8	12
28	а именно	1	12
29	также и	4	11
30	о том	5	11
31	и даже	1	11
32	если мы	1	11
33	то же	5	10
34	отнюдь не	7	10
35	в этой	1	10
36	об этом	4	10
37	прежде всего	7	10
38	нет ничего	1	10
39	еще не	7	9
40	но не	5	9
41	того чтобы	1	9
42	же самое	1	9
43	и что	1	9
44	но и	19	9
45	по своему	2	9
46	в данном	13	9
47	что же	3	9
48	в том	10	9
49	так же	1	9
50	в таком	1	9
51	и о	1	8
52	и ее	1	8
53	и на	3	8
54	все эти	1	8
55	на то	1	8
56	было бы	4	8
57	он и	2	8
58	в своей	5	8
59	есть только	1	8
60	данном случае	6	8
61	не может	7	8
62	но это	3	8
63	во всех	2	7
64	тоже не	2	7
65	всех этих	1	7
66	содержит в	1	7
67	в них	2	7
68	как мы	3	7
69	здесь не	2	7
70	никогда не	4	7
71	того что	6	7
72	что он	1	7
73	только в	6	7
74	тем что	2	7
75	такого рода	16	7
76	все это	1	7
77	и все	4	7
78	во всяком	1	7
79	таком случае	1	6
80	самом деле	3	6
81	на самом	4	6
82	говорить о	2	6
83	но как	1	6
84	в самом	2	6
85	и если	1	6
86	при этом	26	6
87	это не	6	6
88	что такое	18	6
89	в то	4	6
90	таким образом	4	6
91	в виду	1	6
92	в его	4	6
93	этом смысле	1	6
94	так что	1	6
95	то и	2	6
96	в конце	1	6
97	о чем	2	6
98	как это	1	6
99	не существует	2	6
100	хотя и	7	6
101	а только	1	5
102	в своем	5	5
103	перед нами	6	5
104	то в	1	5
105	что она	1	5
106	все равно	2	5
107	далеко не	4	5
108	с тем	1	5
109	в котором	8	5
110	можно ли	1	5
111	текста и	3	5
112	связи с	1	5
113	в сознании	4	5
114	ни о	1	5
115	той или	3	5
116	можно сказать	4	5
117	для нас	2	5
118	есть в	2	5
119	или иной	3	5
120	еще и	1	5
121	не является	3	5
122	мы должны	1	5
123	в их	1	4
124	мы и	2	4
125	этого термина	1	4
126	в истории	1	4
127	как в	4	4
128	как он	2	4
129	их в	2	4
130	входит в	1	4
131	он есть	1	4
132	не в	6	4
133	тому что	1	4
134	тем самым	5	4
135	и притом	1	4
136	а в	6	4
137	на том	1	4
138	если бы	7	4
139	никак не	2	4
140	а также	8	4
141	и только	1	4
142	в литературе	2	4
143	один из	3	4
144	только на	1	4
145	мы можем	2	4
146	не было	2	4
147	и для	3	4
148	в связи	1	4
149	или в	1	4
150	же в	1	4
151	по поводу	2	4
152	не должны	1	3
153	но она	1	3
154	того же	1	3
155	без которого	1	3
156	сказать и	1	3
157	в ее	1	3
158	что они	1	3
159	которые не	1	3
160	однако не	1	3
161	более или	2	3
162	что это	1	3
163	но он	1	3
164	сливаются в	2	3
165	как оно	2	3
166	в случае	2	3
167	да и	1	3
168	но именно	1	3
169	он не	3	3
170	именно то	1	3
171	и еще	1	3
172	и чисто	1	3
173	что все	1	3
174	в жизни	4	3
175	о которых	1	3
