N	3gram	Nazirov_Tv_2	Myshleni
1	в том что	2	15
2	с другой стороны	2	9
3	с самого начала	1	8
4	по отношению к	3	7
5	в другом месте	1	6
6	о том что	2	6
7	в целом и	2	5
8	так же как	2	5
9	не может быть	3	5
10	в то время	1	5
11	же как и	1	4
12	до сих пор	3	4
13	в высшей степени	1	4
14	в первую очередь	1	3
15	можно было бы	1	3
16	во всяком случае	2	3
17	в свою очередь	1	3
18	том что в	1	2
19	влечет за собой	2	2
20	в известном смысле	1	2
21	на этот вопрос	2	2
22	то же время	7	2
23	именно в этом	2	2
24	а с другой	1	2
25	ответ на этот	1	2
26	в одном из	2	2
27	в самом деле	2	2
28	на всем протяжении	1	2
29	в то же	7	2
30	того факта что	1	2
31	приводит его к	1	1
32	в силах вывести	1	1
33	таким образом чтобы	1	1
34	в психологическом отношении	1	1
35	или во всяком	1	1
36	в чем же	1	1
37	если можно так	1	1
38	с первого взгляда	1	1
39	дело в том	1	1
40	играют большую роль	1	1
41	в том же	2	1
42	и не может	2	1
43	но и потому	1	1
44	и в то	2	1
45	в отличие от	2	1
46	хотя и не	1	1
47	только то что	1	1
48	том числе и	1	1
49	можно так выразиться	1	1
50	точно так же	1	1
51	по крайней мере	2	1
52	он приходит к	1	1
53	в известной мере	2	1
54	в этой связи	1	1
55	едва ли не	2	1
56	содержит в себе	1	1
57	и потому что	1	1
58	и в этом	1	1
59	не в силах	2	1
60	выводом из этой	1	1
61	в целом ряде	1	1
62	потому что они	1	1
63	являются как бы	1	1
64	мы не можем	1	1
65	на точку зрения	1	1
66	в соответствии с	4	1
67	не может служить	1	1
68	том что этот	1	1
69	к которым приводит	1	1
70	и никогда не	1	1
71	что у него	1	1
72	потому что в	1	1
73	в конечном счете	1	1
74	мы видим его	1	1
75	в том числе	1	1
76	и т д	11	1
77	как и в	1	1
78	той или иной	1	1
79	и если не	1	1
