N	2gram	Ircho_Kome_1	Freidism
1	таким образом	8	24
2	и не	8	23
3	не может	2	20
4	точки зрения	4	19
5	прежде всего	5	18
6	в этом	3	15
7	в его	5	15
8	в душе	1	13
9	мы можем	4	13
10	может быть	9	13
11	и его	8	12
12	как и	9	11
13	как бы	1	11
14	то что	2	11
15	но в	4	10
16	его в	3	10
17	с ним	1	10
18	как мы	4	10
19	так и	5	10
20	и потому	1	10
21	во всех	1	9
22	по отношению	3	9
23	и в	22	9
24	то же	6	8
25	не только	10	8
26	он не	3	8
27	еще не	2	8
28	что он	6	8
29	только в	3	8
30	так как	4	8
31	все это	5	8
32	и все	3	8
33	отношению к	3	8
34	все что	2	8
35	в самом	2	7
36	мы уже	1	7
37	отношение к	3	7
38	ни в	6	7
39	мы видели	2	7
40	те же	1	7
41	к нему	2	7
42	один из	5	7
43	тот же	3	7
44	мы знаем	2	7
45	всяком случае	2	7
46	что же	1	7
47	сказать что	1	7
48	во всяком	2	7
49	в ней	1	6
50	за пределы	2	6
51	и с	3	6
52	на протяжении	4	6
53	и ее	3	6
54	того что	1	6
55	вовсе не	2	6
56	хотя бы	1	6
57	совершенно не	1	6
58	на самом	1	5
59	и на	3	5
60	в чем	3	5
61	и к	1	5
62	в этой	7	5
63	не в	6	5
64	в то	10	5
65	в каком	1	5
66	могут быть	3	5
67	в себя	2	5
68	для этого	2	5
69	для того	1	5
70	по мнению	1	5
71	в большинстве	1	5
72	большинстве случаев	1	5
73	и прежде	1	5
74	а в	6	5
75	но и	11	5
76	связь с	1	5
77	с этим	1	5
78	в период	2	5
79	в свою	2	5
80	что в	6	5
81	в зависимости	1	4
82	и за	1	4
83	той же	1	4
84	мы не	3	4
85	в которой	6	4
86	говорить о	1	4
87	зависимости от	1	4
88	совсем не	2	4
89	но не	2	4
90	все же	3	4
91	из этих	1	4
92	в нем	4	4
93	на этом	2	4
94	то ни	2	4
95	связанные с	2	4
96	при этом	5	4
97	об этом	1	4
98	в жизни	1	4
99	на основании	3	4
100	во время	5	4
101	не менее	3	4
102	же время	4	4
103	потому что	5	4
104	и для	1	4
105	к тому	6	4
106	того чтобы	1	4
107	данном случае	1	4
108	с самого	1	4
109	это только	1	4
110	не дает	1	4
111	в котором	4	4
112	как раз	3	4
113	от того	1	4
114	на которые	2	4
115	и др	1	4
116	в данном	1	4
117	и о	3	4
118	в более	3	4
119	в этих	1	4
120	в таком	1	4
121	на себя	2	3
122	преобладание в	1	3
123	он был	2	3
124	не найдем	1	3
125	а только	1	3
126	в общем	1	3
127	как в	5	3
128	и как	3	3
129	между двумя	1	3
130	жизни к	1	3
131	сказать о	1	3
132	и тот	1	3
