N	2gram	Losev_Vesc_1	Problemy
1	и не	29	31
2	и в	21	29
3	в его	2	24
4	может быть	16	24
5	в этом	4	22
6	а не	19	22
7	т е	55	21
8	в нем	2	19
9	точки зрения	5	19
10	как бы	12	19
11	для него	4	18
12	не только	36	15
13	то что	27	15
14	то же	6	14
15	и его	2	14
16	но и	18	14
17	в пределах	1	13
18	с точки	3	13
19	уже не	9	13
20	точка зрения	1	12
21	таким образом	8	12
22	как и	8	12
23	не может	17	12
24	в самом	9	10
25	в то	3	10
26	только в	14	10
27	в одном	2	10
28	все эти	3	9
29	с его	1	9
30	все же	4	9
31	это не	5	9
32	если бы	5	9
33	о нем	1	9
34	но не	5	9
35	что в	9	8
36	по себе	13	8
37	как не	1	8
38	в том	8	8
39	что он	1	8
40	потому что	16	8
41	в своем	6	8
42	в своей	5	8
43	и как	8	7
44	но в	5	7
45	в себе	14	7
46	с другими	8	7
47	том что	8	7
48	не в	5	7
49	вовсе не	10	7
50	она не	4	7
51	так и	3	7
52	прежде всего	9	7
53	а в	4	7
54	самом деле	4	6
55	так же	1	6
56	выражение в	3	6
57	что она	15	6
58	его в	2	6
59	несмотря на	1	6
60	в самой	2	6
61	могут быть	1	6
62	к нему	1	6
63	в конце	2	6
64	так как	7	6
65	как раз	9	6
66	и потому	5	6
67	все это	5	6
68	на самом	1	5
69	это и	6	5
70	должна быть	4	5
71	в зависимости	1	5
72	той же	2	5
73	зависимости от	1	5
74	у него	2	5
75	перед нами	2	5
76	было бы	14	5
77	он и	1	5
78	мысли и	3	5
79	в сущности	4	5
80	или как	2	5
81	и это	14	5
82	и о	3	5
83	еще не	8	5
84	с ним	8	5
85	ничего не	3	5
86	именно в	1	5
87	сознания и	1	5
88	конце концов	2	5
89	во всяком	3	5
90	и т	19	4
91	поэтому и	1	4
92	так чтобы	2	4
93	и самого	1	4
94	сознания не	1	4
95	и наконец	1	4
96	бы и	5	4
97	в этой	3	4
98	перестает быть	3	4
99	не значит	7	4
100	человека в	1	4
101	должно быть	6	4
102	их в	3	4
103	раз и	1	4
104	как мы	4	4
105	в основе	3	4
106	от того	3	4
107	личности в	1	4
108	все то	1	4
109	идея может	1	4
110	и с	8	4
111	но у	1	4
112	в свете	7	4
113	и следовательно	7	4
114	тем что	2	4
115	что и	3	4
116	как же	3	4
117	превращается в	1	4
118	не было	1	4
119	не на	1	4
120	его как	1	4
121	что же	8	4
122	но это	10	4
123	и для	9	4
124	в результате	3	4
125	и самое	2	3
126	я не	4	3
127	себе и	1	3
128	в особом	1	3
129	то чем	1	3
130	и пр	6	3
131	кроме того	4	3
132	и понимания	2	3
133	уже в	1	3
134	ее как	2	3
135	дано в	1	3
136	но именно	2	3
137	подобно тому	4	3
138	далеко не	1	3
139	они уже	1	3
140	тому что	2	3
141	одна из	5	3
142	никогда не	2	3
143	как будто	1	3
144	этом отношении	1	3
145	в духе	1	3
146	отличается от	7	3
147	для его	1	3
148	оно не	3	3
149	только то	2	3
150	в себя	13	3
151	приводит к	1	3
152	и здесь	4	3
153	с другой	6	3
154	ним и	1	3
155	мы должны	2	3
156	но с	2	3
157	сознание в	1	3
158	и у	3	3
159	не из	2	3
160	всяком случае	2	3
161	ни в	1	3
162	сами по	3	3
163	само по	1	3
164	только у	1	3
