N	2gram	Potebnia_M_4	Problema
1	то есть	34	46
2	в его	5	43
3	и не	18	42
4	и в	23	38
5	и проч	18	28
6	не может	11	27
7	может быть	26	26
8	как бы	5	22
9	по отношению	10	21
10	отношению к	8	19
11	и с	4	17
12	к содержанию	1	17
13	и его	2	16
14	в этом	23	15
15	в нем	7	15
16	и т	7	14
17	только в	15	13
18	т п	4	13
19	прежде всего	1	13
20	независимо от	6	13
21	но не	1	12
22	за пределы	1	12
23	в единстве	1	12
24	в искусстве	3	12
25	художественного произведения	1	11
26	во всех	1	11
27	в области	2	11
28	и для	2	11
29	отношение к	2	10
30	таким образом	24	10
31	в их	1	10
32	к нему	5	10
33	не только	10	9
34	в поэзии	3	9
35	не имеет	5	9
36	его в	4	9
37	но и	11	9
38	и как	2	8
39	входит в	1	8
40	было бы	8	8
41	точки зрения	4	8
42	для нее	1	8
43	в том	23	8
44	и др	2	8
45	художественное произведение	2	8
46	то что	29	8
47	еще не	3	7
48	в самом	3	7
49	вообще не	1	7
50	как и	14	7
51	не в	11	7
52	как мы	2	7
53	с другой	2	7
54	как форма	1	7
55	между тем	9	7
56	слова в	3	7
57	в своей	1	7
58	что в	17	7
59	самом деле	3	6
60	на основе	1	6
61	там где	3	6
62	в пределах	1	6
63	для эстетического	1	6
64	форма есть	2	6
65	не всегда	3	6
66	с точки	3	6
67	не есть	9	6
68	можно только	2	6
69	ничего не	1	6
70	дело с	1	6
71	мы можем	10	6
72	все же	1	6
73	а в	5	6
74	только как	4	6
75	себя как	1	5
76	тем как	2	5
77	отличие от	1	5
78	в своем	8	5
79	все эти	3	5
80	при этом	15	5
81	то же	14	5
82	это не	7	5
83	в них	3	5
84	рядом с	1	5
85	далеко не	1	5
86	так и	6	5
87	и о	4	5
88	никогда не	3	5
89	не нужно	2	5
90	с ним	5	5
91	может иметь	2	5
92	и прежде	2	5
93	конечно не	2	5
94	большинстве случаев	2	5
95	в большинстве	2	5
96	а не	12	5
97	со словом	3	5
98	могут быть	7	5
99	быть только	1	5
100	должно быть	5	5
101	на самом	3	4
102	должна быть	1	4
103	в виду	3	4
104	в ней	2	4
105	но конечно	1	4
106	относится к	1	4
107	как в	7	4
108	но в	8	4
109	к художественному	1	4
110	в нашем	2	4
111	в себе	14	4
112	перестает быть	1	4
113	в данном	4	4
114	значение слова	5	4
115	не менее	5	4
116	но они	1	4
117	тем самым	4	4
118	о значении	1	4
119	в то	4	4
120	известной степени	3	4
121	должны быть	3	4
122	формы есть	1	4
123	в ее	2	4
124	данном случае	2	4
125	в произведении	1	4
126	можно было	2	4
127	не с	2	4
128	о том	8	4
129	от всех	1	4
130	с ними	3	4
131	в других	2	4
132	в форме	1	4
133	и только	3	4
134	к которому	1	4
135	что не	6	4
136	и потому	10	4
137	в более	2	4
138	лишь как	1	4
139	хотя бы	4	4
140	вне себя	1	4
141	между ними	4	4
142	сказать что	8	4
143	другой стороны	1	4
144	ли мы	1	3
145	например в	3	3
146	поэтического произведения	5	3
147	которую мы	1	3
148	говорить о	5	3
