N	2gram	Voloshinov_1	RusskieA
1	и в	12	29
2	том что	5	22
3	в том	6	22
4	что в	2	22
5	как бы	13	18
6	и другие	2	14
7	так как	9	13
8	может быть	14	13
9	там же	1	12
10	в этом	4	11
11	как и	5	11
12	не только	4	10
13	и с	3	10
14	все это	3	10
15	во многих	1	9
16	о том	3	9
17	в некоторых	3	9
18	его в	4	8
19	но и	3	8
20	как в	5	7
21	данном случае	2	7
22	мы видели	1	7
23	мы имеем	2	6
24	мы не	3	6
25	еще не	3	6
26	и на	4	6
27	при этом	6	6
28	таким образом	12	6
29	того чтобы	1	6
30	для нас	7	6
31	вместе с	2	6
32	в данном	2	6
33	но не	2	5
34	следующим образом	1	5
35	но в	5	5
36	это не	2	5
37	не может	16	5
38	для этого	1	5
39	и что	2	5
40	то что	5	5
41	с ней	1	5
42	к этому	2	5
43	же как	1	4
44	то же	5	4
45	на них	1	4
46	уже не	4	4
47	том же	1	4
48	в них	3	4
49	далеко не	1	4
50	не в	4	4
51	тогда когда	2	4
52	у нас	1	4
53	к нему	4	4
54	в виде	1	4
55	именно в	1	4
56	а не	5	4
57	о чем	1	4
58	так же	3	4
59	как это	2	4
60	и все	2	4
61	в таком	1	4
62	и о	1	3
63	в ее	1	3
64	что это	1	3
65	все эти	3	3
66	что она	1	3
67	подобно тому	1	3
68	и по	3	3
69	на этом	1	3
70	с другими	2	3
71	не всегда	1	3
72	в этих	2	3
73	в котором	3	3
74	она не	2	3
75	как мы	1	3
76	во всех	1	3
77	того что	3	3
78	что здесь	1	3
79	как например	1	3
80	между тем	3	3
81	в качестве	1	3
82	связь с	2	3
83	или даже	1	3
84	друг друга	1	3
85	что для	1	3
86	до конца	2	3
87	для этой	1	3
88	тому как	1	3
89	было бы	1	3
90	но если	1	3
91	мы здесь	1	2
92	и то	2	2
93	на самом	4	2
94	это и	1	2
95	на себя	1	2
96	между собой	2	2
97	с одной	2	2
98	она как	1	2
99	все же	4	2
100	как уже	2	2
101	не было	1	2
102	в руках	1	2
103	не можем	1	2
104	та же	1	2
105	не к	3	2
106	здесь мы	1	2
107	мы указывали	1	2
108	для них	1	2
109	из нее	1	2
110	должно быть	1	2
111	в своей	3	2
112	нас не	1	2
113	тем не	3	2
114	не менее	3	2
115	в то	2	2
116	никогда не	5	2
117	того в	1	2
118	связи с	1	2
119	кроме того	2	2
120	в момент	2	2
121	все то	1	2
122	когда мы	1	2
123	говорит о	1	2
124	в виду	5	2
125	за пределами	1	2
126	то время	1	2
127	можно было	1	2
128	жизнь и	1	2
129	а к	2	2
130	влияние на	2	2
131	с другой	4	2
132	части и	1	2
133	все в	1	2
134	что и	2	2
135	в форме	2	2
136	в новой	1	2
137	и ее	3	2
138	где они	1	2
139	есть в	1	2
140	или просто	1	2
141	на эту	1	2
142	одно из	1	2
143	моментов в	1	2
144	же деле	1	2
145	а с	1	2
146	прежде всего	8	2
147	и пр	3	2
148	самом же	1	2
149	одной стороны	2	2
150	тем это	1	2
151	там где	2	2
152	но можно	1	2
153	если она	1	2
154	могут быть	2	2
155	быть только	2	2
156	с этой	2	2
157	и для	3	2
158	ее и	3	2
159	жизни в	1	2
160	только как	1	2
161	из этого	3	2
162	а между	1	1
163	ту же	1	1
164	отношение к	4	1
165	показать что	1	1
166	относятся к	1	1
167	в приведенном	1	1
168	похожее на	1	1
169	с таким	1	1
170	сливается с	2	1
171	мы уже	1	1
172	например в	1	1
173	она в	1	1
174	так именно	1	1
175	совпадает с	2	1
176	полное и	1	1
177	так называемые	1	1
178	в ней	6	1
179	что каждый	1	1
180	из особенностей	1	1
181	тем как	2	1
182	он употребляет	1	1
183	ее до	1	1
184	к слову	2	1
185	что они	1	1
186	относится к	2	1
187	отнюдь не	5	1
188	независимо от	2	1
189	что именно	1	1
190	так называемая	1	1
191	стороны и	2	1
192	в своем	2	1
193	в различные	1	1
194	все остальные	1	1
195	в противном	1	1
196	перед нами	1	1
197	хотя и	1	1
198	когда он	3	1
199	и наконец	3	1
200	более или	1	1
201	увидим что	1	1
202	можно в	1	1
203	смысла слова	1	1
204	в самом	4	1
205	уже в	2	1
206	более подробно	1	1
207	выражение в	2	1
208	тому же	2	1
209	в нем	6	1
210	ей в	1	1
211	к живым	1	1
212	знают только	1	1
213	он должен	3	1
214	что называется	1	1
215	только в	6	1
216	по аналогии	1	1
217	эта же	1	1
218	на этих	1	1
219	но все	2	1
220	от нее	1	1
221	что все	1	1
222	в другом	1	1
223	связанных с	1	1
224	на все	2	1
225	этих форм	1	1
226	входит в	1	1
227	только там	1	1
228	и дает	2	1
229	более широком	1	1
230	двух направлениях	3	1
231	другая форма	1	1
232	такой же	2	1
233	остается в	1	1
234	можно найти	2	1
235	или менее	1	1
236	не раскрывает	1	1
237	в такой	3	1
238	это только	1	1
239	место в	2	1
240	но эта	1	1
241	только для	1	1
242	и таким	1	1
243	из одного	1	1
244	указывали что	1	1
245	случае мы	1	1
246	в европейских	1	1
247	с которой	1	1
248	как о	1	1
249	в русской	1	1
250	дело в	4	1
251	в науке	1	1
252	и притом	2	1
253	на него	2	1
254	в основе	1	1
255	в игру	1	1
256	примерно в	1	1
257	есть уже	2	1
258	в коем	1	1
259	ничего не	2	1
260	по своей	1	1
261	и его	13	1
262	же он	1	1
263	как будто	1	1
264	этом отношении	1	1
265	не является	1	1
266	форма все	1	1
267	представлять себе	1	1
268	и оно	1	1
269	и здесь	2	1
270	как только	2	1
271	кто же	1	1
272	оно не	2	1
273	ничего общего	1	1
274	и это	1	1
275	себе в	1	1
276	совпадают с	1	1
277	свою очередь	1	1
278	здесь не	3	1
279	на основе	1	1
280	в особенности	2	1
281	в пределах	3	1
282	идет речь	1	1
283	стороны его	1	1
284	может дать	1	1
285	и совершенно	2	1
286	так и	4	1
287	характер этих	1	1
288	на которую	1	1
289	найти в	1	1
290	можно только	1	1
291	если бы	9	1
292	и вообще	3	1
293	с ним	3	1
294	сводится к	1	1
295	настоящее время	2	1
296	можно сказать	5	1
297	аналогии с	1	1
298	и во	1	1
299	же степени	1	1
300	в его	2	1
301	все время	6	1
302	и мир	1	1
303	в литературе	4	1
304	быть и	3	1
305	на которой	1	1
306	тот же	1	1
307	в основном	2	1
308	на другие	1	1
309	мы увидим	1	1
310	ли он	1	1
311	в какой	2	1
312	и является	4	1
313	и так	2	1
314	несколько подробнее	2	1
315	в эти	1	1
316	какой степени	2	1
317	развитие по	1	1
318	в большинстве	1	1
319	только на	3	1
320	значение и	1	1
321	так называемый	1	1
322	при помощи	1	1
323	и обратно	1	1
324	но есть	1	1
325	не так	2	1
326	для него	3	1
327	всяком случае	1	1
328	в одном	1	1
329	в пространстве	1	1
330	и должна	1	1
331	к ним	2	1
332	как его	1	1
333	это по	1	1
