N	2gram	Losev_Prob_4	StatiiOP
1	и в	20	44
2	в том	20	36
3	и т	4	30
4	что в	3	30
5	том что	12	29
6	пушкина в	1	24
7	в этом	9	21
8	т д	3	21
9	вовсе не	21	19
10	не только	24	18
11	то что	15	18
12	было бы	14	17
13	о том	5	17
14	а в	4	17
15	а не	7	16
16	и не	28	16
17	может быть	9	15
18	т е	1	15
19	в области	3	14
20	в данном	6	14
21	как в	5	13
22	можно было	4	13
23	не в	13	12
24	самом деле	3	11
25	в этой	4	11
26	того чтобы	2	11
27	у нас	14	11
28	точки зрения	14	11
29	но в	8	10
30	ясно что	7	10
31	для того	3	10
32	что он	8	10
33	только в	23	10
34	но и	14	10
35	также и	13	9
36	как и	6	9
37	в отношении	4	9
38	в то	4	9
39	так и	10	9
40	если бы	8	9
41	того что	1	9
42	в его	3	9
43	т п	1	9
44	с другой	7	9
45	во всех	4	8
46	все же	2	8
47	но ведь	1	8
48	это не	7	8
49	из них	3	8
50	с точки	11	8
51	у пушкина	3	8
52	и его	10	8
53	не может	5	8
54	что они	2	7
55	в самом	2	7
56	таким образом	8	7
57	другой стороны	6	7
58	для нас	6	7
59	и об	1	7
60	до сих	1	7
61	прежде всего	11	7
62	сих пор	1	7
63	сказать что	7	7
64	по поводу	1	7
65	на самом	5	6
66	из этих	1	6
67	в своей	4	6
68	потому что	15	6
69	данном случае	5	6
70	что и	3	6
71	всяком случае	4	6
72	так что	6	6
73	для него	3	6
74	именно в	7	6
75	дело в	2	6
76	в той	8	6
77	что же	1	6
78	но это	6	6
79	хотя бы	7	6
80	во всяком	8	6
81	и то	2	5
82	то же	7	5
83	уже о	1	5
84	в целом	1	5
85	все эти	16	5
86	в нем	5	5
87	и по	2	5
88	в котором	2	5
89	этой области	1	5
90	не менее	10	5
91	вплоть до	3	5
92	никогда не	1	5
93	могут быть	1	5
94	так как	5	5
95	тем что	3	5
96	и даже	9	5
97	нужно сказать	1	5
98	что мы	3	5
99	все это	9	5
100	была бы	2	5
101	совершенно не	3	5
102	жизни и	5	5
103	так же	5	5
104	как это	3	4
105	это и	4	4
106	в которой	2	4
107	вопрос о	1	4
108	столь же	2	4
109	бы и	3	4
110	что это	2	4
111	на то	1	4
112	что она	4	4
113	в россии	1	4
114	является не	2	4
115	но все	3	4
116	эту тему	1	4
117	но если	6	4
118	том как	2	4
119	и очень	5	4
120	можно ли	3	4
121	дело не	3	4
122	не имеет	4	4
123	это слово	1	4
124	как будто	11	4
125	за что	1	4
126	в ее	5	4
127	и что	2	4
128	заключается в	2	4
129	в качестве	10	4
130	же и	3	4
131	никто не	2	4
132	мы находим	2	4
133	как раз	4	4
134	не было	3	4
135	на эту	1	4
136	в частности	2	4
137	как бы	4	4
138	тем более	4	4
139	пушкиным и	1	4
140	еще более	2	4
141	или иного	3	4
142	того или	3	4
143	это в	1	4
144	гораздо более	1	4
145	же как	1	3
146	того же	2	3
147	и без	6	3
148	тем же	1	3
149	то это	3	3
150	в ней	7	3
151	еще не	7	3
152	он был	3	3
153	в чем	2	3
154	из двух	1	3
155	но не	5	3
156	не все	1	3
157	в истории	3	3
158	общего с	2	3
159	с этим	4	3
160	так называемая	2	3
161	как к	1	3
162	говорит что	2	3
163	не являются	2	3
164	это просто	1	3
165	то в	2	3
166	это можно	2	3
167	ведь и	1	3
168	не значит	1	3
169	в каждом	1	3
170	связанные с	1	3
171	за то	1	3
172	же касается	1	3
173	в другом	3	3
174	и с	7	3
175	и тем	7	3
176	даже в	1	3
177	кажется что	2	3
178	ни в	17	3
179	чем в	1	3
180	что не	4	3
181	тому что	1	3
182	во время	1	3
183	в конце	2	3
184	в основе	1	3
185	этих двух	1	3
186	данной категории	1	3
187	стремление к	1	3
188	в каком	6	3
189	здесь совершенно	1	3
190	и вполне	5	3
191	что оно	1	3
192	никакого сомнения	1	3
193	для себя	2	3
194	об этом	6	3
195	поэтому в	1	3
196	и вообще	6	3
197	и нужно	1	3
198	внимание на	1	3
199	тем или	1	3
200	и только	4	3
201	значит что	8	3
202	в какой	4	3
203	и так	1	3
204	по мнению	1	3
205	по этому	2	3
206	с одной	1	3
207	в виде	22	3
208	в начале	3	3
209	ни с	4	3
210	бы все	1	3
211	в очень	1	3
212	без всякой	2	3
213	а именно	2	3
214	что для	1	3
215	говорит о	2	3
216	да и	5	3
217	с этой	1	3
218	видно что	1	3
219	не является	10	3
220	и для	4	3
221	не существует	5	3
222	в результате	8	3
223	будто бы	2	3
224	в таком	6	3
225	ничего общего	5	3
226	них это	1	2
227	мере в	1	2
228	его же	1	2
229	в комментарии	1	2
230	зрения их	1	2
231	мы имеем	6	2
232	мы не	7	2
233	не была	1	2
234	время как	2	2
235	совсем не	1	2
236	отношение к	1	2
237	за пределы	2	2
238	в своем	3	2
239	есть в	7	2
240	ни один	1	2
241	бы не	1	2
242	думать что	1	2
243	в себе	12	2
244	и те	1	2
245	но на	1	2
246	в случае	1	2
247	в наших	1	2
248	будто на	1	2
249	вообще не	3	2
250	при этом	6	2
251	но именно	2	2
252	он не	2	2
253	опять-таки не	1	2
254	всех этих	6	2
255	и более	3	2
