1	в том числе	6	11
2	том числе и	4	10
3	до сих пор	1	5
4	в то же	3	5
5	то же время	3	5
6	и прежде всего	1	5
7	можно сказать что	4	4
8	в какой-то мере	1	4
9	а также и	1	3
10	до наших дней	1	3
11	более или менее	2	3
12	не то что	2	3
13	в том что	8	3
14	как мы уже	1	3
15	как и в	1	3
16	так и в	1	2
17	и до наших	1	2
18	все то что	1	2
19	с точки зрения	2	2
20	тем не менее	3	2
21	литературе нового времени	1	2
22	может быть и	1	2
23	и в то	1	2
24	мы уже отмечали	1	2
25	в соответствии с	1	2
26	о том что	6	2
27	и др в	1	2
28	то есть в	2	2
29	из них в	1	2
30	то есть его	1	1
31	или хотя бы	1	1
32	как своего рода	1	1
33	и т.п то	1	1
34	в той или	2	1
35	и даже не	1	1
36	и тем более	1	1
37	включает в себя	1	1
38	что иное как	2	1
39	имеем дело с	1	1
40	на протяжении всего	1	1
41	в этом смысле	1	1
42	и то что	1	1
43	и позволяет говорить	1	1
44	так и от	1	1
45	но не может	1	1
46	в отличие от	5	1
47	то же самое	1	1
48	этой жанровой традиции	1	1
49	только здесь и	1	1
50	по отношению ко	1	1
51	друг от друга	1	1
52	в связи с	2	1
53	не подлежит сомнению	1	1
54	одна из многочисленных	1	1
55	или иной форме	1	1
56	в себя и	2	1
57	позиции в мире	1	1
58	не что иное	2	1
59	можно было бы	2	1
60	необходимо указать на	1	1
61	в мире и	1	1
62	по крайней мере	1	1
63	не может быть	5	1
64	по отношению к	6	1
65	как и на	2	1
66	в этом отношении	3	1
67	сказать что жанр	1	1
68	во всех его	1	1
69	прежде всего в	1	1
70	связь со смертью	1	1
71	может быть только	1	1
72	и тот же	1	1
73	есть не что	1	1
74	так или иначе	2	1
75	по своей природе	1	1
76	той или иной	4	1
77	бы он ни	1	1
78	он ни был	1	1
79	в его жизни	1	1
80	состоит в том	3	1
81	здесь как и	1	1
82	между людьми и	1	1
83	и тем самым	3	1
84	с другой стороны	4	1
85	так и для	1	1
86	мы имеем дело	2	1
87	то есть последних	1	1
88	то что было	1	1
89	следует отметить что	1	1
90	один и тот	1	1
91	тех или иных	1	1
92	наиболее широкое и	1	1
93	а не в	2	1
94	в особенности его	1	1
