N	2gram	Tiupa_Narr_2	VrazhdaK
1	не только	26	9
2	в этом	13	8
3	и в	13	8
4	и что	2	8
5	достоевского и	2	7
6	но и	15	7
7	и все	4	7
8	то что	8	7
9	что в	4	7
10	все же	6	6
11	но в	6	6
12	в нем	5	6
13	как и	4	6
14	в котором	5	6
15	и с	1	6
16	о нем	3	6
17	в начале	2	6
18	и даже	3	6
19	в романе	1	6
20	то же	4	5
21	об этом	4	5
22	в то	5	5
23	же время	3	5
24	между тем	3	5
25	у него	6	5
26	и не	14	5
27	в ней	2	4
28	что он	5	4
29	при этом	14	4
30	это не	3	4
31	несмотря на	2	4
32	все это	1	4
33	в виду	1	4
34	во многом	1	4
35	с ним	4	4
36	о том	5	4
37	для нас	2	4
38	и детей	1	4
39	может быть	10	4
40	как бы	6	4
41	в своих	2	4
42	так же	2	4
43	одним из	1	3
44	я не	5	3
45	в чем	2	3
46	с его	3	3
47	в своем	6	3
48	и как	1	3
49	раз в	2	3
50	на то	2	3
51	он не	5	3
52	далеко не	5	3
53	и уже	4	3
54	том что	13	3
55	но он	2	3
56	что есть	1	3
57	и его	3	3
58	связи с	1	3
59	и о	1	3
60	что у	2	3
61	и во	1	3
62	в его	6	3
63	в том	14	3
64	давно уже	2	3
65	и у	4	3
66	в конце	4	3
67	тем что	1	3
68	в связи	1	3
69	о себе	1	3
70	наряду с	1	3
71	матери и	1	3
72	к этому	1	3
73	отношения к	1	2
74	же как	2	2
75	и он	2	2
76	он сам	2	2
77	столь же	2	2
78	ответ на	5	2
79	тогда как	15	2
80	отнюдь не	4	2
81	в известном	3	2
82	в той	5	2
83	за границей	2	2
84	в этой	4	2
85	в себе	8	2
86	после этого	1	2
87	о которой	3	2
88	в нашей	1	2
89	их в	1	2
90	нашего времени	1	2
91	таким образом	5	2
92	в мире	4	2
93	в глазах	4	2
94	а с	2	2
95	не мог	1	2
96	на первый	1	2
97	во время	2	2
98	точки зрения	5	2
99	в своей	4	2
100	с точки	2	2
101	место в	5	2
102	не менее	4	2
103	одна из	3	2
104	никогда не	6	2
105	м м	1	2
106	к себе	7	2
107	в лицо	2	2
108	еще не	2	2
109	а также	6	2
110	этот момент	1	2
111	тем более	2	2
112	по мнению	1	2
113	с нею	2	2
114	уже не	4	2
115	для него	4	2
116	отношение к	1	2
117	как раз	3	2
118	и т.п	6	2
119	как же	1	2
120	с которым	1	2
121	о чем	2	2
122	не может	8	2
123	вместе с	1	2
124	в него	2	2
125	в это	1	2
126	но это	2	2
127	что я	3	2
128	же в	4	2
129	а в	9	2
130	в свою	2	2
131	а между	1	1
132	также и	1	1
133	у гоголя	1	1
134	котором уже	1	1
135	рассматривать в	1	1
136	того же	1	1
137	не имел	1	1
138	е годы	1	1
139	к своей	1	1
140	это и	1	1
141	я напротив	1	1
142	случае о	1	1
143	по преимуществу	1	1
144	едва ли	3	1
145	по его	2	1
146	той же	2	1
147	именно к	1	1
148	начинается с	1	1
149	говорить о	2	1
150	в полной	1	1
151	в составе	2	1
152	ему в	2	1
153	это время	1	1
154	имя и	1	1
155	меня в	1	1
156	собой в	1	1
157	как ему	1	1
158	а еще	1	1
159	руку к	1	1
160	центральному эпизоду	1	1
161	по своему	2	1
162	как правило	3	1
163	совершенно прав	1	1
164	но не	3	1
165	а тем	1	1
166	в сторону	1	1
167	не все	2	1
168	и т.д	4	1
169	не хотел	1	1
170	в е	1	1
171	говорилось выше	3	1
172	что они	3	1
173	как по	3	1
174	как говорит	1	1
175	первый взгляд	1	1
176	же с	1	1
177	как в	5	1
178	как к	3	1
179	и наконец	1	1
180	не являются	2	1
181	себе не	1	1
182	то в	1	1
183	в самом	2	1
184	что это	4	1
185	в целом	3	1
186	что же	1	1
187	только два	1	1
188	рассказ о	1	1
189	встреча с	1	1
190	тому же	4	1
191	это такая	1	1
192	как он	2	1
193	не могла	1	1
194	да и	3	1
195	от которого	3	1
196	в первой	1	1
197	при виде	1	1
198	в силу	4	1
199	сказал что	1	1
200	уже говорилось	4	1
201	эпизоду в	1	1
202	в плане	1	1
203	из него	1	1
204	что ни	1	1
205	никому не	1	1
206	которым не	1	1
207	людей и	1	1
208	однако в	2	1
209	не будет	2	1
210	общественное положение	1	1
211	есть все	1	1
212	конечно в	1	1
213	самим собой	3	1
214	это было	1	1
215	было бы	2	1
216	на пороге	1	1
217	в итоге	3	1
218	в жизни	6	1
219	соответствии с	3	1
220	всю жизнь	1	1
221	автору и	1	1
222	не всегда	1	1
223	которой он	3	1
224	в развитии	1	1
225	ни другой	1	1
226	одного и	1	1
227	в этих	1	1
228	и их	1	1
229	год а	1	1
230	рядом деталей	1	1
231	всяком случае	1	1
232	вторая часть	1	1
233	его отношение	1	1
234	встрече с	4	1
235	дама с	1	1
236	своего рода	9	1
237	и уж	1	1
238	черты характера	1	1
239	конце жизни	1	1
240	тем не	5	1
241	второй раз	1	1
242	не могли	1	1
243	раз и	1	1
244	всех их	1	1
245	жизнь его	1	1
246	вплоть до	1	1
247	но они	1	1
248	тем самым	5	1
249	человека но	1	1
250	человечества и	1	1
251	не имеет	2	1
252	в процессе	2	1
253	было не	1	1
254	как о	2	1
255	только не	2	1
256	ничего не	6	1
257	и лишь	1	1
258	мыслей и	1	1
259	более что	1	1
260	по своей	3	1
261	такая же	1	1
262	потому что	2	1
263	сюжет в	1	1
264	согласия или	1	1
265	этом отношении	3	1
266	в каком	1	1
267	ли это	1	1
268	следует рассматривать	1	1
269	во все	1	1
270	ли не	1	1
271	сходство с	1	1
272	эти не	1	1
273	с ее	1	1
274	и образ	1	1
275	но при	4	1
276	у чехова	9	1
277	в ее	4	1
278	не могло	2	1
279	но мы	1	1
280	то время	1	1
281	имела место	1	1
282	роль в	2	1
283	и сам	3	1
284	так и	9	1
285	на нее	1	1
286	не с	1	1
287	ясно что	1	1
288	было в	1	1
289	этого как	1	1
290	которого у	1	1
291	еще в	1	1
292	во второй	2	1
293	том как	2	1
294	перед сном	1	1
295	жизнь и	1	1
296	быть может	2	1
297	внимание к	1	1
298	подавляющее большинство	1	1
299	а поскольку	1	1
300	во всяком	1	1
301	в будущее	1	1
302	его жизни	2	1
303	до сих	1	1
304	это была	1	1
305	к нему	1	1
306	во всех	1	1
307	во всей	1	1
308	я вижу	1	1
309	в форме	5	1
310	в другой	1	1
311	вслед за	6	1
312	также в	1	1
313	человека как	1	1
314	в литературе	4	1
315	к которому	2	1
316	этом смысле	1	1
317	людей а	1	1
318	один из	3	1
319	но с	1	1
320	что только	1	1
321	которым он	1	1
322	ли он	1	1
323	он уже	1	1
324	за которую	1	1
325	в качестве	14	1
326	себя в	2	1
327	указания на	1	1
328	самую суть	1	1
329	хотя в	1	1
330	литературе еще	1	1
331	в душе	2	1
332	сходятся в	1	1
333	говорит о	2	1
334	искать в	1	1
335	никто не	1	1
336	в одном	1	1
337	и двусмысленный	1	1
338	каждый из	1	1
339	за человек	1	1
340	не просто	1	1
341	обо мне	4	1
342	нужно было	1	1
343	о своей	1	1
344	с другой	5	1
345	именно в	2	1
346	эпизода из	1	1
347	прежде всего	6	1
348	в соответствии	3	1
349	только по	2	1
350	у человека	1	1
351	на этот	1	1
352	в рассказе	4	1
353	к центральному	1	1
354	человек в	3	1
355	с конца	1	1
356	скептически и	1	1
357	с помощью	1	1
358	в частности	11	1
359	два человека	1	1
360	предположить что	1	1
361	это за	1	1
362	в ответ	3	1
363	по которой	1	1
364	и маргариты	1	1
365	того что	6	1
366	еще раз	1	1
367	в гостинице	1	1
368	известном смысле	3	1
369	сих пор	1	1
370	об одном	1	1
371	горе и	1	1
372	но для	2	1
373	их характеры	1	1
374	мире а	1	1
375	ни тот	1	1
376	более того	1	1
377	которых он	1	1
378	и ушел	1	1
379	героини и	2	1
380	восходящая к	1	1
381	дети не	1	1
382	и от	1	1
383	котором он	1	1
384	о котором	3	1
385	человек и	1	1
386	хотя и	5	1
387	бы в	2	1
388	еще более	1	1
389	но зато	2	1
390	позволяет нам	1	1
391	только что	2	1
392	уже давно	1	1
393	в обоих	2	1
394	нем самом	1	1
395	нам не	1	1
396	судьбы они	1	1
397	о своем	2	1
398	быть и	1	1
399	автора в	2	1
400	тот ни	1	1
401	бы его	1	1
402	из этого	1	1
403	героя в	6	1
404	жизни и	4	1
405	он лишь	2	1
406	у людей	1	1
407	который не	1	1
408	во сне	2	1
409	как на	2	1
410	в таком	3	1
411	точно так	2	1
412	все что	4	1
413	они не	2	1
