N	2gram	Nazirov_Tv_2	Vladivir
1	с м	1	31
2	и в	20	30
3	в году	16	24
4	в этом	8	20
5	то что	3	20
6	у него	6	19
7	и не	9	18
8	в том	8	18
9	с н	1	16
10	и с	8	14
11	а н	2	14
12	же с	9	13
13	что он	6	13
14	в конце	6	13
15	не только	13	12
16	том что	4	12
17	там же	9	12
18	что в	7	12
19	как мы	1	11
20	в его	10	11
21	а в	4	11
22	сказать что	1	11
23	года он	3	10
24	и вообще	2	10
25	не было	2	10
26	в с	1	10
27	и даже	5	10
28	письма т	2	9
29	все же	5	9
30	было бы	1	9
31	не в	4	9
32	в то	10	9
33	соловьев в	2	9
34	не может	7	9
35	для него	3	9
36	м с	7	9
37	потому что	7	9
38	но в	4	8
39	что же	1	8
40	не мог	1	8
41	связи с	1	8
42	в письме	1	8
43	но и	8	8
44	в связи	1	8
45	вместе с	3	8
46	то есть	5	7
47	ни в	1	7
48	никогда не	11	7
49	не менее	2	7
50	т i	1	7
51	может быть	8	7
52	а не	6	7
53	а ф	3	7
54	как это	1	7
55	для нас	1	7
56	он был	1	6
57	хотя и	4	6
58	и к	1	6
59	в себе	3	6
60	об этом	4	6
61	в париже	1	6
62	и его	9	6
63	у нас	2	6
64	то время	1	6
65	всякого рода	2	6
66	только в	2	6
67	всяком случае	2	6
68	прежде всего	8	6
69	года в	7	6
70	летом года	1	6
71	к этому	3	6
72	во всяком	2	6
73	н ф	1	5
74	и я	1	5
75	с этим	1	5
76	декабря года	2	5
77	то в	1	5
78	все эти	4	5
79	при этом	8	5
80	необходимо сказать	1	5
81	как и	6	5
82	в своей	6	5
83	в котором	3	5
84	по себе	1	5
85	так как	3	5
86	для себя	1	5
87	в дальнейшем	4	5
88	так и	6	5
89	с ним	3	5
90	и что	2	5
91	тот же	1	5
92	так что	2	5
93	в течение	1	5
94	как бы	11	5
95	в основном	6	5
96	все это	6	5
97	в петербург	2	5
98	в результате	1	5
99	из этого	2	5
100	с с	1	4
101	то же	7	4
102	с в	1	4
103	той же	1	4
104	я не	2	4
105	письма к	3	4
106	то это	1	4
107	и он	2	4
108	и на	5	4
109	что его	2	4
110	с его	1	4
111	отношение к	1	4
112	в которой	2	4
113	что это	1	4
114	в целом	6	4
115	в этой	5	4
116	и если	2	4
117	на его	4	4
118	в нем	3	4
119	он не	3	4
120	содержит в	1	4
121	м а	1	4
122	его в	3	4
123	и мы	3	4
124	несмотря на	1	4
125	мы знаем	1	4
126	в этих	1	4
127	по крайней	2	4
128	вот что	1	4
129	не есть	1	4
130	и о	1	4
131	м м	11	4
132	по разным	1	4
133	с а	1	4
134	о том	5	4
135	вовсе не	2	4
136	для меня	1	4
137	крайней мере	2	4
138	со стороны	1	4
139	именно в	6	4
140	марта года	4	4
141	его биографии	1	4
142	так же	5	4
143	мой друг	1	4
144	с этой	3	4
145	но это	5	4
146	в начале	3	4
147	письме к	1	4
148	и наконец	2	4
149	на этот	2	4
150	него в	2	4
151	по поводу	1	4
152	можно говорить	1	3
153	едва ли	2	3
154	и вот	1	3
155	быть в	1	3
156	во всех	1	3
157	но не	5	3
158	не то	1	3
159	отличие от	2	3
160	как в	4	3
161	и как	1	3
162	из этих	1	3
163	i с	1	3
164	таким образом	10	3
165	должен был	1	3
166	в них	1	3
167	должно быть	1	3
168	я его	1	3
169	не столько	2	3
170	в отличие	2	3
171	что я	2	3
172	т ii	2	3
173	но он	1	3
174	в россии	2	3
175	не могли	2	3
176	том же	2	3
177	вплоть до	1	3
178	а а	4	3
179	же время	7	3
180	к ней	1	3
181	в области	1	3
182	он называет	1	3
183	и вполне	1	3
184	и это	3	3
185	из воспоминаний	1	3
186	опять в	1	3
187	что и	1	3
188	вообще в	1	3
189	января года	4	3
190	уже не	3	3
191	уже в	2	3
192	в виде	2	3
193	на этих	1	3
194	сказать о	1	3
195	дело в	1	3
196	под влиянием	1	3
197	нет ничего	3	3
198	из парижа	1	3
199	октября года	2	3
200	с года	1	3
201	под названием	1	3
202	и для	1	3
203	еще более	1	3
204	л н	1	3
205	в свою	1	3
206	от декабря	1	3
207	в таком	3	3
208	точно так	1	3
209	и особенно	1	3
210	до года	1	2
211	не имел	1	2
212	перед смертью	1	2
213	и есть	2	2
214	и до	1	2
215	из его	1	2
216	приходит к	1	2
217	мы уже	1	2
218	г в	1	2
219	еще на	1	2
220	что если	1	2
221	не вполне	1	2
222	как я	1	2
223	не был	1	2
224	глубокой и	1	2
225	мая года	1	2
226	я должен	1	2
227	из письма	1	2
228	есть его	1	2
229	в самом	3	2
230	бы с	1	2
231	но его	1	2
232	во многих	2	2
233	на то	1	2
234	а к	1	2
235	в статье	2	2
236	мысли и	1	2
237	которой не	1	2
238	же году	2	2
239	же это	1	2
240	том чтобы	1	2
241	и сам	5	2
242	на земле	1	2
243	и по	2	2
244	в работе	1	2
245	заключается в	1	2
246	это не	7	2
247	он же	2	2
248	которой он	2	2
249	мы видели	1	2
250	мы не	4	2
251	еще в	1	2
252	достоевского но	3	2
253	ли он	1	2
254	в их	3	2
255	говорил о	1	2
256	он дает	1	2
257	под псевдонимом	1	2
258	их в	2	2
259	однако в	1	2
260	даже в	1	2
261	она не	1	2
262	некоторого рода	1	2
263	меня не	1	2
264	не имеет	1	2
265	гёте и	1	2
