N	3gram	Bakhtin_fo_2	FransuaR
1	в романе рабле	5	15
2	то же время	4	6
3	в то же	4	6
4	к третьей книге	1	5
5	как мы уже	4	5
6	до сих пор	2	4
7	мы еще вернемся	3	4
8	но в то	1	4
9	в четвертой книге	1	4
10	в связи с	7	4
11	на самом деле	1	3
12	в том числе	3	3
13	как и все	1	3
14	в отличие от	1	3
15	в xviii веке	1	3
16	а также и	1	3
17	прежде всего необходимо	1	3
18	мы уже говорили	3	3
19	и прежде всего	3	3
20	для того чтобы	7	3
21	которых так много	1	2
22	так много в	1	2
23	в той или	1	2
24	у него был	1	2
25	средневековья и возрождения	1	2
26	еды и питья	15	2
27	жизни и смерти	1	2
28	но и в	3	2
29	в этом отношении	2	2
30	том числе и	2	2
31	это вовсе не	1	2
32	мы увидим дальше	1	2
33	века и в	1	2
34	у рабле в	2	2
35	по сравнению с	1	2
36	смех вовсе не	1	2
37	не может быть	1	2
38	с народной площадью	1	2
39	в данном случае	1	2
40	позднего средневековья и	1	2
41	о том что	1	2
42	той или иной	1	2
43	можно сказать что	1	2
44	еще вернемся в	2	2
45	рабле в его	1	2
46	как и в	1	2
47	в том же	4	2
48	как мы видели	1	2
49	в другом месте	2	1
50	xix и xx	1	1
51	жана и панурга	1	1
52	во время карнавала	1	1
53	только в пределах	1	1
54	еды и кухни	1	1
55	и в сущности	1	1
56	что в основе	1	1
57	с полной ясностью	1	1
58	связи со всем	1	1
59	и с рядом	2	1
60	кн iv гл	13	1
61	едой питьем половой	1	1
62	прежде всего в	2	1
63	имеем в виду	3	1
64	мы уже сказали	3	1
65	и так сказать	1	1
66	и в особенности	3	1
67	также и в	1	1
68	не входит конечно	1	1
69	в средние века	3	1
70	о том как	3	1
71	в этом случае	2	1
72	сих пор еще	1	1
73	занимает в романе	1	1
74	с точки зрения	8	1
75	на первый план	2	1
76	и его жизнь	1	1
77	они не могут	1	1
78	это самое подходящее	1	1
79	мужской половой орган	1	1
80	определяющее влияние на	1	1
81	рабле как мы	1	1
82	всех филологов и	1	1
83	и др и	1	1
84	но прежде чем	1	1
85	под открытым небом	1	1
86	точном смысле слова	1	1
87	вместо того чтобы	1	1
88	они как мы	1	1
89	высоких материях и	1	1
90	в мире рабле	2	1
91	средство от запора	1	1
92	для рабле и	1	1
93	все же в	2	1
94	большую роль в	1	1
95	в значительной мере	1	1
96	у рабле как	1	1
97	франции и италии	1	1
98	может быть и	2	1
99	уже говорили что	1	1
100	важное значение имеет	1	1
101	все же еще	1	1
102	еще вернемся к	1	1
103	во франции и	1	1
104	в особенности в	1	1
105	о таких высоких	1	1
106	обжорство и пьянство	1	1
107	в беседе во	1	1
108	для него существует	1	1
109	и в этом	3	1
110	о смерти героев	1	1
111	во всех отношениях	1	1
112	поэтому они не	1	1
113	и в обычном	1	1
114	и так далее	1	1
115	или иной форме	1	1
116	упомянем еще о	1	1
117	об этом свидетельствует	1	1
118	в связи со	1	1
119	много в этом	1	1
120	как мы увидим	1	1
121	него существует только	1	1
122	в точном смысле	1	1
123	образов у рабле	1	1
124	с другой стороны	1	1
125	тон и стиль	2	1
126	время еды и	1	1
127	во всех этих	3	1
128	еды питья и	1	1
129	же характер носит	1	1
130	между тем как	1	1
131	во время еды	1	1
132	и xx веков	1	1
133	еще не исчерпываются	1	1
134	и вместе с	1	1
135	в свою очередь	1	1
136	связи с этим	2	1
137	только во время	1	1
138	в одном из	1	1
139	и для всей	1	1
140	его стиль в	1	1
141	в котором в	1	1
142	с самого начала	1	1
143	в особенности на	1	1
144	в этих условиях	1	1
145	брата жана и	1	1
146	влияние на рабле	1	1
147	средние века и	2	1
148	смерти героев и	2	1
149	мы имеем в	2	1
150	до конца она	1	1
151	что во время	1	1
152	лежит на границе	1	1
153	у рабле очень	1	1
154	каждый из этих	1	1
155	таким образом и	1	1
156	это как бы	1	1
157	таких высоких материях	1	1
158	такой же характер	1	1
159	на одном из	1	1
160	всего может быть	1	1
161	рабле и для	1	1
162	но все же	1	1
163	в том что	3	1
164	в последнем счете	2	1
165	с нею в	1	1
166	рабле не только	1	1
167	что и в	1	1
168	и питья и	2	1
169	одна из самых	1	1
170	и в другом	1	1
171	то есть с	1	1
