N	2gram	Bakhtin_Fr_2	Narrotol
1	не только	17	31
2	но и	13	27
3	и не	15	23
4	при этом	5	19
5	может быть	5	15
6	в качестве	2	14
7	в частности	1	14
8	как и	11	13
9	а не	1	13
10	а в	4	13
11	в этом	15	12
12	только в	13	12
13	и в	49	11
14	своего рода	1	10
15	и его	17	10
16	такого рода	2	10
17	то есть	32	9
18	времени и	6	9
19	то что	6	9
20	то же	7	8
21	не может	7	8
22	в том	3	8
23	и т.п	11	8
24	но в	4	7
25	том что	4	7
26	если бы	1	7
27	на протяжении	7	7
28	у него	2	7
29	и он	1	6
30	в самом	3	6
31	не в	1	6
32	в этой	10	6
33	в себе	4	6
34	об этом	1	6
35	не мог	1	6
36	к тому	1	6
37	и т.д	2	6
38	одного из	2	6
39	в его	18	6
40	как бы	11	6
41	один из	7	6
42	как раз	1	6
43	жизни и	7	6
44	и на	17	5
45	перед нами	1	5
46	так и	6	5
47	точки зрения	6	5
48	в своей	5	5
49	потому что	1	5
50	событие в	1	5
51	можно сказать	2	5
52	точка зрения	3	5
53	еще не	2	4
54	с его	5	4
55	но не	5	4
56	как в	1	4
57	все же	7	4
58	хотя и	2	4
59	из этих	5	4
60	в нем	9	4
61	в мире	2	4
62	из них	3	4
63	в одном	3	4
64	вплоть до	2	4
65	в то	6	4
66	одна из	4	4
67	того чтобы	2	4
68	никогда не	5	4
69	к себе	1	4
70	в ней	2	4
71	так в	3	4
72	о том	3	4
73	же время	6	4
74	а во	1	4
75	к нему	3	4
76	в литературе	6	4
77	того что	1	4
78	для него	9	4
79	слова в	1	4
80	прежде всего	19	4
81	из наиболее	2	4
82	о чем	3	4
83	имеет место	1	4
84	как известно	2	3
85	также и	3	3
86	и то	1	3
87	самом деле	1	3
88	мы имеем	1	3
89	в противовес	1	3
90	в центре	1	3
91	в своем	5	3
92	и как	1	3
93	к чему	1	3
94	в целом	1	3
95	в нашем	2	3
96	но именно	3	3
97	он не	1	3
98	для того	1	3
99	подобно тому	2	3
100	и с	6	3
101	это не	1	3
102	по мысли	1	3
103	в жизни	4	3
104	не всегда	1	3
105	еще раз	2	3
106	и конец	1	3
107	и ее	1	3
108	их в	3	3
109	не менее	1	3
110	но они	3	3
111	этом отношении	3	3
112	и о	4	3
113	еще в	2	3
114	о нем	1	3
115	лишь в	4	3
116	или напротив	1	3
117	что он	3	3
118	по отношению	1	3
119	именно в	6	3
120	начало и	1	3
121	не было	4	3
122	тому как	2	3
123	в начале	5	3
124	это уже	1	3
125	не является	1	3
126	не существует	1	3
127	и все	3	3
128	отношению к	1	3
129	что в	2	3
130	а о	1	2
131	именно эта	1	2
132	времени но	1	2
133	тем же	1	2
134	всех его	1	2
135	и для	1	2
136	в сущности	8	2
137	не вполне	1	2
138	меньшей степени	3	2
139	и самого	1	2
140	в чем	1	2
141	как если	1	2
142	один и	1	2
143	если она	1	2
144	что касается	2	2
145	них как	1	2
146	в смысл	1	2
147	та же	2	2
148	раз в	3	2
149	роль в	5	2
150	на то	2	2
