N	2gram	Medvedev_F_2	Myshleni
1	с помощью	10	42
2	в процессе	9	27
3	и в	38	25
4	в развитии	2	24
5	мышления и	1	23
6	в том	11	23
7	и речи	5	20
8	том что	2	20
9	таким образом	20	17
10	так же	1	17
11	мышления в	1	17
12	что в	7	17
13	с тем	11	16
14	в основе	5	16
15	как и	9	15
16	в его	10	15
17	то что	6	15
18	в этом	27	14
19	вместе с	6	14
20	может быть	23	13
21	в целом	3	13
22	так как	4	12
23	в качестве	2	12
24	что они	4	10
25	перед нами	2	10
26	что и	8	10
27	было бы	6	10
28	того что	3	10
29	только в	6	10
30	как бы	4	10
31	и не	20	10
32	мы не	3	9
33	связи с	13	9
34	ни в	2	9
35	как в	4	9
36	как мы	7	8
37	того чтобы	3	8
38	тем что	8	8
39	не является	3	8
40	речи и	3	8
41	понятия в	2	7
42	столь же	2	7
43	все эти	6	7
44	понятий и	3	7
45	по себе	7	7
46	в области	3	7
47	уже в	2	7
48	для того	3	7
49	как это	2	7
50	помощью которых	1	7
51	же как	3	6
52	того же	1	6
53	высшей степени	4	6
54	совпадает с	2	6
55	зависимости от	3	6
56	и на	3	6
57	но не	2	6
58	потому что	2	6
59	от этого	3	6
60	не только	9	6
61	собственном смысле	1	6
62	в высшей	4	6
63	не может	14	6
64	мы видели	4	6
65	точки зрения	8	6
66	в отличие	2	6
67	не в	15	6
68	не менее	1	6
69	самого начала	2	6
70	в собственном	1	6
71	с самого	2	6
72	можно было	1	6
73	один из	2	6
74	что он	5	6
75	отличие от	2	6
76	с другой	3	6
77	в связи	10	6
78	слова и	7	6
79	все это	3	6
80	все же	8	6
81	мы должны	1	6
82	одним из	1	5
83	в зависимости	3	5
84	и как	3	5
85	и к	4	5
86	функциональное значение	1	5
87	что это	3	5
88	при этом	9	5
89	к одному	1	5
90	в понятии	2	5
91	и по	2	5
92	между отдельными	1	5
93	тем не	1	5
94	задачи и	3	5
95	и другое	2	5
96	но это	2	5
97	могут быть	6	5
98	о том	1	5
99	значения и	2	5
100	так и	8	5
101	если бы	5	5
102	в этой	6	5
103	слов и	1	5
104	входит в	4	5
105	с одной	1	5
106	для него	7	5
107	именно в	5	5
108	одной стороны	1	5
109	тем же	3	4
110	мы имеем	1	4
111	отнюдь не	8	4
112	в своем	1	4
113	что слово	1	4
114	из этих	3	4
115	на то	1	4
116	он не	6	4
117	в основу	2	4
118	от нее	4	4
119	той же	1	4
120	не столько	4	4
121	речи в	1	4
122	значение слова	2	4
123	в то	5	4
124	этого слова	1	4
125	никогда не	2	4
126	то и	3	4
127	не могут	7	4
128	к тому	4	4
129	что оно	4	4
130	и это	2	4
131	приводит к	2	4
132	с ним	2	4
133	в какой	3	4
134	всяком случае	5	4
135	из них	4	4
136	мы знаем	3	4
137	говорит он	5	4
138	но и	13	4
139	прежде всего	15	4
140	там где	4	4
141	что перед	1	4
142	независимо от	4	4
143	с этим	5	4
144	смысле этого	1	4
145	речевого общения	6	4
146	в смысле	1	4
147	тем и	2	4
148	слова у	1	4
149	и все	3	4
150	а в	6	4
151	сказать что	2	4
152	мы увидим	1	4
153	во всяком	5	4
154	которая не	1	4
155	как известно	1	3
156	на деле	1	3
157	то в	2	3
158	в котором	2	3
159	но как	2	3
160	если в	3	3
161	оно является	1	3
162	его развития	1	3
163	его к	1	3
164	в самом	16	3
165	бы сказать	1	3
166	им в	1	3
167	но на	1	3
168	как он	1	3
169	не как	4	3
170	и сам	1	3
171	на этом	2	3
172	из основных	1	3
173	значение в	1	3
174	его в	3	3
175	или менее	1	3
176	которые в	1	3
177	состоит в	2	3
178	их в	2	3
179	не могли	2	3
180	во всем	1	3
181	отличается от	1	3
182	для развития	1	3
183	не есть	3	3
184	ничего общего	1	3
185	для образования	1	3
186	своего развития	3	3
187	и которые	1	3
188	когда в	1	3
189	является в	2	3
190	как она	2	3
191	с ними	2	3
192	этот вопрос	2	3
193	между тем	2	3
194	по этому	2	3
195	не можем	1	3
196	если мы	5	3
197	в виде	1	3
198	и их	3	3
199	сами по	2	3
200	этом отношении	7	3
201	к которому	1	3
202	связь с	1	3
203	не создает	1	3
204	этого метода	1	3
205	в результате	6	3
206	между ними	2	3
207	другой стороны	4	3
208	в свою	1	3
209	имеет место	1	3
210	речевое общение	1	3
211	к этому	4	3
212	говорили уже	1	2
213	функции в	2	2
214	и то	2	2
215	только потому	1	2
216	но тем	1	2
217	своего мышления	1	2
218	между двумя	2	2
219	в чисто	1	2
220	к другому	2	2
221	едва ли	2	2
222	он стоит	1	2
223	то же	6	2
224	а как	3	2
225	эту тенденцию	1	2
226	первый план	2	2
227	в чем	2	2
228	с его	11	2
229	они имеют	1	2
230	бы в	5	2
231	вступают в	1	2
232	все остальные	2	2
233	хотя и	3	2
234	метод в	4	2
235	с нею	2	2
236	помощью которого	1	2
237	но все	3	2
238	речи но	2	2
239	с их	1	2
240	в себе	1	2
241	связанные с	1	2
242	постольку поскольку	2	2
243	именно это	1	2
244	в нем	13	2
245	главным образом	3	2
246	всех форм	1	2
247	того или	4	2
248	с другими	10	2
249	подходит к	1	2
250	от одного	2	2
251	в новое	1	2
252	в них	1	2
253	между говорящими	1	2
254	это положение	2	2
255	на первый	2	2
256	в эту	1	2
257	в этих	2	2
258	в своей	7	2
259	место в	3	2
260	что говорит	1	2
261	в корне	7	2
262	бы быть	1	2
263	тому что	2	2
264	теми или	1	2
265	слова мы	1	2
266	но они	1	2
267	тем самым	2	2
268	эти формы	1	2
269	на котором	2	2
270	в плане	2	2
271	к изучению	1	2
272	для всего	2	2
273	вытекает из	1	2
274	этих последних	1	2
275	в другую	1	2
276	и его	21	2
277	предмета он	1	2
278	из того	1	2
279	в каком	1	2
280	не тем	1	2
281	в своеобразном	1	2
282	вообще является	1	2
283	что задача	1	2
284	той или	1	2
285	оно не	4	2
286	как они	4	2
287	не будет	2	2
288	свою очередь	1	2
289	только при	1	2
290	и может	3	2
291	ясно что	1	2
292	мы в	2	2
293	отрицать что	1	2
294	для этого	2	2
295	находится в	2	2
296	оно становится	1	2
297	и здесь	3	2
298	что каждый	1	2
299	одного из	3	2
300	или иначе	1	2
301	и во	1	2
302	к установлению	1	2
303	или иными	1	2
304	стоящей перед	1	2
305	и только	5	2
306	от этих	2	2
307	все время	6	2
308	и заключается	1	2
309	этом смысле	2	2
310	слово с	1	2
311	всех этих	3	2
312	мы будем	1	2
313	не происходит	2	2
314	где они	1	2
315	так что	1	2
316	определения и	1	2
317	уже не	7	2
318	является не	2	2
319	речь в	1	2
320	и других	2	2
321	с теми	2	2
322	слова в	3	2
323	как их	2	2
324	моментов в	1	2
325	каждый из	3	2
326	образом не	2	2
327	вполне совпадает	1	2
328	этого периода	1	2
329	этой задачи	1	2
330	на этот	1	2
331	и эта	1	2
332	от всех	2	2
333	в речи	1	2
334	все более	2	2
335	слова от	1	2
336	ни на	2	2
337	функции и	1	2
338	и особенно	1	2
339	для обозначения	1	2
340	такого рода	1	2
341	в тех	2	2
342	должно быть	2	2
343	с необходимостью	1	2
344	в реальном	5	2
345	является для	2	2
346	и для	5	2
347	которых он	1	2
348	значения слова	1	2
349	и от	2	2
350	или в	3	2
351	постановка задачи	1	2
352	для нас	1	2
353	все они	1	2
354	же в	1	2
355	тот же	1	2
356	вступает в	1	2
357	признаков в	1	2
358	или иного	5	2
359	метод определения	1	2
360	к другим	2	2
361	в своих	1	2
362	как на	1	2
363	в таком	2	2
364	говоря о	1	1
365	слова которые	1	1
366	лежат в	1	1
367	языка с	1	1
368	совершенно справедливо	1	1
369	должен быть	1	1
370	сам по	3	1
371	своей основной	1	1
372	и до	3	1
373	из его	1	1
374	эти функции	2	1
375	в конкретном	1	1
376	мышления но	1	1
377	и этот	1	1
378	всей ее	1	1
379	например в	3	1
380	полагает что	1	1
381	есть не	1	1
382	при анализе	2	1
383	и наблюдений	1	1
384	между его	1	1
385	что уже	1	1
386	вопрос о	1	1
387	на место	1	1
388	что многие	1	1
389	исследования в	2	1
390	и через	1	1
391	который был	1	1
392	так чтобы	1	1
393	что иное	1	1
394	почти исключительно	1	1
395	они были	2	1
396	их не	1	1
397	же что	1	1
398	другого если	1	1
399	как фактор	1	1
400	иное как	1	1
401	с общими	1	1
402	бы то	1	1
403	во всех	5	1
404	общих чертах	1	1
405	бы она	3	1
406	совсем не	2	1
407	слово не	1	1
408	дело обстоит	2	1
409	смысле мы	1	1
410	с трудом	1	1
411	очевидно что	2	1
412	менее всего	3	1
413	отношение к	2	1
414	не просто	2	1
415	сама по	1	1
416	речи именно	2	1
417	называемого практического	1	1
418	общего с	1	1
419	исследований в	1	1
420	признака в	1	1
421	образом каждый	1	1
422	является слово	1	1
423	более и	1	1
424	к новому	1	1
425	однако не	3	1
426	кроме того	2	1
427	целом но	1	1
428	целый ряд	1	1
429	всего как	1	1
430	слова еще	1	1
431	более или	1	1
432	в действительности	1	1
433	следующим образом	1	1
434	увидим что	1	1
435	тенденция как	1	1
436	функции языка	1	1
437	и хотя	1	1
438	в этот	1	1
439	них как	1	1
440	за собой	1	1
441	стоит перед	2	1
442	не приходится	3	1
443	та же	2	1
444	в которой	2	1
445	он в	2	1
446	бы не	1	1
447	другим способом	1	1
448	выражение в	1	1
449	думать что	1	1
450	ни одна	2	1
451	что к	1	1
452	может лежать	2	1
453	но ведь	3	1
454	столько с	1	1
455	самая постановка	1	1
456	научного исследования	1	1
457	помощью этой	1	1
458	от его	2	1
459	своем развитии	2	1
460	область так	1	1
461	по существу	7	1
462	до конца	2	1
463	том чтобы	1	1
464	и связанные	1	1
465	быть с	1	1
466	центр исследования	1	1
467	приходим к	2	1
468	встречаются в	1	1
469	поскольку она	1	1
470	под воздействием	1	1
471	значительной степени	3	1
472	смысле в	1	1
473	то ни	2	1
474	могла бы	1	1
475	и с	9	1
476	этапом в	1	1
477	разница между	2	1
478	и ранним	1	1
479	он есть	1	1
480	и определение	1	1
481	и тем	2	1
482	сколько с	1	1
483	для выработки	1	1
484	для них	3	1
485	типичным представителем	1	1
486	исходили из	3	1
487	является их	1	1
488	все равно	1	1
489	в слове	5	1
490	несмотря на	1	1
491	помощью мы	1	1
492	чем в	1	1
493	такой же	3	1
494	подойти к	2	1
495	восприятия и	4	1
496	именно этот	1	1
497	и при	1	1
498	выступает на	1	1
499	раз за	1	1
500	нас не	1	1
501	в такой	2	1
502	между людьми	1	1
503	не находит	1	1
504	представление о	2	1
505	вещи не	1	1
506	и понятия	1	1
507	себе а	2	1
508	которые лежат	1	1
509	до последнего	1	1
510	и создавать	1	1
511	сих пор	1	1
512	поэтому мы	1	1
513	не совпадают	1	1
514	и более	2	1
515	тому чтобы	2	1
516	же признаком	1	1
517	даже в	2	1
518	не для	1	1
519	так называемого	1	1
520	содержание и	1	1
521	раз и	4	1
522	этой области	1	1
523	степень его	1	1
524	на один	2	1
525	элемент может	1	1
526	с точки	7	1
527	случае в	1	1
528	и функции	2	1
529	и форму	1	1
530	не имеет	2	1
531	в сущности	4	1
532	говорят и	1	1
533	к этим	1	1
534	на него	1	1
535	не по	2	1
536	к действительному	3	1
537	что каждое	1	1
538	отличное от	1	1
539	опираться на	1	1
540	констатировать что	1	1
541	условиях в	1	1
542	это еще	1	1
543	не могло	1	1
544	нельзя не	1	1
545	чем он	4	1
546	только и	3	1
547	показывает нам	1	1
548	особенностей в	1	1
549	речи уже	1	1
550	явление в	1	1
551	к ней	1	1
552	которого еще	1	1
553	и является	1	1
554	отдельного предмета	1	1
555	а лишь	3	1
556	так называемый	1	1
557	следует отметить	3	1
558	другого но	1	1
559	или ином	1	1
560	существу к	1	1
561	у нас	1	1
562	от общих	3	1
