N	3gram	Bakhtin_fo_1	Komedia
1	до сих пор	3	9
2	в том что	2	9
3	в самом деле	1	6
4	для того чтобы	5	6
5	в свою очередь	1	6
6	в то же	6	4
7	о том что	1	4
8	то же время	9	4
9	с самого начала	2	4
10	к тому же	2	4
11	по отношению к	3	3
12	с точки зрения	2	3
13	и т п	8	3
14	вместе с тем	2	3
15	в связи с	5	3
16	во всяком случае	1	3
17	и речи о	1	3
18	и в самом	1	3
19	с одной стороны	2	3
20	само собой разумеется	2	2
21	в этом случае	1	2
22	по сравнению с	2	2
23	наряду с этим	2	2
24	в этом отношении	3	2
25	дошедших до нас	1	2
26	то время как	2	2
27	собой разумеется что	2	2
28	из того же	1	2
29	в то время	3	2
30	но все же	2	2
31	в виду что	1	1
32	и как раз	6	1
33	равно как и	2	1
34	имеем в виду	1	1
35	самого начала не	1	1
36	в том числе	4	1
37	в соответствии с	2	1
38	одной стороны и	2	1
39	на первый план	1	1
40	подсмотреть и подслушать	1	1
41	по существу не	1	1
42	мы еще вернемся	1	1
43	и в то	5	1
44	в зависимости от	1	1
45	не было и	2	1
46	и во многом	1	1
47	в отличие от	2	1
48	не о чем	1	1
49	может быть только	3	1
50	и в частности	2	1
51	же что и	2	1
52	как раз в	4	1
53	уже за пределами	1	1
54	в самом начале	1	1
55	прямое отношение к	1	1
56	таким образом и	1	1
57	но очень важный	1	1
58	дошедший до нас	1	1
59	в этот момент	1	1
60	в течение которого	1	1
61	навлекает на себя	1	1
62	мы остановимся здесь	1	1
63	они не были	1	1
64	но вместе с	1	1
65	здесь не только	1	1
66	сих пор не	1	1
67	страсти и ее	1	1
68	что и у	1	1
69	и с радостью	1	1
70	так и в	1	1
71	каким он был	1	1
72	и до сих	1	1
73	в дом к	1	1
74	мы имеем в	1	1
75	и по существу	1	1
76	не похож на	1	1
77	друг за другом	2	1
78	друг с другом	1	1
79	и в этом	1	1
80	и последующих веков	1	1
81	вовсе не является	1	1
82	человека и его	7	1
83	так как он	1	1
84	в этих условиях	1	1
85	и все его	1	1
86	в том же	1	1
87	том числе и	2	1
