N	3gram	Bakhtin_Pr_4	Myslijsy
1	по отношению к	5	8
2	в том что	2	7
3	в этом случае	1	5
4	не может быть	8	5
5	о том что	2	5
6	а между тем	1	4
7	мере того как	1	4
8	по мере того	1	4
9	до сих пор	8	4
10	сам по себе	3	4
11	можно сказать что	2	4
12	с точки зрения	9	3
13	во всяком случае	1	3
14	лишь тогда когда	1	3
15	то же время	5	3
16	слова то есть	3	3
17	в то же	5	3
18	и до сих	2	2
19	бы не было	1	2
20	в том же	1	2
21	хотя бы и	1	2
22	если бы не	1	2
23	сами по себе	2	2
24	в этих случаях	2	2
25	между тем как	1	2
26	на этот вопрос	2	2
27	рано или поздно	1	2
28	в данном случае	1	2
29	между собою и	1	2
30	так или иначе	1	2
31	то есть от	2	2
32	не было и	1	2
33	после того как	1	2
34	то есть в	4	2
35	в большинстве случаев	8	2
36	а следовательно и	2	1
37	хотя и не	2	1
38	и в речи	1	1
39	лицом к лицу	1	1
40	в одном слове	3	1
41	в сущности есть	1	1
42	дело в том	2	1
43	одним и тем	1	1
44	принимают в себя	1	1
45	сплошь да рядом	1	1
46	случаев вовсе не	1	1
47	в том числе	4	1
48	в его прямом	1	1
49	и во многих	1	1
50	то что делает	1	1
51	в виду что	1	1
52	таким образом как	1	1
53	так как мы	1	1
54	но и в	2	1
55	а может быть	1	1
56	человеческой мысли не	1	1
57	того и другого	2	1
58	в одном направлении	1	1
59	что в нем	1	1
60	и к нему	1	1
61	и не может	7	1
62	если же он	1	1
63	и не в	2	1
64	здесь следовательно происходит	1	1
65	уже после того	1	1
66	по себе он	1	1
67	может быть и	1	1
68	нет и не	2	1
69	смотрит на нее	1	1
70	к другому и	1	1
71	и тем же	1	1
72	таковы что их	1	1
73	мы не знаем	1	1
74	что может быть	1	1
75	с одной стороны	1	1
76	в связи с	1	1
77	как один из	1	1
78	но при этом	1	1
79	не знает но	1	1
80	очень сложное и	1	1
81	большинстве случаев вовсе	1	1
82	это последнее может	1	1
83	но так что	1	1
84	а не как	1	1
85	не только к	1	1
86	этого слова с	1	1
87	до настоящего времени	1	1
88	сюда относятся все	1	1
89	с другой стороны	3	1
90	то есть я	2	1
91	в свое время	2	1
92	в той же	1	1
93	сих пор не	2	1
94	не в его	1	1
95	иметь в виду	1	1
96	пор не может	1	1
97	что совершается в	1	1
98	то есть из	1	1
99	точки зрения этого	1	1
100	и вместе с	1	1
101	никогда не может	1	1
102	в одном из	2	1
103	с самого начала	1	1
104	так как слово	1	1
105	отношению к ним	1	1
106	могут быть очень	1	1
107	том числе и	3	1
108	друг от друга	1	1
109	на предмет в	1	1
110	и ту же	1	1
111	мысли и слова	1	1
112	уже в силу	1	1
113	к тому что	1	1
114	конечно не в	2	1
115	слова в том	1	1
116	дело не в	1	1
117	представим себе что	1	1
118	этом мы можем	1	1
119	одну и ту	1	1
120	и все что	1	1
121	в процессе его	1	1
122	как и в	3	1
123	это есть лишь	1	1
