N	2gram	Losev_Vlad_3	Istorich
1	и в	40	26
2	так как	7	18
3	мы имеем	3	14
4	никогда не	11	13
5	потому что	11	13
6	и на	6	12
7	в этом	16	12
8	таким образом	11	12
9	в том	18	12
10	что в	17	12
11	мы видели	3	11
12	может быть	8	11
13	не только	25	10
14	том что	18	10
15	с другой	5	10
16	и не	25	10
17	еще не	4	9
18	представление о	1	9
19	а именно	12	9
20	что он	5	9
21	но и	18	9
22	и это	6	8
23	все эти	5	8
24	все же	4	8
25	в нем	3	8
26	вместе с	7	8
27	другой стороны	2	8
28	например в	1	7
29	но в	4	7
30	и его	10	7
31	о том	11	7
32	с одной	3	7
33	уже не	9	7
34	у него	24	7
35	одной стороны	3	7
36	мы уже	5	6
37	мы не	2	6
38	как в	1	6
39	как он	1	6
40	так в	1	6
41	и с	9	6
42	с появлением	1	6
43	в виде	13	6
44	то что	28	6
45	этом случае	1	6
46	в более	1	6
47	более ранних	1	6
48	ее в	3	6
49	не может	14	6
50	то же	4	5
51	в ней	5	5
52	не будет	6	5
53	как и	7	5
54	и что	8	5
55	же мы	1	5
56	в то	7	5
57	то это	10	5
58	очень часто	1	5
59	так и	6	5
60	в его	14	5
61	мы видим	1	5
62	только в	13	5
63	тем что	5	5
64	у нас	5	5
65	как это	4	5
66	его в	2	5
67	на небе	1	5
68	как мы	8	4
69	и он	1	4
70	с его	2	4
71	но как	2	4
72	из этих	3	4
73	после этого	1	4
74	на земле	1	4
75	и по	2	4
76	это не	3	4
77	и тем	3	4
78	с тем	7	4
79	не всегда	1	4
80	не имели	1	4
81	здесь же	2	4
82	а также	8	4
83	что и	7	4
84	себе в	2	4
85	до сих	1	4
86	прежде всего	10	4
87	как бы	3	4
88	в это	2	4
89	сих пор	1	4
90	в книге	2	4
91	у них	1	4
92	но это	6	4
93	есть и	4	4
94	все что	1	4
95	же как	3	3
96	и то	9	3
97	так у	1	3
98	там же	7	3
99	должна быть	2	3
100	оттого что	1	3
101	время как	2	3
102	из которых	1	3
103	это еще	1	3
104	независимо от	3	3
105	когда он	1	3
106	и наконец	2	3
107	та же	1	3
108	в себе	9	3
109	что она	2	3
110	при этом	3	3
