N	3gram	Medvedev_V_1	Vladivir
1	у вл соловьева	1	42
2	в том что	5	10
3	о том что	3	8
4	вместе с тем	3	6
5	не может быть	8	6
6	более или менее	6	5
7	в конце концов	2	5
8	к тому же	1	5
9	у него в	1	4
10	в то время	1	4
11	в этом смысле	1	3
12	только в том	2	3
13	хотя бы и	5	3
14	то что в	1	3
15	в том случае	1	3
16	во всяком случае	1	3
17	с одной стороны	2	3
18	в то же	5	3
19	по существу же	1	2
20	иметь в виду	2	2
21	но даже и	1	2
22	также и в	2	2
23	одной стороны и	2	2
24	в таком случае	1	2
25	в этом отношении	13	2
26	и в то	3	2
27	по себе в	1	2
28	о свободе воли	1	2
29	том случае если	1	2
30	даже и не	1	2
31	так же как	1	2
32	в данном случае	1	2
33	имеет ничего общего	1	2
34	то время как	1	2
35	даже и в	1	2
36	так или иначе	1	2
37	в связи с	3	2
38	только в году	1	2
39	а не только	1	2
40	с другой стороны	8	2
41	как мы знаем	1	2
42	не имеет ничего	1	2
43	бросается в глаза	1	2
44	то же время	5	2
45	и вместе с	1	2
46	еще в году	1	2
47	те или иные	1	2
48	ничего общего с	1	2
49	что в своем	1	2
50	к тому что	3	2
51	чем отличается от	1	1
52	профессор московского университета	1	1
53	на вопрос что	1	1
54	не может не	2	1
55	это то что	1	1
56	в виду что	1	1
57	а потому и	1	1
58	что перед нами	1	1
59	вовсе не требуется	1	1
60	в том же	1	1
61	с которого начинается	1	1
62	о том как	3	1
63	то прежде всего	1	1
64	же как и	1	1
65	при помощи которых	1	1
66	сказать что ни	1	1
67	до сих пор	1	1
68	эта не только	1	1
69	приходится признать что	1	1
70	того что мы	1	1
71	сама по себе	1	1
72	сих пор не	1	1
73	каждой из этих	2	1
74	только то что	2	1
75	как это было	1	1
76	можно было бы	2	1
77	это вовсе не	1	1
78	одна из них	1	1
79	является для него	1	1
80	с этой точки	1	1
81	письме к страхову	1	1
82	одно и то	1	1
83	по этому поводу	7	1
84	ни в какой	1	1
85	может быть и	1	1
86	при всем своем	1	1
87	как об этом	2	1
88	вопрос о том	1	1
89	и сводится к	1	1
90	вот что пишет	1	1
91	в этой области	3	1
92	или как говорит	1	1
93	не только в	2	1
94	не говоря уже	1	1
95	при помощи которой	1	1
96	речь идет только	1	1
97	и это самое	1	1
98	об этом же	1	1
99	и то же	1	1
100	как будто бы	1	1
101	том что и	1	1
102	хотя бы с	1	1
103	в противном случае	2	1
104	все же не	1	1
105	говорить не о	2	1
106	в новое время	1	1
107	в результате чего	2	1
108	все то что	1	1
109	этой точки зрения	2	1
110	могут привести к	1	1
111	от апреля года	2	1
112	а вместе с	1	1
113	в этом же	1	1
114	это и есть	3	1
115	не только не	2	1
116	между ними нет	1	1
117	в самом деле	1	1
118	в каждой из	1	1
119	той или иной	1	1
120	мы знаем что	2	1
121	и в результате	1	1
122	в том числе	2	1
123	в том смысле	1	1
124	мы видим что	1	1
125	по этому вопросу	1	1
126	в письме к	8	1
127	мало чем отличается	1	1
128	для того чтобы	3	1
129	прежде всего не	2	1
130	то же самое	1	1
131	мы только что	1	1
