N	2gram	Losev_Vlad_3	Problema
1	и не	25	28
2	то есть	24	27
3	не только	25	24
4	только в	13	23
5	в виде	13	22
6	вовсе не	13	21
7	и в	40	20
8	в том	18	20
9	ни в	10	17
10	не просто	10	16
11	все эти	5	16
12	смысле слова	6	15
13	то что	28	15
14	потому что	11	15
15	точки зрения	13	14
16	у нас	5	14
17	той или	2	14
18	было бы	4	14
19	но и	18	14
20	также и	17	13
21	перед нами	3	13
22	не в	3	13
23	даже и	12	13
24	или иной	1	13
25	в нашем	2	12
26	в себе	9	12
27	том что	18	12
28	не есть	10	12
29	с точки	6	11
30	по себе	6	11
31	прежде всего	10	11
32	подобного рода	3	11
33	как будто	1	11
34	едва ли	11	10
35	отнюдь не	5	10
36	тем не	10	10
37	и его	10	10
38	не менее	9	10
39	так и	6	10
40	в качестве	3	10
41	при помощи	4	10
42	это значит	6	10
43	не является	2	10
44	есть нечто	1	9
45	в этом	16	9
46	может быть	8	9
47	и даже	6	9
48	все это	1	9
49	но в	4	8
50	содержит в	5	8
51	таким образом	11	8
52	если бы	3	8
53	значит что	6	8
54	что он	5	8
55	в результате	4	8
56	и все	4	8
57	во всяком	3	8
58	то же	4	7
59	мы не	2	7
60	в ней	5	7
61	еще не	4	7
62	и с	9	7
63	ясно что	1	7
64	это не	3	7
65	общего и	1	7
66	здесь не	3	7
67	хотя бы	6	7
68	и тем	3	7
69	с другой	5	7
70	именно в	3	7
71	сказать что	12	7
72	а не	8	7
73	и потому	10	7
74	такого рода	4	7
75	сам по	2	6
76	есть не	2	6
77	мы имеем	3	6
78	а только	7	6
79	только при	4	6
80	при этом	3	6
81	об этом	6	6
82	как и	7	6
83	в данном	5	6
84	но если	5	6
85	и без	1	6
86	в каком	4	6
87	же самое	3	6
88	в виду	3	6
89	и вообще	3	6
90	а также	8	6
91	что здесь	3	6
92	так что	14	6
93	в одно	2	6
94	по своему	1	6
95	но это	6	6
96	и от	6	6
97	для нас	5	6
98	другой стороны	2	6
99	в таком	3	6
100	на самом	3	5
101	но не	4	5
102	как в	1	5
103	хотя и	7	5
104	и если	7	5
105	в нем	3	5
106	да и	6	5
107	тоже являются	1	5
108	те или	2	5
109	в них	1	5
110	в этих	2	5
111	только и	5	5
112	когда мы	1	5
113	и вполне	2	5
114	и о	4	5
115	в ее	1	5
116	данном случае	2	5
117	каждый раз	1	5
118	о том	11	5
119	можно сказать	1	5
120	и можно	4	5
121	жизни и	1	5
122	уже не	9	5
123	если мы	4	5
124	здесь перед	1	5
125	так как	7	5
126	известного рода	1	5
127	здесь в	4	5
128	то и	2	5
129	человеческой жизни	1	5
130	не может	14	5
131	вместе с	7	5
132	так же	8	5
133	в смысле	6	5
134	не существует	2	5
135	и ни	2	5
136	ничего общего	5	5
137	живое существо	1	4
138	это и	1	4
139	но даже	4	4
140	что его	2	4
141	без всякого	1	4
142	кроме того	6	4
143	и есть	1	4
144	и наконец	2	4
145	нет никакой	1	4
146	уже в	3	4
147	в этой	8	4
148	что она	2	4
149	отчет в	2	4
150	с тем	7	4
151	несмотря на	7	4
152	в своей	9	4
153	всяком случае	3	4
154	в одном	5	4
155	в отношении	5	4
156	тем самым	2	4
157	отличается от	3	4
158	не имеет	4	4
159	только не	1	4
160	в разных	2	4
161	в самой	1	4
162	нет ни	2	4
163	указывает на	1	4
164	всегда есть	3	4
165	можно было	5	4
166	жизнь и	3	4
167	никак не	4	4
168	и во	1	4
169	во всех	1	4
170	и только	3	4
171	одной из	2	4
172	или иные	2	4
173	ни с	3	4
174	уже давно	1	4
175	с этим	2	4
176	как бы	3	4
177	как раз	10	4
178	и для	3	4
179	бы даже	1	4
180	же в	3	4
181	а в	7	4
182	в то	7	4
183	в какой	2	4
184	самом деле	1	3
185	и этот	2	3
186	он как	1	3
187	но она	1	3
188	то это	10	3
189	в каждой	1	3
190	и на	6	3
191	он был	2	3
192	а еще	1	3
193	но как	2	3
194	заметим что	3	3
195	тут же	5	3
196	мы сейчас	2	3
197	в истории	5	3
198	же и	2	3
199	в своем	8	3
200	и к	2	3
201	бы и	4	3
202	учение о	24	3
203	нами здесь	1	3
204	но все	3	3
205	все подобного	1	3
206	в другом	2	3
207	этом смысле	3	3
208	из них	2	3
209	в новое	1	3
210	здесь нет	2	3
211	в жизни	2	3
212	нас выше	3	3
213	все равно	1	3
214	глубоко и	1	3
215	как это	4	3
216	связи с	2	3
217	необходимо сказать	7	3
218	трактуется как	1	3
219	и другое	1	3
220	на себе	1	3
221	можно ли	2	3
222	и является	1	3
223	здесь тоже	1	3
224	к тому	7	3
225	себе в	2	3
226	как мы	8	3
