N	2gram	Medvedev_V_1	Formalny
1	т е	18	32
2	и не	19	30
3	вовсе не	3	28
4	и в	26	27
5	может быть	22	25
6	не может	17	24
7	так и	5	21
8	и его	6	19
9	в этом	26	18
10	таким образом	31	18
11	а не	7	17
12	самом деле	1	16
13	точки зрения	3	16
14	то же	10	15
15	в нем	6	15
16	в процессе	16	15
17	между ними	3	15
18	как и	7	14
19	не в	6	12
20	если бы	3	12
21	и т	23	11
22	в самом	4	11
23	в жизни	2	11
24	и от	3	11
25	художественное произведение	5	11
26	не могут	7	10
27	но и	10	10
28	не только	25	9
29	лишь в	2	9
30	так же	3	9
31	отнюдь не	3	8
32	как бы	5	8
33	входит в	1	8
34	ни в	1	8
35	как мы	1	8
36	в пределах	5	8
37	только в	7	8
38	как раз	3	8
39	то что	6	8
40	и все	1	8
41	что в	10	8
42	художественного произведения	6	7
43	с тем	3	7
44	не менее	2	7
45	же время	5	7
46	потому что	1	7
47	его в	3	7
48	между тем	5	7
49	в его	14	7
50	в том	15	7
51	для них	1	7
52	все это	10	7
53	совершенно не	1	7
54	в то	6	7
55	в искусстве	6	7
56	действительности и	7	6
57	еще не	2	6
58	и понимания	1	6
59	но в	2	6
60	все эти	6	6
61	т д	14	6
62	идеологического творчества	2	6
63	в своей	4	6
64	и ее	4	6
65	всяком случае	1	6
66	произведения в	7	6
67	произведения как	5	6
68	было бы	7	6
69	что он	4	6
70	с другой	11	6
71	вместе с	7	6
72	в данном	1	6
73	все же	5	6
74	и для	2	6
75	бы в	3	6
76	хотя бы	19	6
77	в своих	2	6
78	во всяком	1	6
79	становится в	1	5
80	в зависимости	6	5
81	зависимости от	5	5
82	но не	2	5
83	в истории	1	5
84	в художественном	10	5
85	в единстве	4	5
86	так сказать	2	5
87	в каждом	2	5
88	материала в	1	5
89	того чтобы	3	5
90	сводится к	3	5
91	если же	1	5
92	в ней	2	5
93	что они	3	5
94	в дальнейшем	1	5
95	никогда не	4	5
96	в плоскости	1	5
97	говорит он	1	5
98	связи с	4	5
99	и их	3	5
100	т п	9	5
101	друг друга	1	5
102	тем что	1	5
103	и потому	2	5
104	тому как	2	5
105	и формы	2	5
106	не является	5	5
107	в результате	5	5
108	другой стороны	8	5
109	можно говорить	1	4
110	произведения но	1	4
111	он был	1	4
112	как в	1	4
113	и как	3	4
114	в целом	4	4
115	но ведь	1	4
116	подобно тому	2	4
117	данном случае	1	4
118	в ее	4	4
119	в слове	3	4
120	мы знаем	3	4
121	том что	8	4
122	по себе	2	4
123	она не	3	4
124	тогда когда	2	4
125	могут быть	5	4
126	к тому	4	4
127	роль в	4	4
128	о том	10	4
129	же и	2	4
130	конечно не	1	4
131	уже в	1	4
132	только на	1	4
133	следует что	1	4
134	содержания и	1	4
135	для того	3	4
136	прежде всего	13	4
137	смысла и	1	4
138	материал в	1	4
139	в связи	3	4
140	мы видели	3	4
141	как это	12	4
142	да и	1	4
143	слова и	1	4
144	между собой	1	4
145	в романе	4	4
146	от всех	1	4
147	жизни и	3	4
148	они не	2	4
149	формы и	2	3
150	художественном произведении	4	3
151	приемов в	1	3
152	одним из	5	3
153	же как	2	3
154	мы и	1	3
155	в виду	4	3
156	в которых	3	3
157	во всех	6	3
158	а и	1	3
159	нет и	3	3
160	самое понятие	1	3
161	бы и	6	3
162	формы в	1	3
163	в себе	6	3
164	этот процесс	2	3
165	не следует	8	3
166	материала и	1	3
167	это не	7	3
168	ее в	4	3
169	он и	2	3
170	в этих	1	3
171	никаких оснований	2	3
172	от его	2	3
173	творчества и	1	3
174	как от	2	3
175	по отношению	7	3
176	тому что	6	3
177	в основе	1	3
178	для нас	1	3
179	этом отношении	13	3
180	же самое	2	3
181	они и	1	3
182	реальной действительности	10	3
183	только то	2	3
184	еще в	1	3
185	жизнь и	1	3
186	никак не	1	3
187	и что	1	3
188	можно сказать	4	3
189	их в	6	3
190	в них	4	3
191	романа в	1	3
192	в него	1	3
193	дело с	1	3
194	в какой	1	3
195	уже не	1	3
196	в поэзии	1	3
197	его и	1	3
198	в конце	3	3
199	произведения и	7	3
200	не о	2	3
201	литературное произведение	1	3
202	у нас	2	3
203	к его	2	3
204	в шкловский	1	3
205	в той	1	3
206	того что	3	3
207	отношению к	7	3
208	является для	1	3
209	о нем	1	3
210	сказать что	5	3
211	равно как	4	3
212	всех других	3	3
213	смысле слова	2	2
214	ту же	2	2
215	чтобы не	2	2
216	человека и	3	2
217	а иногда	1	2
218	он может	2	2
219	это и	6	2
220	в котором	3	2
221	отдельных элементов	2	2
222	процессе этого	1	2
223	обойтись без	1	2
224	конструктивных элементов	1	2
225	из своих	2	2
226	бы например	1	2
227	говорить о	2	2
228	неотделимо от	1	2
229	так называемые	1	2
230	всех сторон	1	2
231	проявляется в	1	2
232	с его	3	2
233	видели что	3	2
234	в общем	2	2
235	очевидно что	7	2
236	или иное	1	2
237	и речи	1	2
238	за пределы	1	2
239	чем же	4	2
240	вот как	4	2
241	в своем	8	2
242	стороны и	2	2
243	не являются	1	2
244	произведения так	1	2
245	действительностью в	1	2
246	то в	1	2
247	целого произведения	1	2
248	бы не	2	2
249	из этих	7	2
250	в этой	4	2
251	как он	2	2
252	жизнью и	1	2
253	что она	2	2
254	главным образом	7	2
255	только материал	1	2
256	теперь на	1	2
257	всех этих	2	2
258	не значит	1	2
259	не как	1	2
260	его от	2	2
261	что ни	2	2
262	на этом	1	2
263	именно это	1	2
264	человека в	2	2
265	этим самым	1	2
266	это значит	1	2
267	на протяжении	1	2
268	на почве	1	2
269	этом смысле	1	2
270	кажется что	1	2
271	произведение с	1	2
272	действительности художник	1	2
273	том как	3	2
274	или точнее	1	2
275	художественного творчества	18	2
276	как совокупность	1	2
277	знаем что	2	2
278	в основном	5	2
279	в философии	4	2
280	друг другу	1	2
281	что этот	1	2
282	не требуется	1	2
283	даже в	5	2
284	в художественное	1	2
285	виду что	1	2
286	и художественной	1	2
287	как о	2	2
288	дело не	1	2
289	одна из	4	2
290	не могло	1	2
291	только не	2	2
292	отдельных частей	1	2
293	п в	3	2
294	в каком	1	2
295	из элементов	2	2
296	отличается от	2	2
297	и это	1	2
298	и художественное	3	2
299	с ее	1	2
300	как не	1	2
301	здесь не	1	2
302	то или	1	2
303	если они	1	2
304	это только	4	2
305	является в	1	2
306	поэтому в	1	2
307	для этого	1	2
308	познания и	4	2
309	в самой	1	2
310	художественной структуры	2	2
311	последнем счете	1	2
312	ее и	1	2
313	и во	1	2
314	переходит в	1	2
315	что и	3	2
316	может иметь	1	2
317	и мир	3	2
318	говорит в	3	2
319	должен быть	4	2
320	является не	4	2
321	от других	1	2
322	в данной	1	2
323	из них	9	2
324	ту или	1	2
325	характерно что	1	2
326	к более	1	2
327	сами по	1	2
328	от того	2	2
329	внутреннего мира	1	2
330	без всякой	1	2
331	и даже	2	2
332	или иной	2	2
333	в области	2	2
334	и из	1	2
335	связаны с	1	2
336	и тех	1	2
337	действующих лиц	5	2
338	и др	9	2
339	исторического развития	1	2
340	связано с	1	2
341	шкловский в	1	2
342	и самый	1	2
343	самый факт	2	2
344	не об	2	2
345	нет никаких	2	2
346	оказывается лишь	1	2
347	без труда	1	2
348	а к	1	2
349	но это	1	2
350	но для	2	2
351	в точном	2	2
352	от него	1	2
353	у них	2	2
354	конце концов	2	2
355	романа и	1	2
356	в стихах	1	2
357	в целях	2	2
358	одной из	1	2
