N	2gram	Potebnia_M_2	Marksizm
1	может быть	23	28
2	и в	24	19
3	как бы	9	19
4	и не	19	19
5	в процессе	1	18
6	не может	12	18
7	то же	12	16
8	и его	2	16
9	как мы	1	15
10	в этом	8	15
11	языка и	3	15
12	так сказать	4	14
13	таким образом	11	14
14	лишь в	1	14
15	не только	15	13
16	с точки	1	13
17	связи с	6	13
18	речи и	1	13
19	в нем	9	11
20	если бы	11	11
21	вовсе не	9	11
22	не в	13	10
23	так и	5	10
24	но и	9	10
25	том что	8	10
26	самом деле	2	9
27	при этом	13	9
28	как и	7	9
29	для него	10	9
30	языка как	1	9
31	и чужой	1	9
32	а не	18	9
33	с его	2	8
34	по отношению	2	8
35	в то	6	8
36	же время	2	8
37	только в	11	8
38	слова в	5	8
39	на самом	2	7
40	внутренней речи	1	7
41	его в	3	7
42	и более	1	7
43	одна из	4	7
44	никогда не	4	7
45	в том	18	7
46	в языке	3	7
47	прежде всего	7	7
48	в связи	2	7
49	и для	3	7
50	но в	4	7
51	в таком	4	7
52	мы уже	1	6
53	во всех	7	6
54	и как	6	6
55	в самом	4	6
56	если мы	3	6
57	слова и	3	6
58	ни в	1	6
59	того чтобы	2	6
60	к тому	1	6
61	для того	5	6
62	и следовательно	2	6
63	между тем	6	6
64	мы можем	12	6
65	и все	3	6
66	хотя бы	2	6
67	ни было	3	6
68	в свою	6	6
69	того же	14	5
70	к другому	4	5
71	и на	8	5
72	все же	5	5
73	то ни	1	5
74	в их	1	5
75	самого начала	2	5
76	свою очередь	6	5
77	с самого	2	5
78	и здесь	2	5
79	к нему	1	5
80	в его	2	5
81	мы ни	1	5
82	в большинстве	1	5
83	большинстве случаев	1	5
84	отношении к	2	5
85	значения в	1	5
86	в той	1	5
87	этого слова	6	5
88	и того	6	5
89	тем более	1	5
90	как слово	1	5
91	к этому	2	5
92	так же	2	5
93	тем же	3	4
94	должна быть	1	4
95	а как	1	4
96	бы то	1	4
97	конечно не	1	4
98	только на	1	4
99	в себе	10	4
100	на то	5	4
101	в единстве	1	4
102	это не	3	4
103	было бы	13	4
104	и тем	3	4
105	в слове	13	4
106	мы видели	1	4
107	одного и	6	4
108	тому что	2	4
109	ничего не	1	4
110	для себя	1	4
111	по мере	5	4
112	того что	7	4
113	в формах	2	4
114	с ними	3	4
115	что он	4	4
116	чужого языка	1	4
117	в душе	23	4
118	и их	5	4
119	влияние на	4	4
120	связь с	1	4
121	смысле этого	3	4
122	бы в	2	4
123	то что	20	4
124	сказать что	2	4
125	если б	5	3
126	таком случае	2	3
127	и то	3	3
128	в котором	4	3
129	и до	1	3
130	не имеют	2	3
131	в ней	3	3
132	еще не	4	3
133	столь же	5	3
134	в ее	1	3
135	для других	1	3
136	отличие от	1	3
137	за пределы	2	3
138	относится к	3	3
139	в истории	1	3
140	с этим	7	3
141	перед нами	1	3
142	все эти	2	3
143	нами в	1	3
144	слово в	1	3
145	он не	1	3
146	не к	1	3
147	не как	3	3
148	какой бы	1	3
149	одно и	2	3
150	не будет	1	3
151	в другом	2	3
152	той же	3	3
153	с другими	5	3
154	от одного	3	3
155	по себе	15	3
156	в этих	3	3
157	в отличие	1	3
158	мысли и	1	3
159	какое бы	1	3
160	в устах	1	3
161	не имеет	6	3
162	слове и	1	3
163	каждый раз	1	3
164	в каком	3	3
165	у нас	2	3
166	могут быть	8	3
167	бы он	1	3
168	не есть	6	3
169	и это	2	3
170	оно может	2	3
171	мы только	1	3
172	о том	5	3
173	это вполне	1	3
174	что и	11	3
175	слов и	1	3
176	слова для	2	3
177	в какой	2	3
178	не идет	1	3
179	с одной	4	3
180	его и	1	3
181	так как	10	3
182	до сих	4	3
183	с другой	6	3
184	связано с	2	3
185	не было	6	3
186	одной стороны	3	3
187	должно быть	2	3
188	и от	3	3
189	сих пор	4	3
190	что оно	4	3
191	сознания и	1	3
192	только что	3	3
193	а в	8	3
194	во всяком	7	3
195	отношения к	2	2
196	одним из	1	2
197	это восприятие	2	2
198	собственном смысле	1	2
199	от своего	1	2
200	из всего	1	2
201	вопрос о	2	2
202	и самого	1	2
203	то мы	2	2
204	языка нет	1	2
205	но как	1	2
206	значение и	2	2
207	ответ на	1	2
208	что они	5	2
209	только путем	1	2
210	в собственном	2	2
211	в одной	1	2
212	независимо от	9	2
213	стороны и	1	2
214	его к	1	2
215	общий характер	1	2
216	более или	8	2
217	от этого	1	2
218	тем для	1	2
219	что это	3	2
220	в нашем	2	2
221	бы не	5	2
222	тому же	1	2
223	не следует	1	2
224	из него	1	2
225	одно слово	1	2
226	значительной степени	1	2
227	им как	1	2
228	различие между	1	2
229	и с	1	2
230	на все	3	2
231	то есть	30	2
232	это было	2	2
233	может стать	2	2
234	делает его	1	2
235	в жизни	2	2
236	рядом с	3	2
237	далеко не	3	2
238	можем сказать	1	2
239	и потому	2	2
240	отражается в	1	2
241	мы не	11	2
242	и тогда	3	2
243	восприятия и	2	2
244	или менее	8	2
245	место в	4	2
246	совершенно иначе	1	2
247	по крайней	5	2
248	слова как	1	2
249	находятся в	1	2
250	или как	1	2
251	внутренней и	1	2
252	только с	1	2
253	сравнительно с	4	2
254	об одном	3	2
255	должны быть	4	2
256	должен быть	1	2
257	и о	1	2
258	формы и	1	2
259	не с	3	2
260	здесь как	1	2
261	все то	1	2
262	поэтому в	1	2
263	чтобы понять	1	2
264	все его	1	2
265	ее от	1	2
266	крайней мере	5	2
267	всяком случае	7	2
268	эти последние	2	2
269	но не	12	2
270	которой мы	2	2
271	или же	7	2
272	б мы	1	2
273	и у	3	2
274	уже в	5	2
275	мы отвечаем	1	2
276	но для	1	2
277	мы знаем	2	2
278	не так	3	2
279	допустим что	2	2
280	слово как	2	2
281	оно так	1	2
282	друг друга	2	2
283	но что	2	2
284	у него	2	2
285	тем что	7	2
286	даже и	2	2
287	бы это	1	2
288	это будет	3	2
289	в особенности	1	2
290	этом как	1	2
291	именно в	1	2
292	и прежде	1	2
293	а с	2	2
294	что не	5	2
295	они не	4	2
296	стремится к	1	2
297	не на	2	2
298	и непосредственно	1	2
299	вместе с	11	2
300	ко всем	2	2
301	то к	2	2
302	там где	4	2
303	распадается на	1	2
304	понимание в	1	2
305	различные степени	1	2
306	в более	1	2
307	говорящего и	1	2
308	или в	2	2
309	имеет дело	1	2
310	от него	4	2
311	и внешней	1	2
312	между ними	2	2
313	жизни и	1	2
314	что в	16	2
315	как на	3	2
316	человеческой речи	5	1
317	не иначе	1	1
318	например в	3	1
319	предполагает что	2	1
320	и действительно	1	1
321	человека и	3	1
322	языку и	1	1
323	сам по	4	1
324	словами и	1	1
325	к сказанному	1	1
326	но тем	3	1
327	его со	1	1
328	нам кажется	4	1
329	то в	1	1
330	между двумя	6	1
331	новых языках	1	1
332	из другого	1	1
333	также что	2	1
334	случае оно	2	1
335	уже по	1	1
336	и за	1	1
337	и могут	1	1
338	обойтись без	1	1
339	его не	3	1
340	наша речь	1	1
341	не делает	1	1
342	бы что	2	1
343	что уже	1	1
344	звукового образа	1	1
345	не была	1	1
346	и определенность	1	1
347	собою не	1	1
348	из того	1	1
349	которое не	1	1
350	мы и	1	1
351	то это	3	1
352	для нашей	1	1
353	которое в	1	1
354	так а	1	1
355	какого бы	1	1
356	нет то	1	1
357	но при	1	1
358	между собой	1	1
359	что его	3	1
360	сознания а	1	1
361	ними в	1	1
362	ли такое	1	1
363	из этих	4	1
364	видели что	1	1
365	совсем не	2	1
366	понимания не	1	1
367	а только	8	1
368	характер они	1	1
369	только при	1	1
370	только тогда	3	1
371	не все	2	1
372	друг от	1	1
373	и чем	1	1
374	на тот	1	1
375	и каждому	1	1
376	его на	2	1
377	как в	10	1
378	что именно	1	1
379	чем мы	1	1
380	дает нам	1	1
381	может обойтись	2	1
382	могли бы	2	1
383	и наконец	1	1
384	мир и	1	1
385	себе не	4	1
386	звука и	10	1
387	нет никакой	1	1
388	ясно и	1	1
389	в этот	1	1
390	что слово	2	1
391	сливается с	1	1
392	к чему	1	1
393	в которой	5	1
394	как это	2	1
395	бы с	1	1
396	речи но	1	1
397	с их	1	1
398	за порогом	1	1
399	мысли ни	1	1
400	ее как	1	1
401	как он	4	1
402	и если	4	1
403	чем сильнее	3	1
404	что она	3	1
405	как оно	2	1
406	главным образом	4	1
407	в обратном	1	1
408	а просто	1	1
409	о которой	3	1
410	в нашей	2	1
