N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	9	9
2	до сих пор	5	8
3	не может быть	4	8
4	в большинстве случаев	2	8
5	и не может	3	7
6	по отношению к	1	5
7	то же время	10	5
8	в то же	10	5
9	друг с другом	14	5
10	в самом деле	1	4
11	в том числе	1	4
12	более или менее	4	3
13	том числе и	1	3
14	о себе самом	1	3
15	а следовательно и	2	2
16	по себе еще	1	2
17	дело в том	1	2
18	и в других	1	2
19	того и другого	1	2
20	можно было бы	3	2
21	на этот вопрос	1	2
22	в том что	7	2
23	но в то	1	2
24	о том что	2	2
25	той или иной	3	2
26	сама по себе	2	2
27	что в большинстве	1	2
28	себе еще не	1	2
29	с самим собой	2	2
30	самим собой в	1	1
31	не может не	3	1
32	и в жизни	1	1
33	прежде всего на	1	1
34	которая как мы	1	1
35	прежде всего в	1	1
36	котором идет речь	2	1
37	на том же	1	1
38	сходятся друг с	1	1
39	и в некоторых	1	1
40	а между тем	5	1
41	в том же	1	1
42	в этом случае	3	1
43	мы говорили в	2	1
44	эта последняя может	1	1
45	лишь тогда когда	1	1
46	в себе и	2	1
47	спорят друг с	1	1
48	к себе и	1	1
49	в значительной степени	1	1
50	но не к	1	1
51	так же как	1	1
52	в данном случае	3	1
53	мы не знаем	1	1
54	в конце концов	3	1
55	но при этом	1	1
56	может стремиться к	1	1
57	с нею и	1	1
58	в связи с	1	1
59	с другом как	1	1
60	не только к	2	1
61	это конечно не	1	1
62	к тому же	1	1
63	во всяком случае	6	1
64	о которых мы	1	1
65	а в нем	1	1
66	как бы не	1	1
67	его жизни и	1	1
68	и вместе с	2	1
69	с другом все	1	1
70	с самого начала	1	1
71	но это же	1	1
72	но все же	1	1
73	друг от друга	2	1
74	и ту же	1	1
75	но она не	2	1
76	о котором идет	2	1
77	и во всем	1	1
78	к тому что	2	1
79	одну и ту	1	1
