N	2gram	Berdyaev_O_1	Problemy
1	и в	19	46
2	и не	13	27
3	может быть	11	23
4	не может	4	19
5	как бы	3	19
6	в нем	10	17
7	в этом	12	16
8	у достоевского	19	16
9	не только	11	14
10	но и	13	12
11	как и	6	12
12	и на	2	11
13	в одном	1	11
14	а не	11	11
15	не в	11	10
16	и к	2	9
17	в самом	5	9
18	и все	10	9
19	в его	7	9
20	в том	5	9
21	вовсе не	1	9
22	прежде всего	9	9
23	достоевского в	3	8
24	в сущности	1	7
25	еще не	3	7
26	романах достоевского	3	7
27	в себе	3	7
28	и с	2	7
29	по себе	2	7
30	никогда не	9	6
31	и он	8	6
32	хотя и	2	6
33	но в	2	6
34	к одному	1	6
35	в каждом	1	6
36	но это	1	6
37	и его	4	6
38	о нем	1	6
39	что он	3	6
40	произведений достоевского	2	6
41	все это	6	6
42	к другому	1	5
43	в котором	1	5
44	с его	4	5
45	особенно в	1	5
46	это не	3	5
47	в жизни	1	5
48	в самой	9	5
49	и сам	1	5
50	о том	3	5
51	к нему	3	5
52	так как	2	5
53	у него	22	5
54	с другом	1	5
55	в романах	4	5
56	друг с	1	5
57	речи и	1	5
58	жизни и	1	5
59	например в	1	4
60	самом деле	1	4
61	мы не	1	4
62	но не	1	4
63	как в	1	4
64	все же	2	4
65	все эти	4	4
66	он не	7	4
67	людей и	1	4
68	он и	1	4
69	том что	2	4
70	в этих	3	4
71	любовь к	2	4
72	в процессе	1	4
73	во всем	1	4
74	потому что	9	4
75	так и	2	4
76	в виду	1	4
77	и здесь	1	4
78	и других	1	4
79	же и	1	4
80	уже не	1	4
81	уже в	2	4
82	до конца	7	4
83	да и	1	4
84	должно быть	2	4
85	и нет	2	4
86	а что	1	4
87	то что	5	4
88	совершенно не	1	4
89	что в	4	4
90	также и	1	3
91	человека и	10	3
92	сам по	1	3
93	и это	1	3
94	тем же	1	3
95	между двумя	1	3
96	и до	1	3
97	преступления и	1	3
98	ни у	2	3
99	и о	2	3
100	отношение к	5	3
101	себе и	1	3
102	в центре	1	3
103	в своем	2	3
104	героев достоевского	2	3
105	в этой	5	3
106	на то	1	3
107	в мире	1	3
108	было бы	3	3
109	и наказания	1	3
110	кажется что	1	3
111	достоевского но	2	3
112	в своей	2	3
113	но он	7	3
114	в отношении	1	3
115	она не	1	3
116	дело в	1	3
117	на два	1	3
118	по своей	1	3
119	не могут	3	3
120	и этим	2	3
121	чем у	1	3
122	если бы	1	3
123	и что	1	3
124	достоевского все	4	3
125	отличается от	1	3
126	между этими	1	3
127	в единстве	2	3
128	ведь это	2	3
129	в конце	1	3
130	что и	2	3
131	тем что	2	3
132	и даже	1	3
133	него в	5	3
134	что же	2	3
135	и для	2	3
136	его творчества	1	3
137	бы в	1	3
138	еще более	1	3
139	смысле слова	1	2
140	ту же	1	2
141	отношения к	1	2
142	и через	1	2
143	вопрос о	10	2
144	себе что	1	2
145	он сам	4	2
146	там и	1	2
147	в одной	1	2
148	когда он	3	2
149	и как	1	2
150	не было	9	2
151	от этого	1	2
152	не хочет	1	2
153	бы и	1	2
154	карамазовых в	1	2
155	творчество достоевского	2	2
156	в братьях	1	2
157	бы ни	1	2
158	должна быть	1	2
159	в корне	1	2
160	самим собой	1	2
161	лишь в	7	2
162	хотя бы	3	2
163	своих целей	1	2
164	достоевского и	5	2
165	в беспредельности	1	2
166	строгом смысле	1	2
167	для своих	1	2
168	которую он	2	2
169	мысли и	3	2
170	одном из	1	2
171	не могли	2	2
172	всего его	1	2
173	того как	1	2
174	одна из	1	2
175	братьях карамазовых	1	2
176	ничего не	2	2
177	только и	4	2
178	жизни не	1	2
179	к ней	2	2
180	отношении к	1	2
181	и любовь	2	2
182	и мысли	4	2
183	у нас	1	2
184	могут быть	3	2
185	указывает на	1	2
186	творчества достоевского	1	2
187	людей в	1	2
188	в другом	2	2
189	можно было	1	2
190	с ним	3	2
191	почему же	1	2
192	в преступлении	4	2
193	самого достоевского	3	2
194	все в	4	2
195	преступлении и	3	2
196	все время	1	2
197	для достоевского	5	2
198	так что	2	2
199	к достоевскому	2	2
200	для него	5	2
201	а в	5	2
202	в других	2	2
203	и пр	1	2
204	на этот	1	2
205	его как	1	2
206	в одно	1	2
207	в строгом	1	2
208	этого слова	1	2
209	романов достоевского	2	2
210	есть уже	1	2
211	сказать что	2	2
212	в свое	1	2
213	и наказании	3	2
214	во всяком	1	2
215	все что	3	2
216	в обычном	1	1
217	чтобы не	1	1
218	сердце его	1	1
219	и то	2	1
220	на самом	1	1
221	ивана карамазова	7	1
222	он хотел	1	1
223	и есть	3	1
224	из самых	1	1
225	уже указывали	1	1
226	видеть в	1	1
227	из всех	1	1
228	всей ее	1	1
229	сравнению с	1	1
230	из подполья	11	1
231	все и	1	1
232	не вполне	1	1
233	сложнее и	2	1
234	вместо того	2	1
235	в ней	1	1
236	нужна ему	1	1
237	бы еще	1	1
238	и возможности	1	1
239	художественном творчестве	2	1
240	возможности и	1	1
241	одним словом	1	1
242	человеческих отношений	4	1
243	в новом	1	1
244	творчества достоевский	1	1
245	заключено в	1	1
246	филипповны и	1	1
247	характер и	1	1
248	как к	2	1
249	что как	1	1
250	духа и	1	1
251	человеком в	1	1
252	поэтому он	1	1
253	та же	1	1
254	из жизни	1	1
255	что это	1	1
256	что достоевский	2	1
257	отрицает и	1	1
258	есть для	1	1
259	его а	1	1
260	учение о	2	1
261	с их	1	1
262	а вовсе	1	1
263	что она	1	1
264	в ее	2	1
265	сказать в	1	1
266	человек не	7	1
267	главное в	1	1
268	от полемики	1	1
269	они в	1	1
270	он должен	1	1
271	в силу	1	1
272	и вот	3	1
273	что у	2	1
274	ней не	1	1
275	это конечно	1	1
276	свобода и	2	1
277	что все	2	1
278	же не	1	1
279	указывали на	1	1
280	и характер	1	1
281	этом он	2	1
282	его в	2	1
283	не совпадает	1	1
284	лишь на	1	1
285	в них	1	1
286	она и	1	1
287	их взаимоотношения	1	1
288	романы достоевского	1	1
289	всегда и	1	1
290	своей новой	1	1
291	чем в	2	1
292	не изображал	1	1
293	и тогда	1	1
294	и тут	1	1
295	сторон и	1	1
296	эта тема	1	1
297	сам и	1	1
298	достоевскому для	1	1
299	по сравнению	1	1
300	природа человека	1	1
301	что говорит	1	1
302	для всякого	2	1
303	дается в	1	1
304	что было	1	1
305	и делают	1	1
306	и очень	2	1
307	этими двумя	1	1
308	мысли в	1	1
309	что их	1	1
310	его собственного	1	1
311	карамазова в	1	1
312	отрешиться от	1	1
313	от власти	1	1
314	и без	1	1
315	и весь	1	1
316	показывает нам	1	1
317	и лишь	1	1
318	в пределы	1	1
319	достоевского можно	1	1
320	в сознании	1	1
321	как будто	1	1
322	есть у	1	1
323	среди них	1	1
324	это два	1	1
325	иван карамазов	2	1
326	начиная с	1	1
327	нисколько не	1	1
328	человека в	11	1
329	всех произведений	1	1
330	всего в	2	1
331	его с	1	1
332	бы он	1	1
333	для его	1	1
334	они и	1	1
335	все еще	2	1
336	он никогда	1	1
337	даже когда	1	1
338	им для	1	1
339	и самое	1	1
340	не делает	1	1
341	того чтобы	4	1
342	братьев карамазовых	1	1
343	с разных	2	1
344	лучше сказать	1	1
345	в пределе	1	1
346	рассудка и	1	1
347	стремиться к	1	1
348	находятся и	1	1
349	не с	1	1
350	собой в	1	1
351	в эпоху	1	1
352	один человек	1	1
353	но может	1	1
354	связанная с	1	1
355	собственно в	1	1
356	с тою	1	1
357	это я	1	1
358	но к	1	1
359	любовью и	1	1
360	его жизни	1	1
361	разъединяет людей	1	1
362	после того	1	1
363	все его	1	1
364	это должно	1	1
365	достоевского он	7	1
366	от него	7	1
367	форма художественного	1	1
368	и нашу	1	1
369	лишь путем	1	1
370	отметить что	1	1
371	достоевского всегда	1	1
372	ее как	1	1
373	его силы	1	1
374	один из	1	1
375	князь мышкин	1	1
376	его собственная	1	1
377	не приходит	1	1
378	проникнуть в	1	1
379	человека все	2	1
380	должен был	2	1
381	приходит в	1	1
382	говорят одним	1	1
383	в уста	2	1
384	со всеми	1	1
385	в эти	1	1
386	человека с	1	1
387	достоевского говорят	1	1
388	достоевский в	1	1
389	него и	4	1
