N	4gram	Bakhtin_sl_2	Problemy
1	и не может быть	1	5
2	в то же время	4	5
3	в том числе и	1	3
4	до сих пор не	2	2
5	отношения к чужому слову	1	2
6	как мы уже сказали	1	2
7	но в то же	3	2
8	явления стилизация пародия сказ	1	1
9	чужим словом и с	2	1
10	с чужим словом и	3	1
11	никогда не может быть	2	1
12	и даже не столько	1	1
13	в той или иной	3	1
14	его роль в романе	1	1
15	в средние века и	1	1
16	иначе обстоит дело в	1	1
17	не с точки зрения	1	1
18	рассказ от автора и	1	1
19	в большинстве случаев в	1	1
20	с чужим словом в	1	1
21	только и даже не	1	1
22	средние века и в	1	1
23	в значительной степени определяется	1	1
24	эти явления стилизация пародия	1	1
25	одну и ту же	1	1
26	без дистанции без преломления	1	1
27	и в то же	1	1
28	с одной стороны и	3	1
29	не только и даже	1	1
30	как это возможно в	1	1
31	сама по себе еще	1	1
32	в нем новые стороны	1	1
33	словом и с чужим	1	1
34	по отношению к себе	1	1
35	еще раз подчеркнуть что	1	1
