N	2gram	Ircho_Kome_3	Analitik
1	в качестве	2	31
2	может быть	6	29
3	в том	12	27
4	не может	3	22
5	и не	21	21
6	в частности	3	19
7	и в	22	18
8	но и	4	17
9	а не	4	17
10	представляет собой	3	16
11	отнюдь не	4	15
12	не только	5	15
13	не в	4	14
14	в этом	8	13
15	как и	3	13
16	в его	8	13
17	при этом	7	12
18	том что	13	12
19	в себе	4	11
20	состоит в	2	11
21	но не	1	10
22	то же	7	9
23	в то	6	9
24	а в	7	9
25	в мире	2	8
26	текста и	1	8
27	но в	5	8
28	нуждается в	2	8
29	том чтобы	1	7
30	к тому	6	7
31	я и	1	6
32	перед лицом	2	6
33	мы имеем	1	6
34	в сущности	2	6
35	по отношению	5	6
36	отличие от	2	6
37	в самом	9	6
38	в случае	1	6
39	это не	2	6
40	далеко не	3	6
41	точки зрения	4	6
42	в своей	5	6
43	в отличие	1	6
44	в основе	2	6
45	по своей	1	6
46	должен быть	2	6
47	в себя	1	6
48	времени и	1	6
49	же время	5	6
50	только в	1	6
51	то что	4	6
52	прежде всего	5	6
53	в их	2	5
54	и на	2	5
55	и как	1	5
56	в целом	3	5
57	в этой	3	5
58	и его	6	5
59	о том	8	5
60	сводится к	1	5
61	между тем	2	5
62	такого рода	1	5
63	как бы	3	5
64	отношению к	3	5
65	что в	5	5
66	того же	6	4
67	всего лишь	2	4
68	из того	3	4
69	столь же	3	4
70	более чем	5	4
71	все же	4	4
72	тому же	6	4
73	с другими	2	4
74	не всегда	1	4
75	с точки	3	4
76	в области	2	4
77	ни в	10	4
78	могут быть	1	4
79	так и	4	4
80	не с	2	4
81	с ним	5	4
82	в другом	2	4
83	на вопрос	2	4
84	с другой	4	4
85	в конечном	2	4
86	дело с	3	4
87	конечном счете	2	4
88	для того	6	4
89	себя и	2	4
90	во времени	1	4
91	вместе с	9	4
92	из которых	2	4
93	исходя из	2	4
94	ни было	2	4
95	и т	4	3
96	одним из	2	3
97	место в	1	3
98	бы то	2	3
99	если в	1	3
100	и к	3	3
101	в нашем	1	3
102	как он	3	3
103	в нем	3	3
104	он не	5	3
105	в силу	2	3
106	подобно тому	1	3
107	таким образом	12	3
108	то ни	3	3
109	не будет	2	3
110	в котором	2	3
111	однако в	4	3
112	дело не	2	3
113	того чтобы	6	3
114	т п	4	3
115	смысл его	1	3
116	в текст	1	3
117	в таком	2	3
118	не могут	2	3
119	если бы	8	3
120	а также	2	3
121	к нему	5	3
122	с его	3	3
123	еще не	6	3
124	с одной	3	3
125	что и	8	3
126	не случайно	1	3
127	одной стороны	3	3
128	а именно	1	3
129	а с	1	3
130	что не	3	3
131	человек в	1	3
132	тому как	1	3
133	быть не	1	3
134	что мы	2	3
135	и все	2	3
136	хотя бы	4	3
137	что он	8	3
138	том числе	1	3
139	отношения к	2	2
140	самом деле	6	2
141	в первом	1	2
142	едва ли	7	2
143	той же	1	2
144	а как	2	2
145	на себя	4	2
146	х годов	2	2
147	между собой	4	2
148	отношение к	5	2
149	нет и	4	2
150	за пределы	2	2
151	как к	1	2
152	могли бы	1	2
153	как уже	1	2
154	с двумя	1	2
155	не являются	1	2
156	то в	1	2
157	в которой	3	2
158	все эти	1	2
159	бы не	2	2
160	из этих	1	2
161	а напротив	1	2
162	и до	1	2
163	текста не	2	2
164	на его	2	2
165	от которого	1	2
166	не к	1	2
167	и по	1	2
168	на этом	1	2
169	и с	4	2
170	из них	5	2
171	вовсе не	4	2
172	так как	11	2
173	несмотря на	4	2
174	такой же	1	2
175	перед собой	1	2
176	от своего	1	2
177	при изучении	1	2
178	не должен	1	2
179	не столько	1	2
180	вопрос о	1	2
181	только для	2	2
182	для данного	1	2
183	которые в	1	2
184	том и	1	2
185	для этого	1	2
186	свое время	1	2
187	текстов в	1	2
188	никогда не	3	2
189	я во	1	2
190	на левом	1	2
191	потому что	10	2
192	в сознании	1	2
193	же самое	3	2
194	как мы	2	2
195	роль в	2	2
196	и о	2	2
197	ни одно	1	2
198	здесь не	2	2
199	в пределах	2	2
200	представляют собой	2	2
201	и сам	5	2
202	особенно в	1	2
203	одного из	3	2
204	не говоря	1	2
205	основе своей	1	2
206	и та	1	2
207	за пределами	2	2
208	можно сказать	1	2
209	каждом из	1	2
210	не сводится	1	2
211	один из	3	2
212	в двух	3	2
213	ли он	1	2
214	который в	3	2
215	в т	3	2
216	в начале	3	2
217	его и	1	2
218	следует что	3	2
219	не сам	1	2
220	себе в	3	2
221	в новом	1	2
222	при всей	2	2
223	не о	3	2
224	может служить	1	2
225	этом отношении	2	2
226	со стороны	11	2
227	было бы	3	2
228	соответствии с	1	2
229	что из	1	2
230	на фоне	1	2
231	и потому	1	2
232	в присутствии	2	2
233	взгляде на	1	2
234	первом случае	1	2
235	писал в	1	2
236	не является	4	2
237	это как	1	2
238	тем более	4	2
239	нет ничего	2	2
240	понимать как	1	2
241	другой стороны	2	2
242	была бы	1	2
243	поведения в	1	2
244	в свое	2	2
245	в какой	3	2
246	речь идет	5	1
247	например в	1	1
248	человека и	2	1
249	от своей	2	1
250	о тебе	1	1
251	отношения между	1	1
252	видеть в	1	1
253	в зависимости	1	1
254	ситуации в	3	1
255	мы не	2	1
256	за несколько	1	1
257	равно как	2	1
258	принадлежит к	1	1
259	которое не	1	1
