N	3gram	Vygotskiy__7	Literetu
1	в то же	1	7
2	в этом отношении	3	5
3	в отличие от	2	5
4	по отношению к	5	4
5	в данном случае	5	4
6	с одной стороны	5	4
7	о том что	4	4
8	в том что	13	4
9	в том числе	1	3
10	в соответствии с	1	3
11	с точки зрения	21	3
12	не может быть	4	3
13	состоит в том	3	2
14	в самом деле	4	2
15	подобно тому как	1	2
16	то же самое	5	2
17	одной стороны и	3	2
18	потому что не	1	2
19	из того что	2	2
20	том числе и	1	2
21	в целом и	1	2
22	не удивительно что	1	2
23	не только в	1	2
24	с другой стороны	1	2
25	и вместе с	2	2
26	и тем самым	4	2
27	той или иной	1	2
28	тем что он	1	2
29	но и не	3	2
30	на то что	4	2
31	что иное как	1	1
32	в начале своего	1	1
33	как бы не	1	1
34	на самом деле	2	1
35	друг от друга	2	1
36	каждый данный момент	1	1
37	только по отношению	1	1
38	только в том	1	1
39	вместе с тем	4	1
40	и одно из	1	1
41	в первую очередь	1	1
42	по аналогии с	1	1
43	слово позабыл что	1	1
44	именно в этом	2	1
45	с ней в	1	1
46	и мысль бесплотная	1	1
47	и то что	3	1
48	то что было	1	1
49	как раз в	2	1
50	едва ли не	2	1
51	в самом начале	3	1
52	не что иное	1	1
53	содержит в себе	3	1
54	хотел сказать и	1	1
55	я слово позабыл	1	1
56	может быть не	1	1
57	сказать и мысль	1	1
58	то что для	2	1
59	чертог теней вернется	1	1
60	в каждый данный	1	1
61	но при этом	1	1
62	что я хотел	1	1
63	от земли до	1	1
64	не только для	1	1
65	это и есть	1	1
66	при этом оказывается	1	1
67	том что они	2	1
68	для того чтобы	18	1
69	что ему нужно	2	1
70	что несмотря на	1	1
71	позабыл что я	1	1
72	этой точки зрения	4	1
73	в ряду других	1	1
74	только на то	1	1
75	в чертог теней	1	1
76	состоит как раз	1	1
77	в свою очередь	2	1
78	содержат в себе	3	1
79	мысль бесплотная в	1	1
80	я хотел сказать	1	1
81	но и для	1	1
82	не только не	9	1
83	бесплотная в чертог	1	1
84	в конечном счете	2	1
85	с этой точки	4	1
86	может и не	1	1
87	только в ситуации	1	1
88	по себе но	1	1
89	к тому что	6	1
90	в силу своей	1	1
91	сама по себе	1	1
92	этот как и	1	1
93	тем не менее	3	1
94	там где мы	1	1
95	в чем дело	3	1
