N	2gram	Propp_Isto_4	Narrotol
1	не только	15	31
2	но и	12	27
3	и не	9	23
4	при этом	3	19
5	может быть	14	15
6	в качестве	7	14
7	в частности	2	14
8	как и	7	13
9	в тексте	2	13
10	а не	6	13
11	а в	8	13
12	в этом	7	12
13	только в	3	12
14	и в	26	11
15	в данном	3	11
16	тогда как	4	10
17	своего рода	1	10
18	и его	10	10
19	такого рода	2	10
20	то что	16	9
21	то же	8	8
22	представляет собой	2	8
23	иначе говоря	1	8
24	не может	6	8
25	данном случае	3	8
26	в том	3	8
27	уже не	5	8
28	со стороны	1	8
29	но в	5	7
30	том что	3	7
31	если бы	2	7
32	у него	5	7
33	и он	3	6
34	не в	5	6
35	в этой	2	6
36	в себе	2	6
37	об этом	7	6
38	не мог	3	6
39	к тому	1	6
40	одного из	1	6
41	в его	5	6
42	как бы	3	6
43	один из	1	6
44	как раз	1	6
45	или в	3	6
46	а также	3	6
47	жизни и	1	6
48	между двумя	12	5
49	и на	2	5
50	как правило	1	5
51	перед нами	3	5
52	так и	10	5
53	точки зрения	1	5
54	в своей	4	5
55	тем самым	1	5
56	потому что	6	5
57	на другой	1	5
58	можно сказать	1	5
59	на себя	4	4
60	еще не	6	4
61	но не	5	4
62	как в	7	4
63	все же	9	4
64	хотя и	2	4
65	из этих	3	4
66	в нем	2	4
67	из них	2	4
68	по себе	2	4
69	и тем	2	4
70	в одном	5	4
71	вплоть до	1	4
72	в то	1	4
73	одна из	2	4
74	не по	2	4
75	никогда не	2	4
76	что на	2	4
77	к себе	3	4
78	в ней	1	4
79	так в	4	4
80	что у	3	4
81	о том	4	4
82	внимание на	1	4
83	к нему	6	4
84	того что	2	4
85	у нее	2	4
86	прежде всего	1	4
87	о чем	3	4
88	матери и	1	4
89	или не	1	4
90	и то	6	3
91	мы имеем	7	3
92	мы не	1	3
93	он сам	1	3
94	но как	1	3
95	в центре	1	3
96	в своем	2	3
97	и как	5	3
98	к чему	1	3
99	в целом	2	3
100	большей части	1	3
101	он не	7	3
102	подобно тому	1	3
103	и с	5	3
104	это не	5	3
105	не всегда	6	3
106	в современной	2	3
107	тем не	2	3
108	их в	7	3
109	однако в	2	3
110	не менее	2	3
111	в русской	3	3
112	как будто	1	3
113	у нас	2	3
114	о нем	1	3
115	обращается к	1	3
116	лишь в	2	3
117	что он	10	3
118	могло бы	2	3
119	не говорит	2	3
120	представляют собой	4	3
121	именно в	1	3
122	при всей	1	3
123	по большей	1	3
124	не было	1	3
125	как это	3	3
126	тому как	1	3
127	исходя из	1	3
128	в начале	1	3
129	но для	2	3
