N	2gram	Tiupa_Narr_1	Literetu
1	а не	13	20
2	и в	11	19
3	может быть	15	17
4	своего рода	10	13
5	то же	8	12
6	и не	23	11
7	как и	13	10
8	в том	8	10
9	и т.п	8	10
10	но и	27	10
11	тогда как	10	9
12	в этом	12	9
13	состоит в	10	9
14	в то	4	9
15	в мире	4	9
16	же время	4	9
17	не может	8	9
18	такого рода	10	9
19	не только	31	8
20	и даже	2	8
21	с другой	2	8
22	слова и	1	7
23	том что	7	7
24	так и	5	7
25	и т.д	6	7
26	с одной	1	7
27	я в	2	7
28	то что	9	7
29	и на	5	6
30	в себе	6	6
31	при этом	19	6
32	однако в	3	6
33	не менее	3	6
34	себя в	2	6
35	одной стороны	1	6
36	в году	2	5
37	столь же	5	5
38	но не	4	5
39	конечном счете	1	5
40	в принципе	4	5
41	он не	3	5
42	одна из	4	5
43	так в	4	5
44	в конечном	3	5
45	в качестве	14	5
46	для всех	1	5
47	у нас	3	5
48	на фоне	1	5
49	то есть	9	5
50	того что	4	5
51	вместе с	2	5
52	в сфере	2	4
53	мы не	3	4
54	того же	1	4
55	хх веке	1	4
56	по отношению	3	4
57	отнюдь не	2	4
58	в рамках	1	4
59	едва ли	3	4
60	человека в	2	4
61	для него	4	4
62	точки зрения	5	4
63	не в	6	4
64	даже в	1	4
65	в русской	3	4
66	в области	2	4
67	ли не	2	4
68	в ней	4	4
69	еще в	3	4
70	в его	6	4
71	один из	6	4
72	не случайно	1	4
73	каждый из	2	4
74	тем что	1	4
75	в хх	1	4
76	прежде всего	4	4
77	в частности	14	4
78	в искусстве	1	4
79	жизни в	2	4
80	другой стороны	2	4
81	жизни и	6	4
82	что в	3	4
83	речь идет	3	3
84	одним из	1	3
85	и то	3	3
86	идет о	3	3
87	тем же	2	3
88	в сущности	2	3
89	и он	6	3
90	во всех	1	3
91	эстетический субъект	1	3
92	как правило	5	3
93	в противовес	3	3
94	в этой	6	3
95	то и	1	3
96	в нем	4	3
97	в глазах	3	3
98	в их	1	3
99	с точки	1	3
100	тем самым	5	3
101	вплоть до	4	3
102	никогда не	4	3
103	ничего не	2	3
104	сознания в	2	3
105	и его	10	3
106	данном случае	8	3
107	всей своей	1	3
108	не с	1	3
109	и с	3	3
110	коммуникативное событие	1	3
111	в другом	1	3
112	всего лишь	3	3
113	в художественной	1	3
114	а в	13	3
115	так как	1	3
116	этом отношении	3	3
117	следует признать	1	3
118	со стороны	8	3
119	в равной	2	3
120	в данном	11	3
121	а именно	1	3
122	мыслится как	2	3
123	но это	1	3
124	в культуре	1	3
125	в начале	3	3
126	и для	2	3
127	обращается к	3	3
128	и как	3	3
129	что он	3	3
130	о себе	1	3
131	отношению к	3	3
132	и т	1	2
133	же как	1	2
134	е годы	1	2
135	в ситуации	1	2
136	и до	1	2
137	являет собой	4	2
138	той же	1	2
139	в первый	1	2
140	на себя	4	2
141	с ее	2	2
142	жизни как	2	2
143	из того	1	2
144	слово не	1	2
145	но как	3	2
146	если в	2	2
147	в е	2	2
148	все же	4	2
149	и наконец	1	2
150	и к	1	2
151	но в	7	2
152	в противоположность	1	2
153	то в	4	2
154	со своей	1	2
155	в целом	3	2
156	представляет собой	8	2
157	в нашем	3	2
158	как он	1	2
159	и сам	1	2
160	подобно тому	3	2
161	одно и	2	2
162	при которой	3	2
163	и иных	2	2
164	художественного письма	3	2
165	в жизни	3	2
166	но уже	1	2
167	все равно	2	2
168	соответствии с	4	2
169	с тем	1	2
170	а за	2	2
171	он и	2	2
172	и еще	2	2
173	как бы	6	2
174	что я	1	2
175	свое существование	1	2
176	что было	1	2
177	тем не	3	2
178	по крайней	1	2
179	не раз	1	2
180	из нас	2	2
181	не по	4	2
182	с читателем	1	2
183	не вполне	2	2
184	могут быть	1	2
185	для того	3	2
186	принципе не	1	2
187	в виду	1	2
188	в ее	1	2
189	коммуникативного события	1	2
190	еще не	4	2
191	для этого	1	2
192	о том	4	2
193	для нас	1	2
194	а также	6	2
195	русской литературе	1	2
196	а потому	1	2
197	и только	2	2
198	крайней мере	1	2
199	не более	1	2
200	в него	1	2
201	могло бы	3	2
202	тот же	1	2
203	одной из	1	2
204	друг друга	2	2
205	потому что	5	2
206	уже не	8	2
207	уже в	1	2
208	ни было	1	2
209	свидетельствует о	1	2
210	из них	4	2
211	равной степени	2	2
212	в одном	4	2
213	в конце	2	2
214	что и	1	2
215	при всей	3	2
216	у него	7	2
217	как раз	6	2
218	где в	2	2
219	наконец в	1	2
220	что не	2	2
221	выше и	1	2
222	не было	3	2
223	до конца	2	2
224	могут служить	2	2
225	мира в	4	2
226	как это	3	2
227	жизни а	3	2
228	и каждый	1	2
229	из которых	1	2
230	и столь	2	2
231	над ним	1	2
232	к жизни	2	2
233	тому как	3	2
234	это его	1	2
