N	3gram	Bakhtin_Pr_3	Istorich
1	и т д	2	15
2	с другой стороны	3	7
3	в этом случае	2	5
4	до сих пор	1	5
5	в том что	1	5
6	тем не менее	2	5
7	как мы видели	2	5
8	в данном случае	1	3
9	мы видели что	1	3
10	по отношению к	5	2
11	и в других	1	2
12	что и в	1	2
13	и то что	1	2
14	во всяком случае	5	2
15	но тем не	1	2
16	о том что	2	2
17	не только не	1	2
18	но все же	1	2
19	как и в	1	2
20	к тому же	2	2
21	должны были бы	1	1
22	в нем происходит	1	1
23	мы остановимся только	1	1
24	хотя и не	1	1
25	и столь же	1	1
26	время от времени	2	1
27	и от него	1	1
28	в чем же	1	1
29	огромном большинстве случаев	1	1
30	мы должны были	1	1
31	подобно тому как	2	1
32	они думают что	1	1
33	уже не в	1	1
34	каждого из них	1	1
35	как если бы	1	1
36	с точки зрения	4	1
37	что он все	1	1
38	на самом же	1	1
39	есть своего рода	1	1
40	что в нем	2	1
41	никак не мог	1	1
42	это вовсе не	1	1
43	здесь еще не	1	1
44	вместе с тем	2	1
45	может быть и	1	1
46	правда в несколько	1	1
47	как мы сейчас	1	1
48	остановимся только на	2	1
49	смысле этого слова	2	1
50	но там где	1	1
51	до того что	1	1
52	в такой же	2	1
53	на всю жизнь	2	1
54	один из моментов	1	1
55	в огромном большинстве	1	1
56	мы уже говорили	3	1
57	видели что в	1	1
58	мы сейчас увидим	1	1
59	перед тем как	1	1
60	и в том	1	1
61	и действительно как	1	1
62	а так как	1	1
63	следующий за ним	1	1
64	и вместе с	1	1
65	в свою очередь	1	1
66	и прежде всего	4	1
67	на самом деле	10	1
68	не может быть	6	1
69	с самого начала	8	1
70	но в этом	1	1
71	с ними а	2	1
72	можно сказать что	1	1
73	но и не	1	1
74	на то что	1	1
75	в большинстве случаев	2	1
76	друг с другом	2	1
77	самом же деле	1	1
78	и было бы	1	1
