N	2gram	Bakhtin_Pr_5	Dialekti
1	и не	27	27
2	а не	4	26
3	точки зрения	7	25
4	и в	35	24
5	есть нечто	1	23
6	не только	10	23
7	что такое	1	21
8	по себе	4	20
9	не может	18	19
10	не просто	2	18
11	ничего не	3	17
12	и что	6	15
13	что все	2	14
14	с точки	2	14
15	то что	10	14
16	таким образом	7	13
17	что он	24	13
18	вовсе не	7	13
19	может быть	14	13
20	и даже	5	13
21	что это	4	12
22	есть только	2	12
23	того что	3	12
24	не менее	2	11
25	что же	7	11
26	в сущности	14	10
27	отнюдь не	1	10
28	тем не	1	10
29	только не	1	10
30	есть не	1	9
31	ни того	1	9
32	то это	1	9
33	ни в	2	9
34	но и	14	9
35	нет ничего	1	9
36	в этом	14	8
37	и как	2	8
38	отличается от	1	8
39	так что	5	8
40	в виде	7	8
41	прежде всего	12	8
42	том что	3	8
43	это и	3	7
44	в самом	6	7
45	как и	18	7
46	никогда не	4	7
47	как раз	4	7
48	потому что	8	7
49	что оно	2	7
50	в виду	3	7
51	только на	4	7
52	но что	2	7
53	даже и	3	7
54	в особенности	1	7
55	я уже	2	7
56	что в	6	7
57	самом деле	10	6
58	я не	8	6
59	то же	15	6
60	об этом	1	6
61	и с	12	6
62	есть именно	1	6
63	превращается в	1	6
64	оно не	1	6
65	вы не	2	6
66	если бы	1	6
67	что и	3	6
68	и только	1	6
69	о том	2	6
70	так как	4	6
71	и пр	1	6
72	не на	1	6
73	и все	15	6
74	все это	14	6
75	кроме того	1	6
76	сам по	2	5
77	вопрос о	2	5
78	что его	2	5
79	хотя и	2	5
80	и к	12	5
81	он не	13	5
82	по крайней	1	5
83	одно и	3	5
84	так и	8	5
85	было бы	3	5
86	в них	4	5
87	мы не	1	5
88	в том	5	5
89	в то	11	5
90	и его	14	5
91	только в	6	5
92	уже не	3	5
93	крайней мере	1	5
94	что не	4	5
95	с этой	2	5
96	но это	6	5
97	или не	1	5
98	как на	1	5
99	и то	5	4
100	и больше	1	4
101	и ничего	1	4
102	время как	2	4
103	говорить о	3	4
104	в чем	4	4
105	нет и	4	4
106	сама по	1	4
107	конечно не	2	4
108	подобно тому	2	4
109	это не	3	4
110	от себя	5	4
111	тому что	2	4
112	но только	3	4
113	не могут	1	4
114	а что	2	4
115	и это	5	4
116	то время	1	4
117	жизнь и	2	4
118	о нем	2	4
119	к тому	6	4
120	с другой	4	4
121	для него	14	4
122	если оно	1	4
123	или иной	4	4
124	говорит о	2	4
125	так же	7	4
126	тому как	2	4
127	при всем	1	4
128	сознания и	4	4
129	хотя бы	2	4
130	только что	3	4
131	сказать что	3	4
132	себя как	3	3
133	мы уже	8	3
134	той же	2	3
135	и тут	2	3
136	но даже	1	3
137	зависимости от	1	3
138	и сводится	1	3
139	и на	6	3
140	за пределы	3	3
141	в одной	3	3
142	с этим	3	3
143	в своем	2	3
144	все же	8	3
145	перед нами	1	3
146	все эти	3	3
147	тем более	1	3
148	в нем	16	3
149	он должен	1	3
150	сознание и	2	3
151	того или	1	3
152	он есть	2	3
153	он и	5	3
154	должно быть	3	3
155	как все	2	3
156	и без	4	3
157	не в	10	3
158	есть еще	1	3
159	раз и	3	3
160	из которых	1	3
161	она не	1	3
162	одна из	1	3
163	в основе	1	3
164	но она	1	3
165	же время	10	3
166	во всем	4	3
167	уже и	2	3
168	я бы	4	3
169	можно и	1	3
170	это было	2	3
171	нельзя ни	1	3
172	к нему	13	3
173	все время	4	3
174	быть и	2	3
175	и ее	1	3
176	с одной	1	3
177	есть ни	1	3
178	как тело	1	3
179	есть в	1	3
180	то и	1	3
181	из них	3	3
182	мы знаем	2	3
183	друг друга	2	3
184	случае не	1	3
185	не говорит	1	3
186	тем что	4	3
187	для того	1	3
188	именно как	1	3
189	и сознание	1	3
190	и прежде	4	3
191	может ли	1	3
192	ни на	2	3
193	как бы	31	3
194	если не	1	3
195	и от	3	3
196	и ни	2	3
197	ибо и	2	3
198	не знает	6	3
199	в слове	6	3
200	я и	2	2
201	например в	2	2
202	в первом	2	2
203	этого он	1	2
204	что время	1	2
205	уже по	1	2
206	если я	2	2
207	так чтобы	4	2
208	оно вообще	1	2
209	которое не	1	2
210	и он	2	2
211	в ней	2	2
212	еще не	7	2
213	на них	7	2
214	всего этого	3	2
215	бы то	3	2
216	с его	7	2
217	но не	6	2
218	но в	19	2
219	вы сами	2	2
220	то в	2	2
221	ни один	1	2
222	бы только	1	2
223	в себе	5	2
224	тому же	3	2
225	но на	4	2
226	и если	1	2
227	вообще не	2	2
228	при этом	2	2
229	и вот	4	2
230	что у	6	2
231	и по	2	2
232	на этом	2	2
233	говорил что	1	2
234	только одно	1	2
235	из нее	1	2
236	она и	1	2
237	все равно	2	2
238	этого не	3	2
239	же самый	1	2
240	как таковой	1	2
241	она была	1	2
242	но почему	1	2
243	мы как	1	2
244	всяком случае	4	2
245	в их	1	2
246	он дает	2	2
247	и эти	1	2
248	их в	2	2
249	что этот	1	2
250	бы быть	1	2
251	же такое	1	2
252	но они	1	2
253	третий день	1	2
254	иной раз	1	2
255	на котором	1	2
256	что их	1	2
257	говорите что	1	2
258	тогда и	2	2
259	говорят что	1	2
260	меня и	1	2
261	как не	1	2
262	же он	1	2
263	как я	1	2
264	ну а	1	2
265	раз все	1	2
266	у меня	6	2
267	его внутренней	4	2
268	когда мы	1	2
269	той или	4	2
270	для себя	7	2
271	как мы	8	2
272	меня в	2	2
273	да что	2	2
274	так в	2	2
275	условии что	1	2
276	для этого	2	2
277	и вообще	2	2
278	нас к	1	2
279	никак не	1	2
280	почему же	2	2
281	нас в	1	2
282	и во	3	2
283	в его	21	2
284	себя но	2	2
285	и она	1	2
286	как например	1	2
287	ли будет	2	2
288	со всеми	3	2
289	себя в	2	2
290	же и	4	2
291	и у	4	2
292	же в	1	2
293	она действительно	1	2
294	руки и	1	2
295	ведь это	1	2
296	чтобы она	1	2
297	не о	4	2
298	у него	4	2
299	а именно	1	2
300	еще и	1	2
301	своего собственного	3	2
302	но о	1	2
303	себя и	8	2
304	у человека	2	2
305	но как	4	2
306	и потому	1	2
307	нет ни	2	2
308	или нет?	1	2
309	ли его	1	2
310	в данном	1	2
311	по которому	2	2
312	призыв к	1	2
313	в который	1	2
314	но для	2	2
315	и для	8	2
316	или в	2	2
317	себя самого	7	2
318	лишь как	1	2
319	бы в	4	2
320	но вот	1	2
321	а в	7	2
322	требует чтобы	1	2
323	может и	1	2
324	слово в	2	2
325	другой стороны	3	2
326	о себе	17	2
327	бы его	3	2
328	из этого	2	2
329	в крайнем	1	2
330	а я	10	2
331	в своих	1	2
332	который не	1	2
333	во всяком	4	2
334	я сказал	1	1
335	кто его	1	1
336	от этой	1	1
337	ту же	1	1
338	кто бы	1	1
339	в применении	1	1
340	отношения к	1	1
341	зависимость от	2	1
342	чтобы не	2	1
343	и фактически	1	1
344	начинается с	1	1
345	этом отношении	1	1
346	на самом	9	1
347	он может	1	1
348	на одно	2	1
349	но тем	1	1
350	его внутреннюю	2	1
351	в приведенном	1	1
352	живое и	2	1
353	и так	4	1
354	к другому	16	1
355	по преимуществу	1	1
356	можно лишь	2	1
357	что эти	1	1
358	ведь и	4	1
359	высшей степени	3	1
360	и этот	2	1
361	и которая	1	1
362	по его	1	1
363	а как	2	1
364	или наоборот	1	1
365	и само	1	1
366	рассказ мы	1	1
367	что уже	1	1
368	прислушаться к	1	1
369	что никто	1	1
370	да зачем	1	1
371	слова о	4	1
372	свой предмет	2	1
373	конечно и	1	1
374	себе что	1	1
375	и самого	1	1
376	себе вопрос	1	1
377	проявляет себя	1	1
378	во всех	3	1
379	сказать и	1	1
380	все будет	1	1
381	он умеет	3	1
382	он вообще	1	1
383	не то	1	1
384	друг на	2	1
385	нельзя говорить	1	1
386	о слове	1	1
387	есть субъект	1	1
388	в общем	3	1
389	себе и	7	1
390	считать ее	1	1
391	тут же	1	1
392	процессе всего	1	1
393	где на	1	1
394	свою неспособность	1	1
395	чем же	1	1
396	независимо от	1	1
397	как к	5	1
398	очень трудно	1	1
399	в единый	1	1
400	ряд примеров	1	1
401	и слова	2	1
402	бы я	1	1
403	и наконец	7	1
404	подумали что	1	1
405	себе не	1	1
406	это определение	1	1
407	x в	1	1
408	них он	2	1
409	именно эта	1	1
410	в этот	2	1
411	чего же	1	1
412	раз говорил	1	1
413	них как	1	1
414	нему с	1	1
415	к чему	1	1
416	и утвердить	1	1
417	та же	4	1
418	в которой	2	1
419	отца но	1	1
420	того ни	1	1
421	то я	1	1
422	во многих	1	1
423	вы думаете	4	1
424	но ведь	2	1
425	слово это	1	1
426	уже сама	1	1
427	кажется не	1	1
428	он ни	1	1
429	а просто	2	1
430	в реальной	1	1
431	мы можем	2	1
432	всех этих	2	1
433	же это	1	1
434	принадлежат и	1	1
435	чем у	1	1
436	отца а	1	1
437	и проявление	1	1
438	что тут	2	1
439	языком и	1	1
440	из него	1	1
441	его можно	1	1
442	новых точек	1	1
443	о таком	1	1
444	именно это	1	1
445	я например	2	1
446	то ни	3	1
447	и может	1	1
448	есть все	1	1
449	в мире	4	1
450	в глубине	1	1
451	его в	4	1
452	знает что	3	1
453	это вовсе	1	1
454	мире как	1	1
455	в него	3	1
456	чтобы все	2	1
457	известно что	1	1
458	же если	1	1
459	в ином	1	1
460	не чем	1	1
461	нет в	3	1
462	далеко не	1	1
463	личности не	1	1
464	на друга	2	1
465	его все	1	1
466	которой он	3	1
467	о чем	1	1
468	этом я	1	1
469	и создают	1	1
470	действительно не	1	1
471	такой же	3	1
472	нисколько не	1	1
473	но я	2	1
474	и видит	1	1
475	ибо не	1	1
476	его нельзя	2	1
477	во время	5	1
478	мир он	1	1
479	кого и	1	1
480	в отношении	9	1
481	я его	1	1
482	в такой	4	1
483	почти не	1	1
484	в котором	3	1
485	она в	2	1
486	все и	4	1
487	это именно	1	1
488	не как	3	1
489	они уже	1	1
490	по своей	2	1
491	признать что	1	1
492	но он	4	1
493	друг другу	4	1
494	иным как	1	1
495	без всяких	1	1
496	и более	1	1
497	тому чтобы	2	1
498	в устах	1	1
499	для нее	1	1
500	даже в	5	1
501	я вас	5	1
502	да ведь	1	1
503	его внутреннего	2	1
504	если и	2	1
505	нему можно	1	1
506	начиная от	1	1
507	ну да	2	1
508	что с	2	1
509	еще до	2	1
510	только здесь	1	1
511	считает что	1	1
