N	2gram	Losev_Dial_4	VeschiIm
1	не есть	40	49
2	т е	46	42
3	не может	11	33
4	не только	8	31
5	может быть	17	29
6	это –	25	29
7	и не	30	28
8	и в	15	26
9	вещи и	2	24
10	то что	16	24
11	и есть	19	23
12	имя есть	2	23
13	значит что	9	22
14	это значит	8	22
15	и т	17	21
16	т д	15	20
17	а не	18	20
18	не просто	7	18
19	есть только	3	17
20	что я	5	16
21	в имени	1	15
22	и следовательно	3	15
23	в смысле	5	15
24	что она	5	14
25	только в	7	14
26	вещи с	2	14
27	по себе	13	13
28	с вещью	1	13
29	и что	9	13
30	того что	13	13
31	и то	3	12
32	есть не	5	12
33	все же	2	12
34	вещи но	1	12
35	в себя	5	12
36	что это	13	12
37	было бы	9	12
38	и ее	8	12
39	но и	4	12
40	и –	9	12
41	сказать что	6	12
42	таким образом	5	11
43	с нею	1	11
44	что же	2	11
45	и больше	1	10
46	то же	9	10
47	есть нечто	2	10
48	в ней	5	10
49	не значит	2	10
50	как бы	14	10
51	что такое	5	10
52	потому что	10	10
53	уже не	9	10
54	что мы	7	10
55	предполагает что	1	9
56	в самом	2	9
57	то ни	4	9
58	и с	4	9
59	вещей и	1	9
60	вещи не	1	9
61	в том	11	9
62	что не	3	9
63	прежде всего	11	9
64	есть явление	1	9
65	что иное	8	8
66	с ее	10	8
67	иное как	8	8
68	в себе	8	8
69	на то	5	8
70	смысл и	3	8
71	имя –	1	8
72	и это	8	8
73	ничего не	17	8
74	себя и	3	8
75	она есть	10	8
76	но это	4	8
77	не что	8	8
78	также и	4	7
79	говорить о	11	7
80	если она	2	7
81	в этом	11	7
82	не будет	2	7
83	его в	1	7
84	с другими	1	7
85	том что	10	7
86	в то	6	7
87	что оно	7	7
88	имя не	1	7
89	в свете	5	7
90	д и	3	7
91	себя в	2	7
92	и их	2	7
93	так как	14	7
94	как раз	4	7
95	и пр	9	7
96	смысла и	3	7
97	– в	15	7
98	– не	5	7
99	с инобытием	1	7
100	от всего	3	7
101	е в	2	7
102	совершенно не	3	7
103	есть и	3	7
104	со стороны	3	6
105	что они	4	6
106	и как	4	6
107	но в	3	6
108	бы и	3	6
109	это есть	13	6
110	одно и	1	6
111	всего прочего	1	6
112	бытие и	1	6
113	точки зрения	14	6
114	но если	5	6
115	по крайней	7	6
116	необходимо чтобы	2	6
117	с ним	3	6
118	ее не	1	6
119	она не	4	6
120	оно есть	4	6
121	сама вещь	1	6
122	отличается от	1	6
123	можно было	1	6
124	ясно что	11	6
125	должно быть	2	6
126	и только	2	6
127	крайней мере	7	6
128	а если	3	6
129	есть ни	9	6
130	так что	6	6
131	если мы	5	6
132	ни с	4	6
133	но что	5	6
134	когда мы	1	6
135	быть только	1	6
136	в результате	6	6
137	жизни и	4	6
138	что в	7	6
139	это и	9	5
140	ведь и	2	5
141	и тут	3	5
142	в сущности	5	5
143	и бытия	3	5
144	в чем	8	5
145	есть просто	6	5
146	отнюдь не	4	5
147	чем же	2	5
148	как к	1	5
149	вещи или	1	5
150	должна быть	7	5
151	же это	5	5
152	вообще не	1	5
153	содержит в	1	5
154	что тут	7	5
155	это не	12	5
156	с тем	4	5
157	нечто третье	2	5
158	не в	8	5
159	тем не	2	5
160	есть всегда	3	5
161	в отношении	2	5
162	не менее	2	5
163	одна из	1	5
164	у нас	3	5
165	и явление	1	5
166	свою очередь	2	5
167	в ее	2	5
168	должны быть	4	5
169	тут мы	2	5
170	если бы	6	5
171	для этого	2	5
172	другими словами	5	5
173	отлично от	1	5
174	еще не	4	5
175	или не	4	5
176	она имеет	1	5
177	что для	1	5
178	тут –	2	5
179	ни на	6	5
180	ни от	2	5
181	с этой	2	5
182	и для	5	5
183	из себя	1	5
184	а в	1	5
185	в свою	3	5
186	– как	5	5
187	но тогда	1	4
188	собственном смысле	2	4
189	мы не	9	4
190	это что	1	4
191	так чтобы	3	4
192	я не	5	4
193	есть предел	1	4
194	то это	1	4
195	имя и	1	4
196	и явления	1	4
197	в их	3	4
198	во всех	2	4
199	как таковая	2	4
200	точка зрения	1	4
201	нет и	2	4
202	с этим	3	4
203	в своем	5	4
204	если есть	2	4
205	с чем	1	4
206	тут не	2	4
207	же не	1	4
208	не предполагает	1	4
209	и мы	7	4
210	как и	7	4
211	данная вещь	1	4
212	между собою	2	4
213	этой вещи	1	4
214	что значит	1	4
215	вещи в	1	4
216	с точки	9	4
217	– только	3	4
218	и более	1	4
219	что есть	2	4
220	можно ли	1	4
221	на себе	5	4
222	слово и	1	4
223	же время	6	4
224	и о	8	4
225	то или	3	4
226	только то	1	4
227	– совершенно	4	4
228	о том	5	4
229	определенным образом	1	4
230	с другой	1	4
231	судить о	1	4
232	что и	6	4
233	быть и	3	4
234	оно и	3	4
235	этот вопрос	1	4
236	то и	2	4
237	имя а	2	4
238	е не	2	4
239	из них	2	4
240	оно –	3	4
241	это значило	1	4
242	бытия и	4	4
243	так то	4	4
244	тем что	2	4
245	себя это	1	4
246	и даже	6	4
247	даже не	2	4
248	как же	5	4
249	в инобытии	1	4
250	знания и	5	4
251	и потому	3	4
252	мы говорим	2	4
253	в данном	3	4
254	быть не	2	4
255	как только	5	4
256	вы говорите	1	4
257	значило бы	1	4
258	и все	11	4
259	собственно говоря	2	4
260	от того	2	4
261	требует чтобы	1	4
262	оно не	2	4
263	есть то	5	4
264	себя как	3	3
265	сам по	2	3
266	но –	8	3
267	к другому	1	3
268	отношения к	3	3
269	мы имеем	5	3
270	бы что	1	3
271	вопрос о	2	3
272	но ясно	1	3
273	только это	1	3
274	из того	1	3
275	собою и	1	3
276	не то	1	3
277	явлений и	1	3
278	себе не	2	3
279	как оно	1	3
280	в нем	5	3
281	раз навсегда	1	3
282	что нужно	1	3
283	в понятии	2	3
284	подобно тому	4	3
285	на этом	3	3
286	по смыслу	2	3
287	было в	1	3
288	в жизни	5	3
289	есть имя	2	3
290	сущность и	1	3
291	значит не	1	3
292	раз есть	1	3
293	и тогда	2	3
294	нисколько не	2	3
295	можно только	3	3
296	в своей	3	3
297	не понимает	2	3
298	все это	9	3
299	есть еще	2	3
300	их в	1	3
301	чтобы она	1	3
302	знание и	1	3
303	вещей как	2	3
304	и другое	2	3
305	как о	2	3
306	тогда когда	5	3
307	и притом	3	3
308	ее с	1	3
309	своего существования	1	3
310	в основе	10	3
311	само по	4	3
312	того чтобы	5	3
313	или как	1	3
314	ему не	1	3
315	в философии	1	3
316	ни о	3	3
317	к себе	1	3
318	слово –	2	3
319	всегда есть	2	3
320	можно и	2	3
321	без всякого	2	3
322	в собственном	3	3
323	же –	1	3
324	нет никакой	1	3
325	не содержит	1	3
326	так и	5	3
327	и вообще	7	3
328	вещи мы	2	3
329	о ней	2	3
330	можно сказать	5	3
331	но когда	1	3
332	есть тоже	2	3
333	если это	1	3
334	один из	4	3
335	мы видим	4	3
336	тот же	1	3
337	что он	7	3
338	явления но	2	3
339	но как	2	3
340	не мешает	2	3
341	без этого	1	3
342	реальное и	2	3
343	себя саму	1	3
344	и чисто	5	3
345	а это	2	3
346	сама по	5	3
347	мы находим	2	3
348	в одном	4	3
349	отношение к	1	3
350	никакого отношения	2	3
351	даже и	3	3
352	никогда не	2	3
353	эти две	3	3
354	она является	2	3
355	я называю	3	3
356	вместе с	2	3
357	что именно	7	3
358	в той	1	3
359	вещественно и	1	3
360	тому как	4	3
361	есть как	1	3
