N	3gram	Bakhtin_Fr_5	Problema
1	о том что	1	9
2	с точки зрения	2	8
3	в том что	6	8
4	в связи с	5	7
5	тем не менее	1	5
6	что иное как	1	3
7	вместе с тем	1	3
8	и в частности	1	3
9	а именно в	1	3
10	в то время	2	3
11	можно сказать что	2	3
12	после того как	1	3
13	не что иное	1	3
14	только тогда когда	1	3
15	потому что он	3	2
16	дело в том	2	2
17	по отношению к	1	2
18	из земли и	1	2
19	также и в	2	2
20	в том числе	4	2
21	мы находим в	2	2
22	до сих пор	3	2
23	никак не мог	1	2
24	в значительной мере	1	2
25	и не в	2	2
26	в это время	1	2
27	в данном случае	2	2
28	не может быть	2	2
29	по этому поводу	1	2
30	для того чтобы	6	2
31	в средневековой литературе	1	1
32	также и как	1	1
33	хотя и не	1	1
34	в своем романе	1	1
35	здесь перед нами	2	1
36	не только о	1	1
37	на самом деле	4	1
38	и за все	1	1
39	в самом деле	1	1
40	о том как	2	1
41	одной из своих	1	1
42	он все же	1	1
43	таким образом здесь	1	1
44	как раз и	1	1
45	в одной из	2	1
46	свое значение и	1	1
47	таким образом как	1	1
48	между тем как	1	1
49	дошедших до нас	1	1
50	в этом отношении	5	1
51	том числе и	2	1
52	но это не	1	1
53	на свободу и	3	1
54	можно было бы	2	1
55	здесь не в	3	1
56	что он должен	1	1
57	нового времени в	1	1
58	и жизни в	1	1
59	и в значительной	1	1
60	но в то	5	1
61	высокое с низким	1	1
62	а также и	4	1
63	от страха и	2	1
64	в заключение необходимо	1	1
65	нем не только	1	1
66	вы не знаете	1	1
67	в этом виде	1	1
68	а именно для	1	1
69	и образ самого	1	1
70	и таким образом	1	1
71	и если в	1	1
72	и есть подлинное	1	1
73	этом виде он	1	1
74	то же время	9	1
75	мы находим у	1	1
76	от того что	1	1
77	с тем он	1	1
78	так и в	1	1
79	связи с этим	3	1
80	то есть в	2	1
81	хотя бы в	2	1
82	той или иной	1	1
83	слова при этом	1	1
84	в большинстве случаев	2	1
85	в то же	9	1
86	но на фоне	1	1
87	к тому же	2	1
88	в нем не	3	1
89	в ту эпоху	1	1
