N	2gram	Tiupa_Lite_2	RusskieA
1	и в	19	29
2	том что	7	22
3	в том	10	22
4	что в	4	22
5	как бы	2	18
6	состоит в	9	15
7	в других	1	15
8	так как	3	13
9	может быть	17	13
10	и п	1	13
11	в землю	1	13
12	в этом	9	11
13	как и	10	11
14	одна из	5	11
15	в этот	1	10
16	не только	8	10
17	и с	3	10
18	этот день	1	10
19	во многих	1	9
20	эту теорию	1	9
21	о том	2	9
22	а в	3	9
23	его в	1	8
24	но и	10	8
25	ее в	1	8
26	как в	1	7
27	данном случае	3	7
28	мы видели	1	7
29	мы имеем	1	6
30	мы не	4	6
31	еще не	2	6
32	и на	6	6
33	при этом	6	6
34	таким образом	1	6
35	того чтобы	1	6
36	на нее	1	6
37	для нас	2	6
38	для того	2	6
39	с тем	2	6
40	вместе с	5	6
41	в данном	3	6
42	этом случае	2	6
43	же в	2	6
44	и т	2	5
45	но не	5	5
46	но в	2	5
47	на земле	1	5
48	это не	1	5
49	не может	9	5
50	потому что	2	5
51	для этого	2	5
52	и что	2	5
53	земли и	1	5
54	эту силу	1	5
55	к жизни	2	5
56	то что	7	5
57	к этому	1	5
58	же как	2	4
59	то же	12	4
60	не все	1	4
61	что по	1	4
62	уже не	2	4
63	на поле	1	4
64	их в	1	4
65	а затем	2	4
66	в них	2	4
67	далеко не	1	4
68	а за	2	4
69	не в	4	4
70	у нас	5	4
71	а также	2	4
72	так что	4	4
73	то и	3	4
74	из них	2	4
75	именно в	1	4
76	а не	20	4
77	так же	1	4
78	как это	2	4
79	по существу	3	4
80	и все	1	4
81	в таком	1	4
82	в году	5	3
83	и о	1	3
84	в ее	2	3
85	что это	1	3
86	все эти	1	3
87	в этой	3	3
88	подобно тому	2	3
89	и по	1	3
90	на этом	2	3
91	и других	4	3
92	с другими	1	3
93	этой силы	1	3
94	должен был	1	3
95	не всегда	1	3
96	в этих	1	3
97	в отличие	1	3
98	но он	1	3
99	не имеет	1	3
100	как мы	1	3
101	должно было	1	3
102	под именем	1	3
103	во всех	3	3
104	а именно	3	3
105	того что	5	3
106	в качестве	5	3
107	руки и	1	3
108	друг друга	2	3
109	отличие от	1	3
110	тем что	4	3
111	по всей	1	3
112	до конца	2	3
113	для этой	1	3
114	тому как	2	3
115	и от	1	3
116	было бы	2	3
117	одним из	3	2
118	и то	3	2
119	на самом	1	2
120	переход от	1	2
121	это и	1	2
122	силу на	1	2
123	на себя	2	2
124	с одной	7	2
125	а он	1	2
126	очевидно что	2	2
127	тогда как	9	2
128	она как	1	2
129	все же	2	2
130	как уже	2	2
131	и как	3	2
132	не было	2	2
133	к числу	1	2
134	этой цели	1	2
135	в руках	2	2
136	не можем	1	2
137	представляет собой	2	2
138	право на	3	2
139	идут в	2	2
140	после чего	1	2
141	не к	2	2
142	том чтобы	3	2
143	в образе	1	2
144	здесь мы	1	2
145	и еще	2	2
146	так в	5	2
147	в своей	1	2
148	в их	3	2
149	не столько	3	2
150	при рассмотрении	1	2
151	силу и	1	2
152	тем не	2	2
153	не менее	6	2
154	в то	9	2
155	того как	1	2
156	никогда не	3	2
157	во всем	1	2
158	по земле	3	2
159	связи с	1	2
160	что на	1	2
161	все то	1	2
162	говорит о	1	2
163	в виду	2	2
164	за пределами	1	2
165	можно было	1	2
166	не с	3	2
167	еще в	4	2
168	жизнь и	1	2
169	а к	2	2
170	с другим	2	2
171	от земли	1	2
172	после того	1	2
173	с другой	8	2
174	что и	2	2
175	в ночь	1	2
176	в него	2	2
177	он есть	1	2
178	один из	4	2
179	в новой	1	2
180	есть в	1	2
181	одно из	2	2
182	каждый из	4	2
183	ее на	1	2
184	человека а	1	2
185	а с	1	2
186	прежде всего	4	2
187	одной стороны	6	2
188	другие в	1	2
189	из которых	2	2
190	могут быть	2	2
191	с этой	2	2
192	пока еще	1	2
193	под названием	2	2
194	и для	3	2
195	ее и	1	2
196	жизни в	4	2
197	только как	1	2
198	из этого	1	2
199	в своих	2	2
200	ту же	2	1
201	к этой	2	1
202	здесь и	1	1
203	нас на	1	1
204	и до	2	1
205	смерть в	1	1
206	жизни по	1	1
207	в первый	2	1
208	здесь вполне	1	1
209	на место	1	1
210	в царство	1	1
211	в песне	1	1
212	из того	2	1
213	мы и	1	1
214	полагали для	1	1
215	в ней	4	1
216	на нем	1	1
217	самих себя	1	1
218	землю и	1	1
219	если в	2	1
220	ответ на	1	1
221	он пишет	1	1
