N	2gram	Bakhtin_Fr_1	Analitik
1	может быть	6	29
2	в том	16	27
3	не может	3	22
4	и не	22	21
5	в частности	5	19
6	и в	65	18
7	но и	10	17
8	а не	1	17
9	не только	10	15
10	не в	4	14
11	в этом	15	13
12	как и	5	13
13	в его	9	13
14	при этом	6	12
15	том что	6	12
16	в себе	3	11
17	то есть	45	11
18	но не	2	10
19	то же	1	9
20	в то	1	9
21	но в	14	8
22	в той	5	8
23	тем самым	1	7
24	к тому	2	7
25	особого рода	1	7
26	мы имеем	1	6
27	в сущности	16	6
28	по отношению	1	6
29	отличие от	5	6
30	в самом	4	6
31	это не	3	6
32	далеко не	3	6
33	точки зрения	7	6
34	в своей	5	6
35	в отличие	4	6
36	в основе	8	6
37	по своей	3	6
38	той или	5	6
39	в себя	3	6
40	времени и	6	6
41	же время	1	6
42	только в	7	6
43	то что	3	6
44	или иной	5	6
45	прежде всего	11	6
46	в их	4	5
47	и на	11	5
48	и как	1	5
49	в произведении	1	5
50	в целом	2	5
51	в этой	4	5
52	лишь в	1	5
53	и его	10	5
54	имеет место	1	5
55	о том	2	5
56	сводится к	1	5
57	между тем	5	5
58	и т.п	17	5
59	как бы	22	5
60	отношению к	1	5
61	что в	3	5
62	все же	6	4
63	сознания в	1	4
64	тому же	1	4
65	с точки	3	4
66	большей или	4	4
67	и более	1	4
68	по себе	1	4
69	в области	7	4
70	могут быть	2	4
71	так и	10	4
72	с ним	3	4
73	с другой	3	4
74	того что	2	4
75	уже не	3	4
76	для того	1	4
77	именно в	1	4
78	себя и	1	4
79	во времени	1	4
80	из которых	1	4
81	в литературе	6	4
82	или меньшей	4	4
83	одним из	2	3
84	между двумя	1	3
85	место в	1	3
86	это всегда	2	3
87	во внешнем	1	3
88	в наиболее	2	3
89	что как	1	3
90	и к	4	3
91	в нашем	1	3
92	как он	1	3
93	в нем	13	3
94	он не	2	3
95	бы быть	2	3
96	даже в	3	3
97	разного рода	3	3
98	своего рода	1	3
99	того чтобы	1	3
100	о нем	3	3
101	в таком	2	3
102	не могут	3	3
103	в состав	1	3
104	могла бы	1	3
105	в собственном	1	3
106	к нему	3	3
107	с его	5	3
108	еще не	6	3
109	с одной	2	3
110	ни с	2	3
111	что и	1	3
112	одной стороны	2	3
113	что не	2	3
114	более того	2	3
115	по мысли	1	3
116	что мы	2	3
117	и одновременно	5	3
118	и все	5	3
119	хотя бы	1	3
120	что он	3	3
121	том числе	10	3
122	говоря о	1	2
123	отношения к	2	2
124	не остается	1	2
125	самом деле	3	2
126	на самом	6	2
127	а как	1	2
128	и эстетики	1	2
129	отношение к	4	2
130	не просто	3	2
131	нет и	2	2
132	за пределы	8	2
133	и процессы	1	2
134	как к	1	2
135	как уже	1	2
136	его к	2	2
137	в противоположность	2	2
138	в которой	1	2
139	все эти	10	2
140	из этих	2	2
141	и до	4	2
142	широком смысле	1	2
143	на его	2	2
144	не к	2	2
145	собой не	1	2
146	смертью в	1	2
147	и по	2	2
148	на этом	1	2
149	или иных	1	2
150	и с	3	2
151	самим собой	1	2
152	на все	2	2
153	наблюдений и	1	2
154	из них	4	2
155	вовсе не	18	2
156	так как	6	2
157	несмотря на	2	2
158	рода и	1	2
159	жизни но	2	2
160	такой же	1	2
161	для него	5	2
162	отрыве от	3	2
163	от своего	2	2
164	не столько	1	2
165	только для	1	2
166	которые в	1	2
167	свое время	2	2
168	в эпизоде	2	2
169	в процессе	2	2
170	совпадает с	1	2
171	никогда не	6	2
172	потому что	5	2
173	каким оно	1	2
174	отличается от	1	2
175	как мы	6	2
176	роль в	2	2
177	здесь не	1	2
178	в пределах	1	2
179	в искусстве	3	2
180	и сам	1	2
181	художественное творчество	1	2
182	особенно в	2	2
183	еще в	1	2
184	на примере	1	2
185	основе своей	2	2
186	и та	1	2
187	за пределами	1	2
188	можно сказать	2	2
189	один из	1	2
190	в отрыве	2	2
191	ли он	1	2
192	который в	1	2
193	бы ни	2	2
194	в литературоведении	1	2
195	в начале	1	2
