N	2gram	Tiupa_Disk_2	Dialekti
1	не есть	1	40
2	и не	15	30
3	и в	16	18
4	точки зрения	4	17
5	ничего не	1	17
6	может быть	16	17
7	и есть	1	16
8	в нем	7	16
9	ни в	7	15
10	так что	1	15
11	потому что	4	14
12	а не	14	14
13	не только	10	13
14	и даже	1	13
15	то что	5	13
16	что в	5	13
17	в этом	16	12
18	с точки	2	12
19	и что	1	12
20	не может	9	12
21	в себе	19	11
22	что он	2	11
23	как бы	4	11
24	все это	2	11
25	то же	6	10
26	несмотря на	1	10
27	прежде всего	7	10
28	сказать что	1	10
29	и то	4	9
30	отнюдь не	6	9
31	стало быть	1	9
32	так и	9	9
33	это не	3	9
34	том что	10	9
35	никогда не	2	9
36	в том	8	9
37	но это	3	8
38	также и	3	7
39	и как	3	7
40	то в	1	7
41	как она	1	7
42	той или	3	7
43	отождествляется с	1	7
44	вовсе не	1	7
45	не просто	1	7
46	но и	11	7
47	его не	1	6
48	в чем	1	6
49	не то	1	6
50	но в	11	6
51	с другой	5	6
52	не в	3	6
53	она не	1	6
54	в то	5	6
55	и образ	1	6
56	с ним	1	6
57	никак не	1	6
58	можно сказать	3	6
59	не было	3	6
60	да и	1	6
61	и ни	1	6
62	говорить о	2	5
63	я не	1	5
64	отношение к	2	5
65	в своем	5	5
66	все же	6	5
67	себе не	1	5
68	в противоположность	5	5
69	и с	2	5
70	а потом	2	5
71	в этих	3	5
72	но если	1	5
73	ни о	1	5
74	не с	2	5
75	он сам	1	5
76	в особенности	1	5
77	или не	1	5
78	а в	2	5
79	это и	1	4
80	одно и	2	4
81	об этом	1	4
82	по крайней	1	4
83	и более	1	4
84	у пушкина	2	4
85	же время	5	4
86	не о	2	4
87	к ней	1	4
88	к тому	1	4
89	только то	1	4
90	о том	4	4
91	крайней мере	1	4
92	внешнее и	1	4
93	быть и	1	4
94	но не	7	4
95	в котором	3	4
96	для меня	1	4
97	не говорит	1	4
98	как это	1	4
99	хотя и	1	4
100	может и	2	4
101	другой стороны	2	4
102	во всяком	1	4
103	самом деле	1	3
104	должна быть	2	3
105	есть не	1	3
106	но она	3	3
107	в ней	2	3
108	к богу	1	3
109	если в	1	3
110	у баратынского	1	3
111	стороны и	2	3
112	в самом	1	3
113	он не	3	3
114	и еще	1	3
115	содержит в	2	3
116	что ни	2	3
117	но все	1	3
118	в них	3	3
119	должно быть	2	3
120	даже в	1	3
121	вплоть до	1	3
122	в основе	4	3
123	случае не	1	3
124	та или	1	3
125	в разных	1	3
