N	3gram	Losev_Prob_4	Dialekti
1	и т д	3	23
2	это значит что	7	21
3	с точки зрения	11	14
4	есть нечто существующее	1	10
5	в таком случае	1	10
6	тем не менее	10	10
7	не только не	4	7
8	т д и	1	6
9	что иное как	2	6
10	а не просто	1	6
11	не что иное	2	6
12	вовсе не есть	2	5
13	сам по себе	6	5
14	по крайней мере	6	5
15	есть то что	1	5
16	от всякого другого	1	5
17	д и т	1	5
18	само по себе	1	5
19	о том что	3	5
20	то это значит	1	4
21	значит что он	1	4
22	значит что мы	1	4
23	то время как	2	4
24	в то время	2	4
25	и больше ничего	2	4
26	сама по себе	2	4
27	не есть просто	1	4
28	крайней мере в	1	3
29	то ясно что	1	3
30	как раз и	1	3
31	сами по себе	2	3
32	ни в коем	3	3
33	в коем случае	3	3
34	даже и не	2	3
35	с одной стороны	1	3
36	не есть ни	2	3
37	в каком смысле	2	3
38	в том что	8	3
39	из которых состоит	1	3
40	есть не что	2	3
41	ни в каком	5	3
42	не есть нечто	1	3
43	коем случае не	1	3
44	как и в	1	3
45	и прежде всего	2	3
46	ничего не говорит	1	3
47	на то что	1	3
48	в сравнении с	2	3
49	потому что его	1	2
50	есть нечто и	1	2
51	хотя и не	2	2
52	в силу этого	1	2
53	тем что оно	1	2
54	это было бы	1	2
55	не говоря уже	2	2
56	но даже и	4	2
57	того или иного	3	2
58	тот или иной	2	2
59	говоря уже о	1	2
60	точно так же	3	2
61	с этой точки	1	2
62	и тем не	3	2
63	в зависимости от	3	2
64	одно и то	1	2
65	не говорит о	1	2
66	так же как	1	2
67	уже по одному	2	2
68	с другой стороны	6	2
69	что это не	1	2
70	где же тут	1	2
71	и не просто	2	2
72	во всяком случае	4	2
73	случае не есть	1	2
74	этой точки зрения	1	2
75	не может существовать	1	2
76	только на то	1	2
77	иметь в виду	1	2
78	это и есть	1	2
79	той или иной	11	2
80	можно мыслить и	1	2
81	к тому что	1	2
82	только он один	1	2
83	если иметь в	1	2
84	к тому же	2	2
85	значит что его	1	1
86	и нет никакого	1	1
87	а следовательно и	1	1
88	можно и нужно	1	1
89	мы ни взяли	2	1
90	в чистом виде	2	1
91	и всякого рода	1	1
92	у меня в	2	1
93	и во всяком	3	1
94	уж тем более	1	1
95	имеем в виду	3	1
96	на самом деле	3	1
97	он всегда есть	1	1
98	в таком виде	1	1
99	и у меня	1	1
100	при помощи столь	1	1
101	так что в	1	1
102	все это есть	1	1
103	перестал бы быть	1	1
104	на ряде примеров	1	1
105	то же самое	6	1
106	мы вовсе не	1	1
107	значит отличаться от	1	1
108	же как и	1	1
109	ни на какую	1	1
110	не отличаются от	1	1
111	до сих пор	1	1
112	дело вовсе не	1	1
113	и не может	1	1
114	исторического процесса в	1	1
115	и в то	1	1
116	а живое существо	1	1
117	по себе и	1	1
118	чем иным как	2	1
119	говорит о себе	1	1
120	это вовсе не	1	1
121	не о чем	1	1
122	и говорить о	1	1
123	и даже в	1	1
124	на первом плане	1	1
125	в других областях	1	1
126	тем или другим	1	1
127	это и значит	1	1
128	тут нет ничего	1	1
129	категорически утверждать что	1	1
130	относится только к	1	1
131	при их помощи	1	1
132	а это значит	3	1
133	в ней не	1	1
134	еще не есть	1	1
135	только потому что	1	1
136	и в частности	2	1
137	для всякого непредубежденного	1	1
138	в последнее время	1	1
139	тут перед нами	2	1
140	них как раз	1	1
141	даже если бы	1	1
142	нет и никакой	1	1
143	школьнику известно что	1	1
144	не чем иным	2	1
145	в данном случае	5	1
146	помощи того или	1	1
147	если бы мы	1	1
148	е есть ничто	1	1
149	всего сама же	1	1
150	не значит что	1	1
151	только в виде	2	1
152	на одной из	1	1
153	и этот ряд	1	1
154	по себе есть	1	1
155	не содержит в	1	1
156	не тем что	1	1
157	то тем самым	1	1
158	тех или других	1	1
159	или по крайней	2	1
160	и как бы	1	1
161	вот тут-то и	1	1
162	не в том	1	1
163	уж во всяком	2	1
164	т е есть	1	1
165	это не значит	1	1
166	тот кто хочет	1	1
167	но так как	1	1
168	содержит в себе	8	1
169	несмотря ни на	2	1
170	нет никакой возможности	2	1
171	больше ничего и	1	1
172	с полной убедительностью	1	1
173	а то что	2	1
174	более или менее	2	1
175	и ни в	3	1
176	ни в чем	1	1
177	миф есть в	1	1
178	образы и картины	1	1
179	но она в	1	1
180	том смысле что	1	1
181	если только оно	1	1
182	во всем этом	1	1
183	бы то ни	1	1
184	когда говорят о	1	1
185	только на одном	1	1
186	не менее в	1	1
187	то ни было	1	1
188	при помощи того	1	1
189	здесь не просто	1	1
190	мы имеем в	1	1
191	в то же	2	1
192	в связи с	3	1
193	несмотря на свою	1	1
194	но если оно	1	1
195	ни за что	1	1
196	каком смысле не	2	1
197	в том смысле	2	1
198	это не просто	2	1
199	тех или иных	3	1
200	необходимо категорически утверждать	1	1
201	это не только	1	1
202	не существует но	1	1
203	только при условии	2	1
204	против этого не	1	1
205	вовсе не имеем	1	1
206	и уж тем	1	1
