N	4gram	Vygotskiy__6	StatiiOP
1	в то время как	5	4
2	состоит в том что	2	2
3	заключается в том что	5	2
4	в этой области не	1	1
5	с тем что мы	1	1
6	с этой точки зрения	1	1
7	одной и той же	3	1
8	он с самого начала	1	1
9	как мы видели уже	1	1
10	в том смысле что	2	1
11	на вопрос что такое	1	1
12	то время как в	1	1
13	если принять во внимание	2	1
14	в связи с этим	1	1
15	в одной и той	2	1
16	можно было бы подумать	1	1
17	до сих пор мы	1	1
18	и в конце концов	1	1
19	на то что в	1	1
20	то что совершается в	1	1
21	с точки зрения своей	1	1
22	приводит к тому что	1	1
