N	3gram	Trubetskoy_1	Istorich
1	с другой стороны	4	7
2	в этом случае	4	5
3	до сих пор	8	5
4	в том что	15	5
5	тем не менее	4	5
6	как мы видели	1	5
7	мы видим что	1	4
8	выше мы видели	1	3
9	в данном случае	3	3
10	в связи с	3	3
11	мы видели что	1	3
12	состоит в том	1	2
13	еще не вполне	1	2
14	по отношению к	9	2
15	точно так же	1	2
16	таким образом и	1	2
17	с одной стороны	2	2
18	то время как	1	2
19	и то что	3	2
20	мы уже знаем	1	2
21	во всяком случае	2	2
22	таким образом мы	1	2
23	в то время	2	2
24	о том что	4	2
25	не только не	1	2
26	но все же	2	2
27	как и в	2	2
28	к тому же	5	2
29	мы знаем что	7	1
30	уже знаем что	1	1
31	хотя и не	1	1
32	потому что как	1	1
33	время от времени	2	1
34	все эти вопросы	1	1
35	образом мы видим	1	1
36	и той же	1	1
37	следить за тем	1	1
38	он все же	2	1
39	отличаются друг от	3	1
40	в том числе	1	1
41	во всем мире	1	1
42	что в данном	1	1
43	которые не находят	1	1
44	с этой точки	1	1
45	с точки зрения	8	1
46	вместе с ней	1	1
47	и так или	1	1
48	иначе обстоит дело	1	1
49	только то что	2	1
50	независимо от того	1	1
51	из того что	1	1
52	за тем чтобы	1	1
53	можно было бы	1	1
54	не есть ли	1	1
55	с тех пор	1	1
56	вместе с тем	2	1
57	может быть и	4	1
58	это может быть	1	1
59	оградить себя от	1	1
60	была у него	1	1
61	по этому вопросу	1	1
62	таким образом этот	1	1
63	тогда как при	1	1
64	этом случае мы	1	1
65	заключается в том	2	1
66	смысле этого слова	1	1
67	не находят себе	1	1
68	мы видели выше	1	1
69	однако мы знаем	1	1
70	так или иначе	5	1
71	все же не	3	1
72	мы уже говорили	1	1
73	сих пор не	2	1
74	но вместе с	1	1
75	так же как	3	1
76	и в том	2	1
77	этой точки зрения	1	1
78	а так как	1	1
79	однако это не	1	1
80	в тех случаях	1	1
81	надо сказать что	1	1
82	то обстоятельство что	1	1
83	в свою очередь	2	1
84	на самом деле	7	1
85	ничего общего с	2	1
86	не может быть	3	1
87	к которой он	1	1
88	с самого начала	1	1
89	на все эти	1	1
90	на то что	7	1
91	друг от друга	6	1
92	тех случаях когда	1	1
93	одной и той	1	1
94	друг с другом	9	1
95	о том чтобы	2	1
96	и все что	2	1
97	друг друга и	1	1
98	и у нас	1	1
99	направление в котором	1	1
100	часто можно встретить	1	1
101	каждый имеет свою	1	1
102	мы должны выяснить	1	1
