N	2gram	Propp_Isto_6	Dialekti
1	т е	22	46
2	не есть	2	40
3	и не	10	30
4	и есть	1	19
5	а не	2	18
6	и т	10	17
7	ничего не	2	17
8	может быть	11	17
9	то что	6	16
10	т д	8	15
11	и в	26	15
12	как бы	4	14
13	точки зрения	1	14
14	не имеет	2	14
15	так как	18	14
16	что это	2	13
17	это есть	1	13
18	того что	2	13
19	это не	4	12
20	в этом	12	11
21	и вот	3	11
22	ясно что	1	11
23	в том	12	11
24	прежде всего	4	11
25	не может	6	11
26	том что	10	10
27	в основе	1	10
28	потому что	13	10
29	с ее	1	10
30	то же	5	9
31	мы не	6	9
32	было бы	2	9
33	и что	5	9
34	уже не	7	9
35	и пр	1	9
36	значит что	2	9
37	все это	1	9
38	что иное	2	8
39	не в	3	8
40	в себе	3	8
41	не только	10	8
42	ни в	2	8
43	и это	8	8
44	и о	1	8
45	и ее	3	8
46	иное как	1	8
47	миф не	1	8
48	это значит	1	8
49	не что	1	8
50	должна быть	3	7
51	не просто	1	7
52	что именно	1	7
53	он есть	1	7
54	как и	5	7
55	и его	7	7
56	что оно	4	7
57	только в	5	7
58	что мы	2	7
59	или в	3	7
60	что он	9	7
61	что в	12	7
62	есть просто	1	6
63	перед нами	2	6
64	хотя и	1	6
65	и тем	4	6
66	если бы	3	6
67	в то	5	6
68	что и	4	6
69	так что	3	6
70	вовсе не	2	6
71	и даже	1	6
72	а именно	9	6
73	тем более	1	6
74	в мифе	4	6
75	сказать что	3	6
76	что миф	1	5
77	мы имеем	14	5
78	и на	12	5
79	с его	4	5
80	только тогда	1	5
81	в своем	2	5
82	учение о	1	5
83	на то	2	5
84	что она	3	5
85	в нем	8	5
86	есть не	1	5
87	в жизни	1	5
88	что я	1	5
89	в ней	5	5
90	но что	1	5
91	того чтобы	1	5
92	таким образом	12	5
93	как только	3	5
94	о том	7	5
95	так и	5	5
96	другими словами	3	5
97	можно сказать	2	5
98	и можно	1	5
99	именно в	1	5
100	в свете	1	5
101	если мы	1	5
102	для того	1	5
103	и для	1	5
104	но если	1	5
105	также и	1	4
106	оно есть	1	4
107	что они	2	4
108	в этой	2	4
109	и как	2	4
110	не как	1	4
111	в силу	1	4
112	подобно тому	1	4
113	и с	6	4
114	с тем	4	4
115	на другую	2	4
116	она не	3	4
117	что все	1	4
118	еще не	9	4
119	в его	5	4
120	оказывается что	1	4
121	мы должны	2	4
122	мы видим	5	4
123	с ними	2	4
124	есть в	1	4
125	в одном	3	4
126	так же	2	4
127	в особенности	1	4
128	тому как	1	4
129	но это	4	4
130	один из	3	4
131	бы в	1	4
132	жизни и	2	4
133	но и	9	4
134	должны быть	2	4
135	отношения к	1	3
136	и то	3	3
137	только потому	1	3
138	что если	1	3
139	же что	1	3
140	то мы	1	3
141	а если	1	3
142	со стороны	3	3
143	в истории	1	3
144	как в	6	3
145	с этим	2	3
146	и нет	1	3
147	когда он	3	3
148	и наконец	3	3
149	но в	7	3
150	от этого	3	3
151	та же	3	3
152	все эти	8	3
153	и если	1	3
154	на этом	1	3
155	от нее	2	3
156	в одну	1	3
157	об этом	1	3
158	мы уже	6	3
159	известно что	2	3
160	не всегда	4	3
161	в данном	3	3
162	в один	1	3
163	в своей	3	3
164	она в	2	3
165	миф и	2	3
166	мы можем	7	3
167	нет ни	2	3
168	есть только	1	3
169	могут быть	3	3
170	есть вообще	1	3
171	думает что	1	3
172	то или	2	3
173	имеется в	3	3
174	вот почему	3	3
175	быть и	1	3
176	в виде	6	3
177	при помощи	3	3
178	уже нет	1	3
179	или иное	3	3
180	в области	1	3
181	что не	2	3
182	у нас	5	3
183	когда она	1	3
184	из которых	3	3
185	что здесь	3	3
186	же есть	1	3
187	или другой	2	3
188	от него	3	3
189	или вообще	2	3
190	с ним	8	3
191	в свою	1	3
192	в сравнении	1	3
193	есть и	4	3
194	тем самым	2	3
195	к этому	3	3
196	тех же	1	2
197	очень много	1	2
198	то самое	2	2
199	мир не	2	2
200	вопрос о	3	2
201	происходит это	1	2
202	совпадает с	1	2
203	бы ни	1	2
204	себе что	1	2
205	может дать	1	2
206	на нем	1	2
207	во всех	1	2
208	только после	1	2
209	природы и	1	2
210	но как	4	2
211	не видно	1	2
212	все же	8	2
213	кроме того	3	2
214	себе не	1	2
215	в этот	1	2
216	ни один	1	2
217	из этих	4	2
218	что даже	1	2
219	при этом	3	2
220	тем не	1	2
221	с этой	2	2
222	а это	1	2
223	но все	2	2
224	не будет	5	2
225	на все	1	2
226	в них	3	2
227	показывает что	3	2
228	становится и	2	2
229	том как	3	2
230	в котором	1	2
231	представление о	9	2
232	есть еще	2	2
233	однако в	2	2
234	что с	1	2
235	что есть	1	2
236	не менее	1	2
237	и другое	2	2
238	как о	1	2
239	того как	3	2
240	думают что	1	2
241	случае не	1	2
242	никогда не	13	2
243	и по	4	2
244	как будто	3	2
245	может и	1	2
246	что на	1	2
247	не могут	1	2
248	обряд и	1	2
249	в ее	1	2
250	совершенно ясно	4	2
251	и может	1	2
252	и когда	1	2
253	не значит	1	2
254	д все	1	2
255	жизнь и	1	2
256	для этого	1	2
257	даже не	1	2
258	находится в	1	2
259	о ней	1	2
260	и возможно	1	2
261	ее в	6	2
262	но мы	2	2
263	никак не	1	2
264	эти два	2	2
265	и только	3	2
266	выше в	1	2
267	одной из	1	2
268	как нечто	1	2
269	или сам	1	2
270	в качестве	3	2
271	же и	1	2
272	то и	2	2
273	своим собственным	1	2
274	был бы	1	2
275	никто не	2	2
276	мы находим	2	2
277	отличие от	1	2
278	тем что	5	2
279	от того	3	2
280	не было	3	2
281	и из	1	2
282	или иначе	1	2
283	с той	1	2
284	другой стороны	8	2
285	его как	1	2
286	е в	2	2
287	в частности	3	2
288	вместе с	8	2
289	как это	5	2
290	к своему	3	2
291	что же	2	2
292	этой точки	1	2
293	сравнении с	1	2
294	где это	1	2
295	или другого	1	2
296	где бы	1	2
297	но для	2	2
298	только мы	1	2
299	и часто	1	2
300	не объясняет	1	2
301	мы только	1	2
302	такое понимание	2	2
303	солнца и	3	2
304	главным образом	3	2
305	только что	2	2
306	а как	1	2
307	еще ничего	1	2
308	что этот	2	2
309	и при	1	2
310	равно как	1	2
311	оно не	1	2
312	в свое	2	2
313	видим в	1	2
314	того или	1	2
315	я могу	2	2
316	в противоположность	1	2
317	точно так	2	2
318	во всяком	2	2
319	все что	4	2
320	речь идет	1	1
321	ни души	1	1
322	же как	3	1
323	потом и	1	1
324	и через	3	1
325	переходит к	1	1
326	с кем	1	1
327	д в	1	1
328	но тогда	1	1
329	часто так	1	1
330	идет о	1	1
331	к другому	1	1
332	из другого	2	1
333	имеем и	3	1
334	все те	1	1
335	и больше	2	1
336	о граде	1	1
337	его что	2	1
338	в зависимости	1	1
339	и этот	1	1
340	его не	2	1
341	будто что-то	1	1
342	и была	1	1
343	при анализе	1	1
344	имеет свою	1	1
345	он как	1	1
346	но она	1	1
347	то это	5	1
348	кто же	1	1
349	ночи в	1	1
350	и он	4	1
351	очень часто	5	1
352	граде китеже	1	1
353	на них	1	1
354	первый план	2	1
355	знаем что	2	1
356	как один	1	1
357	и восстановление	1	1
358	видели что	3	1
359	находим что	1	1
360	отношение к	1	1
361	тут же	1	1
362	мы сейчас	1	1
363	как говорит	1	1
364	трудно сказать	1	1
365	в одной	2	1
366	эта связь	6	1
367	это одно	1	1
368	вот мы	1	1
369	стороны и	2	1
370	они есть	1	1
371	помнить что	1	1
372	в полном	1	1
373	целый ряд	2	1
374	с коня	1	1
375	этой цели	1	1
376	как то	1	1
377	сказании о	2	1
378	сказать о	1	1
379	за это	1	1
380	она-то и	1	1
381	и тот	1	1
382	имеем в	4	1
383	лица и	1	1
384	если он	3	1
385	дальше и	1	1
386	вообще не	3	1
387	как он	6	1
388	видит и	1	1
389	она становится	1	1
390	он не	2	1
391	не получается	1	1
392	тогда если	1	1
393	чтобы они	2	1
394	в первую	1	1
395	ничего специфически	1	1
396	этого вопроса	1	1
397	что нужно	1	1
398	и более	1	1
399	что одно	1	1
400	только те	1	1
401	чтобы в	1	1
402	людей и	2	1
403	но дело	1	1
404	одно и	1	1
405	другое в	1	1
406	однако все	1	1
407	этим самым	2	1
408	же не	2	1
409	связанные с	1	1
410	что никакого	1	1
411	и чтобы	1	1
412	от земли	1	1
413	его в	5	1
414	обоих случаях	1	1
415	который уже	1	1
416	знаем как	1	1
417	величиною с	1	1
418	данном случае	3	1
419	чаще всего	5	1
420	такую форму	1	1
421	он является	1	1
422	о которых	1	1
423	убежден в	1	1
424	ни одной	2	1
425	и очень	1	1
426	одна и	1	1
427	есть явление	1	1
428	мы видели	11	1
429	мифа о	1	1
430	меня но	1	1
431	мы с	1	1
432	из нашего	1	1
433	такой же	3	1
434	когда именно	2	1
435	и становится	1	1
436	меняется и	1	1
437	именно он	1	1
438	мысль и	1	1
439	можно найти	1	1
440	также есть	1	1
441	и третий	1	1
442	попытки свести	1	1
443	на месте	1	1
444	крылья и	1	1
445	еще с	1	1
446	в которых	2	1
447	бы что	1	1
448	миф о	2	1
449	не от	1	1
450	которые в	2	1
451	но он	2	1
452	их в	3	1
453	оно само	1	1
454	что сам	1	1
455	тому чтобы	1	1
456	того кто	1	1
457	вообще на	1	1
458	даже в	2	1
459	в землю	1	1
460	в древней	2	1
461	сам он	1	1
462	и вся	1	1
463	этих трех	1	1
464	одна сторона	2	1
465	при всех	1	1
466	в обоих	1	1
467	в иное	5	1
468	ее с	1	1
469	можно ли	1	1
470	это мы	2	1
471	следовательно и	1	1
472	тоже нет	1	1
473	одна из	2	1
474	это то	2	1
475	на землю	4	1
476	мифе о	5	1
477	или как	2	1
478	это так	1	1
479	греческой мифологии	1	1
480	такая же	1	1
481	здесь же	4	1
482	а в	3	1
483	это далеко	2	1
484	а во-вторых	1	1
485	бог и	1	1
486	к себе	2	1
487	когда мы	2	1
488	и вполне	1	1
489	просто на	1	1
490	человека в	2	1
491	на коня	1	1
492	зависимости от	2	1
493	жизнью и	1	1
494	и надо	1	1
495	и они	2	1
496	с образом	1	1
497	из их	1	1
498	как они	1	1
499	приходит к	3	1
500	как мы	4	1
501	не могу	1	1
502	только при	1	1
503	нами выше	1	1
504	чтобы быть	1	1
505	только то	2	1
506	мы наблюдаем	1	1
507	на том	8	1
508	его самого	1	1
509	можно было	2	1
510	те же	1	1
511	здесь как	1	1
512	это только	1	1
513	могла быть	1	1
514	я знаю	1	1
515	о котором	2	1
516	всегда имеет	1	1
517	образом в	1	1
518	и смерть	1	1
519	имеет с	1	1
520	и здесь	1	1
521	с одной	7	1
522	были бы	1	1
523	суд и	2	1
524	после того	2	1
525	все его	1	1
526	с целью	1	1
527	д но	1	1
528	время не	1	1
529	должно было	1	1
530	в греческой	3	1
531	к нему	1	1
532	но ничего	1	1
533	не могло	2	1
534	чтобы получить	2	1
535	от них	1	1
536	то место	1	1
537	них в	1	1
538	все время	2	1
539	в него	3	1
540	это приводит	1	1
541	с месяцем	1	1
542	но так	3	1
543	одного из	1	1
544	но с	1	1
545	и новая	1	1
546	зная что	1	1
547	этот вопрос	1	1
548	не сказано	1	1
549	пришел к	1	1
550	будто бы	1	1
551	которое мы	1	1
552	на большой	1	1
553	их не	1	1
554	именно на	2	1
555	своего собственного	1	1
556	уже в	1	1
557	его голове	1	1
558	нем мы	1	1
559	положение что	1	1
560	как кажется	1	1
561	еще одну	2	1
562	и других	3	1
563	его и	1	1
564	он имеет	4	1
565	выражена в	1	1
566	одно из	1	1
567	совсем другое	2	1
568	не так	2	1
569	земли и	2	1
570	себе в	4	1
571	эти три	3	1
572	есть та	1	1
573	и также	1	1
574	как категория	1	1
575	коня и	3	1
576	другую сторону	1	1
577	ее не	3	1
578	как его	1	1
579	самая обыкновенная	1	1
580	поэтому и	1	1
581	она имеет	2	1
582	заметить что	1	1
583	этим же	1	1
584	они будут	1	1
585	он так	1	1
586	и вместе	1	1
587	себя это	2	1
588	смотря по	1	1
589	именно как	1	1
590	она и	1	1
591	с другой	10	1
592	миф совершенно	1	1
593	совершенно точно	2	1
594	пребывает в	1	1
595	такое же	1	1
596	по всей	1	1
597	и знает	1	1
598	на ней	1	1
599	но есть	3	1
600	неотделим от	1	1
601	к определенной	1	1
602	те кто	2	1
603	превращается в	7	1
604	на этот	1	1
605	выше и	1	1
606	и далее	2	1
607	своем месте	1	1
608	однако и	1	1
609	как ни	1	1
610	если этот	1	1
611	и оно	1	1
612	или с	1	1
613	о похищении	2	1
614	в связи	1	1
615	отличается от	2	1
616	нами как	2	1
617	в лесу	1	1
618	где эта	1	1
619	чего происходит	1	1
620	но кто	1	1
621	не удается	1	1
622	их к	1	1
623	при переходе	1	1
624	видит в	1	1
625	это делается	1	1
626	еще нет	4	1
627	он будет	1	1
628	наряду с	3	1
629	в чистом	1	1
630	а потом	2	1
631	быть только	2	1
632	в обратном	1	1
633	по существу	1	1
634	крови и	1	1
635	в это	4	1
636	этом случае	6	1
637	несколько слов	1	1
638	своей жизни	1	1
639	но разумеется	1	1
640	становится ясным	1	1
641	не является	1	1
642	указать на	1	1
643	но такой	1	1
644	и от	3	1
645	так или	1	1
646	место для	1	1
647	мира и	2	1
648	в другое	1	1
649	на первый	3	1
650	ее и	1	1
651	из себя	1	1
652	у них	4	1
653	его уже	1	1
654	на берегу	3	1
655	есть уже	1	1
656	могли быть	2	1
657	но вот	2	1
658	давно уже	1	1
659	в нечто	1	1
660	награду за	1	1
661	к самым	1	1
662	но обычно	1	1
663	о своем	1	1
664	не знает	1	1
665	является и	3	1
666	что под	1	1
667	из этого	3	1
668	на своем	4	1
669	бы под	1	1
670	в современной	1	1
671	как на	3	1
672	случае если	1	1
673	в своих	3	1
674	предполагают что	1	1
675	во сне	3	1
