N	3gram	Bakhtin_Fr_6	Psycholo
1	для того чтобы	1	19
2	в том что	2	12
3	все то что	4	11
4	о том что	5	10
5	в самом деле	4	7
6	с точки зрения	2	4
7	как раз в	1	4
8	том что он	1	3
9	совершенно ясно что	1	3
10	в конце концов	1	3
11	смысле этого слова	1	3
12	то что он	1	3
13	заключается в том	1	3
14	до сих пор	3	3
15	за то что	1	3
16	с одной стороны	4	3
17	сказать что в	2	2
18	никак не может	2	2
19	о том как	1	2
20	сам по себе	1	2
21	с ним в	1	2
22	во всех этих	2	2
23	вместе с тем	1	2
24	в котором все	1	2
25	и что он	1	2
26	с другой стороны	2	2
27	мы все время	1	2
28	вместо того чтобы	3	2
29	таким образом в	2	2
30	в то время	1	2
31	мы видим что	1	2
32	если мы будем	1	2
33	самом деле в	1	1
34	мы уже говорили	11	1
35	есть как бы	1	1
36	и когда она	1	1
37	по отношению к	1	1
38	и как раз	1	1
39	в которых он	1	1
40	и дает нам	1	1
41	именно то что	1	1
42	у нас на	1	1
43	в той же	4	1
44	жизни и смерти	2	1
45	только то что	1	1
46	из того что	1	1
47	и самый этот	1	1
48	всех этих событиях	1	1
49	все это мы	1	1
50	то же время	5	1
51	на этот вопрос	1	1
52	никогда не был	1	1
53	со всех сторон	1	1
54	и что это	1	1
55	только для того	1	1
56	том что даже	1	1
57	как и всякий	1	1
58	совершенно иначе чем	1	1
59	а также и	2	1
60	и никак не	1	1
61	и в этой	1	1
62	а с другой	1	1
63	именно это и	1	1
64	как раз на	1	1
65	дело в том	1	1
66	друг к другу	1	1
67	прямо сказать что	2	1
68	тесно связаны с	3	1
69	для правильного понимания	1	1
70	в целом ряде	1	1
71	как бы в	1	1
72	в нем есть	1	1
73	и даже больше	1	1
74	потому что они	1	1
75	и хотя он	1	1
76	они свидетельствуют о	1	1
77	его так же	1	1
78	у него в	1	1
79	не может быть	1	1
80	всего того что	1	1
81	то есть в	2	1
82	не забудем что	1	1
83	не только в	1	1
84	мы будем говорить	1	1
85	можно сказать что	1	1
86	с тем и	1	1
87	здесь вовсе не	1	1
88	в этой же	1	1
89	в то же	5	1
90	как мы уже	6	1
91	это как бы	1	1
92	рядом с этим	1	1
93	в предисловии к	1	1
94	в средние века	4	1
95	мы узнаем в	1	1
96	связи с этой	1	1
97	что и в	1	1
98	дело только с	1	1
99	точку зрения на	1	1
