N	3gram	Propp_Isto_7	formyVre
1	как мы уже	1	8
2	и т п	1	8
3	в связи с	1	5
4	и в других	2	4
5	по отношению к	1	3
6	до сих пор	2	3
7	не может быть	3	3
8	в то время	2	3
9	но все же	2	2
10	и в особенности	1	2
11	же как и	1	2
12	как если бы	1	2
13	с точки зрения	1	2
14	друг на друга	1	2
15	но и в	2	2
16	вместе с тем	1	2
17	то время как	2	2
18	так же как	4	2
19	не только в	5	2
20	с одной стороны	4	2
21	но все эти	1	2
22	в том что	4	2
23	как и в	2	2
24	в другом месте	1	1
25	и может быть	1	1
26	тем и наиболее	1	1
27	на том что	1	1
28	до наших дней	1	1
29	во всех видах	1	1
30	по этому вопросу	1	1
31	в самом деле	1	1
32	здесь прежде всего	1	1
33	тех случаях когда	3	1
34	но все это	1	1
35	в зависимости от	1	1
36	надо сказать что	1	1
37	не входит в	1	1
38	как мы увидим	1	1
39	но он не	1	1
40	с тем и	1	1
41	совершенно так же	1	1
42	в нужный момент	1	1
43	у него нет	1	1
44	говорит о том	1	1
45	так как он	2	1
46	и в иных	1	1
47	в тех случаях	4	1
48	что во всех	1	1
49	известно нам по	1	1
50	вплоть до наших	1	1
51	в самом начале	1	1
52	в народных сказках	1	1
53	в данном случае	3	1
54	в первый раз	1	1
55	таким образом и	1	1
56	так и в	2	1
57	отца к сыну	3	1
58	в особенности во	1	1
59	этого мотива но	1	1
60	в этом и	2	1
61	это не простая	1	1
62	во всех этих	6	1
63	от отца к	3	1
64	то же значение	1	1
65	в этом случае	1	1
66	свое существование в	1	1
67	но дело не	1	1
68	о том что	5	1
69	но и на	1	1
70	одна из форм	1	1
71	не только на	1	1
72	потому что этого	1	1
73	и вступает в	1	1
74	мы имеем в	4	1
75	сама по себе	1	1
76	дело не только	1	1
77	то новое что	1	1
78	мы уже знаем	3	1
79	в них не	1	1
80	все это не	1	1
81	для нас не	1	1
82	один из самых	1	1
