N	2gram	Tiupa_Lite_1	Formalny
1	и в	8	38
2	в этом	12	27
3	может быть	13	23
4	и его	4	21
5	таким образом	3	20
6	и не	12	20
7	в самом	3	16
8	не в	8	15
9	прежде всего	11	15
10	не может	5	14
11	в нем	2	13
12	связи с	6	13
13	но и	17	13
14	в пределах	3	12
15	в поэзии	1	12
16	с его	5	11
17	с тем	1	11
18	в том	16	11
19	языка как	1	11
20	вовсе не	1	11
21	в его	7	10
22	в связи	4	10
23	не только	24	9
24	при этом	19	9
25	и с	1	9
26	как и	6	9
27	на почве	2	9
28	самом деле	2	8
29	отнюдь не	2	8
30	все же	4	8
31	точки зрения	6	8
32	так и	4	8
33	что и	1	8
34	тем что	2	8
35	как мы	1	7
36	лишь в	4	7
37	для него	2	7
38	в своей	4	7
39	с точки	2	7
40	во втором	2	7
41	уже не	7	7
42	этом отношении	2	7
43	по существу	1	7
44	что в	3	7
45	художественного произведения	1	6
46	все эти	2	6
47	в этой	4	6
48	то же	5	6
49	было бы	2	6
50	он не	1	6
51	в их	3	6
52	могут быть	2	6
53	для понимания	2	6
54	только в	8	6
55	как такового	1	6
56	то что	10	6
57	не было	3	6
58	вместе с	1	6
59	а не	16	6
60	как раз	4	6
61	хотя бы	2	6
62	а в	3	6
63	по преимуществу	4	5
64	должна быть	2	5
65	говорить о	1	5
66	во всех	1	5
67	в общем	1	5
68	в слове	2	5
69	в то	5	5
70	в основе	3	5
71	же время	5	5
72	если бы	1	5
73	сводится к	3	5
74	и только	2	5
75	что он	5	5
76	всяком случае	2	5
77	если мы	1	5
78	именно в	1	5
79	что же	1	5
80	более того	1	5
81	во всяком	3	5
82	в сущности	2	4
83	в сторону	1	4
84	что они	1	4
85	как в	5	4
86	как таковое	1	4
87	в статье	1	4
88	не как	4	4
89	материала и	1	4
90	не столько	5	4
91	раз и	2	4
92	как о	1	4
93	к тому	2	4
94	в дальнейшем	1	4
95	но в	3	4
96	чем он	1	4
97	в большинстве	1	4
98	что не	2	4
99	за счет	1	4
100	из них	4	4
101	так как	1	4
102	не о	1	4
103	в особенности	1	4
104	и даже	3	4
105	в некоторых	1	4
106	другой стороны	1	4
107	как бы	7	4
108	совершенно не	1	4
109	к этому	1	4
110	они не	1	4
111	например в	3	3
112	же как	1	3
113	тем же	3	3
114	в зависимости	1	3
115	а как	2	3
116	мы не	1	3
117	между этими	1	3
118	то это	2	3
119	зависимости от	1	3
120	и на	1	3
121	как к	1	3
122	однако не	1	3
123	и как	1	3
124	в целом	8	3
125	из этих	2	3
126	роль в	2	3
127	только на	2	3
128	так сказать	1	3
129	искусство как	1	3
130	значительной степени	1	3
131	его в	3	3
132	это было	1	3
133	для них	2	3
134	литературного произведения	4	3
135	он и	3	3
136	такой же	1	3
137	к предмету	1	3
138	однако и	1	3
139	произведения и	1	3
140	языка который	1	3
141	не является	2	3
142	в области	3	3
143	но все	1	3
144	не есть	2	3
145	можно и	1	3
146	так в	1	3
147	в годы	1	3
148	и здесь	1	3
149	одного из	3	3
150	к действительности	1	3
151	в значительной	1	3
152	к нему	1	3
153	того что	6	3
154	в какой	1	3
155	то и	2	3
156	большинстве случаев	1	3
157	мы знаем	1	3
158	слова в	1	3
159	о каком	1	3
160	с другой	3	3
161	и прежде	3	3
162	и др	3	3
163	он становится	1	3
164	это приводит	1	3
165	на самом	1	3
166	или в	1	3
167	и все	1	3
168	была бы	1	3
169	о литературе	1	3
170	жизни и	3	3
171	и то	2	2
172	идет о	1	2
173	между двумя	1	2
174	к другому	1	2
175	едва ли	1	2
176	было и	1	2
177	это становится	1	2
178	по аналогии	3	2
179	не была	1	2
180	это время	1	2
181	он был	1	2
182	столь же	4	2
183	но не	4	2
184	но как	1	2
185	а только	2	2
186	очевидно что	1	2
187	отношение к	1	2
188	отличие от	5	2
189	в одной	1	2
190	в художественном	4	2
191	перед нами	1	2
192	то в	1	2
193	со своей	1	2
194	та же	2	2
195	в которой	1	2
196	уже в	5	2
197	он в	1	2
198	основная задача	1	2
199	борьбы с	1	2
200	в поэтике	1	2
201	в понимании	1	2
202	же это	2	2
203	состоит в	11	2
204	не к	2	2
205	и более	1	2
206	в плане	1	2
207	и по	1	2
208	на этом	2	2
209	то ни	1	2
210	для нее	2	2
211	и тем	4	2
212	само собою	1	2
213	произведение как	1	2
214	его организации	1	2
215	от него	1	2
216	должно быть	1	2
217	том что	14	2
218	на первый	1	2
219	нужно было	1	2
220	в этих	1	2
221	не так	1	2
222	во второй	1	2
223	установка на	1	2
224	в отличие	5	2
225	не могли	1	2
226	тому чтобы	1	2
227	для этого	4	2
228	даже в	2	2
229	она не	1	2
230	на один	2	2
231	значение слова	1	2
232	тем самым	5	2
233	самого начала	1	2
234	не имеет	1	2
235	ее с	1	2
236	никогда не	4	2
237	на котором	1	2
238	постольку поскольку	1	2
239	всего в	3	2
240	литературного творчества	1	2
241	и о	1	2
242	язык поэзии	1	2
243	в ее	1	2
244	и от	1	2
245	с самого	1	2
246	приводит к	3	2
247	пусть и	1	2
248	и иные	1	2
249	мы в	2	2
250	в эпоху	1	2
251	в виду	3	2
252	произведения как	1	2
253	борьба с	1	2
254	произведение искусства	8	2
255	между тем	2	2
256	во всей	1	2
257	это не	4	2
258	и всякое	1	2
259	что искусство	1	2
260	один из	3	2
261	по этому	2	2
262	потому что	3	2
263	в качестве	17	2
264	же и	3	2
265	и других	1	2
266	в котором	1	2
267	в конце	4	2
268	слово как	1	2
269	от тех	2	2
270	общения и	1	2
271	не просто	1	2
272	со стороны	4	2
273	между ними	1	2
274	что для	2	2
275	превращается в	2	2
276	до конца	1	2
277	есть лишь	1	2
278	произведения искусства	3	2
279	все более	2	2
280	ни на	1	2
281	как это	8	2
282	подхода к	1	2
283	велимир хлебников	1	2
284	установкой на	1	2
285	в той	1	2
286	из этого	1	2
287	произведения или	1	2
288	как например	1	2
289	художественное произведение	2	2
290	в чем	1	2
291	основе этой	1	2
292	а все	1	2
293	а к	1	2
294	поскольку он	2	2
295	с сыном	1	2
296	сказать что	1	2
297	поэзии как	1	2
298	от всех	1	2
299	в работах	1	2
300	языка если	1	2
301	в искусстве	2	2
302	которых не	1	1
303	как известно	1	1
304	говоря о	1	1
