N	2gram	Losev_Dial_1	Narrotol
1	не только	13	32
2	может быть	17	25
3	но и	7	23
4	в качестве	2	21
5	и не	30	20
6	то есть	1	19
7	и в	18	19
8	в том	9	18
9	в этом	12	17
10	не в	6	14
11	в частности	2	14
12	том что	9	14
13	а не	14	12
14	то что	13	11
15	а в	5	11
16	точки зрения	17	10
17	не может	12	10
18	при этом	1	9
19	в мире	2	9
20	так и	9	9
21	в его	3	9
22	со стороны	2	9
23	в себе	11	8
24	с другой	6	8
25	не является	3	8
26	еще не	2	7
27	как в	2	7
28	все же	5	7
29	времени и	1	7
30	как и	2	7
31	к тому	4	7
32	а также	1	7
33	с одной	2	7
34	одной стороны	2	7
35	но не	4	6
36	точка зрения	2	6
37	в той	1	6
38	то в	7	6
39	тем самым	1	6
40	о том	4	6
41	что он	11	6
42	именно в	2	6
43	как это	4	6
44	но в	6	6
45	отнюдь не	9	5
46	и как	7	5
47	уже не	2	5
48	в этой	1	5
49	тому же	2	5
50	далеко не	1	5
51	по себе	25	5
52	в основе	3	5
53	и его	1	5
54	к нему	8	5
55	нуждается в	3	5
56	казалось что	1	5
57	себя в	1	5
58	или иной	3	5
59	в данном	3	5
60	можно сказать	6	5
61	речь идет	1	4
62	то же	10	4
63	здесь не	1	4
64	перед нами	1	4
65	в нем	16	4
66	в силу	1	4
67	но все	3	4
68	же не	1	4
69	и с	5	4
70	было бы	12	4
71	и тем	1	4
72	точку зрения	3	4
73	связи с	1	4
74	той или	7	4
75	имеет место	1	4
76	же время	4	4
77	вслед за	2	4
78	только в	3	4
79	хотя бы	6	4
80	у него	1	4
81	в особенности	5	4
82	что не	7	4
83	прежде всего	10	4
84	если не	1	4
85	как бы	11	4
86	да и	6	4
87	отличается от	2	4
88	сказать что	10	4
89	другой стороны	4	4
90	это и	4	3
91	же как	2	3
92	и он	5	3
93	в ней	3	3
94	в ее	1	3
95	если в	3	3
96	что они	3	3
97	хотя и	4	3
98	когда он	1	3
99	что это	11	3
100	уже в	1	3
101	из этих	2	3
102	не есть	40	3
103	он не	3	3
104	не будет	1	3
105	ни в	15	3
106	тем не	1	3
107	не менее	2	3
108	в то	6	3
109	никогда не	9	3
110	на себя	1	3
111	по своей	1	3
112	этом отношении	2	3
113	могут быть	3	3
114	как мы	4	3
115	то или	3	3
116	и самого	1	3
117	на том	1	3
118	не с	5	3
119	мог бы	2	3
120	столь же	1	3
121	между тем	1	3
122	а именно	1	3
123	один из	3	3
124	из них	2	3
125	не о	4	3
126	и даже	13	3
127	даже не	3	3
128	или иначе	1	3
129	а с	2	3
130	как будто	1	3
131	не существует	7	3
132	что в	13	3
133	ни было	2	3
134	жизни в	1	3
135	жизни и	3	3
136	как известно	1	2
137	отношения к	3	2
138	например в	1	2
139	и потому	3	2
140	самом деле	3	2
141	к другому	1	2
142	и до	1	2
143	должна быть	3	2
144	мы имеем	2	2
145	говорить о	5	2
146	в будущем	1	2
147	он сам	5	2
148	иное как	1	2
149	во внешнем	1	2
150	но как	2	2
151	не то	6	2
152	отношение к	5	2
153	нет и	1	2
154	или иное	3	2
155	первый взгляд	1	2
156	что именно	2	2
157	в своем	5	2
158	что касается	2	2
159	в полном	1	2
160	что по	1	2
161	более или	3	2
162	в противоположность	5	2
163	так или	1	2
164	все эти	2	2
165	бы не	1	2
166	та же	3	2
167	с чем	1	2
168	не как	2	2
169	постольку поскольку	1	2
170	а по	1	2
171	для своей	1	2
172	зрения на	1	2
173	его в	1	2
174	того или	1	2
175	от одного	1	2
176	это не	9	2
177	несмотря на	10	2
178	жизни но	1	2
179	на первый	1	2
180	или менее	3	2
181	и сейчас	2	2
182	с точки	12	2
183	процесса и	1	2
184	зрения и	1	2
185	даже в	3	2
186	есть всегда	4	2
187	вплоть до	3	2
188	она не	6	2
189	что иное	1	2
190	себе самом	2	2
191	не имеет	15	2
192	ничего не	17	2
193	как формы	1	2
194	имеем дело	1	2
195	как раз	4	2
196	встречается в	1	2
197	когда мы	1	2
198	то они	1	2
199	оно не	1	2
200	утверждать что	3	2
201	но сама	1	2
202	которых и	1	2
203	говорит и	1	2
204	на другой	1	2
205	и когда	1	2
206	что у	1	2
207	можно было	5	2
208	другом и	1	2
209	быть может	4	2
210	его жизни	1	2
211	том или	2	2
212	и только	1	2
213	может оказаться	2	2
214	есть в	1	2
215	но от	1	2
216	для него	2	2
217	сами по	1	2
218	или ином	1	2
219	смерти и	1	2
220	одну из	1	2
221	и др	1	2
222	нового времени	1	2
223	говорит о	5	2
224	не было	6	2
225	зависит от	1	2
226	его как	1	2
227	как ни	1	2
228	точек зрения	3	2
229	о чем	2	2
230	не всегда	1	2
231	к другой	1	2
232	а если	1	2
233	наряду с	1	2
234	по существу	1	2
235	только о	1	2
236	что мы	1	2
237	каким он	1	2
238	что нет	1	2
239	и для	2	2
240	для автора	1	2
241	в связи	1	2
242	она может	1	2
243	в результате	1	2
244	мира и	1	2
245	каждый год	1	2
246	и все	3	2
247	тем более	2	2
248	хотя в	1	2
249	к самому	2	2
250	между ними	1	2
251	совершенно не	8	2
252	жизни а	1	2
253	не что	1	2
254	себе не	5	2
255	в какой	1	2
256	так же	4	2
257	в таком	1	2
258	точно так	2	2
259	этой точки	2	2
260	они не	1	2
261	неотделима от	1	1
262	также и	7	1
263	на самом	3	1
264	он может	1	1
265	на вас	2	1
266	показаться что	1	1
267	о разных	1	1
268	и есть	16	1
269	что смысл	3	1
270	чего не	1	1
271	от самого	3	1
272	и больше	2	1
273	действительности и	3	1
274	уже по	1	1
275	по его	1	1
276	и могут	1	1
277	есть не	3	1
278	им самим	1	1
279	связаны между	1	1
280	мир не	1	1
281	этом не	1	1
282	только благодаря	1	1
283	он как	1	1
284	есть нечто	10	1
285	но она	3	1
286	больше всего	1	1
287	мы и	2	1
288	имеет своим	1	1
289	этих характеристик	1	1
290	которое в	2	1
291	как не	2	1
292	сам по	6	1
293	к своему	1	1
294	себе а	2	1
295	разумеется не	1	1
296	столько же	1	1
297	к ее	1	1
298	в различных	1	1
299	в чем	6	1
300	во всех	1	1
301	бы она	1	1
302	совершенно особое	1	1
303	не требует	1	1
304	ее к	1	1
305	иметь в	3	1
306	совсем не	1	1
307	и три	1	1
308	мы будем	1	1
309	только потому	3	1
310	эта особенность	1	1
311	а он	3	1
312	друг от	1	1
313	один и	1	1
314	такого мира	1	1
315	мере в	1	1
316	данный момент	1	1
317	из уст	1	1
318	что как	2	1
319	вспомним что	1	1
320	и где	2	1
321	кто не	1	1
322	сознания в	1	1
323	могли бы	1	1
324	и наконец	1	1
325	ином отношении	1	1
326	и к	1	1
327	от этого	3	1
328	поэтому и	2	1
329	собственном или	1	1
330	в самом	3	1
331	человеческого сознания	2	1
332	даже если	3	1
333	из жизни	1	1
334	но по	1	1
335	сказать о	1	1
336	формы в	1	1
337	тоже не	2	1
338	в мышлении	1	1
339	свет в	1	1
340	в первую	2	1
341	в понимании	1	1
342	это надо	1	1
343	том чтобы	1	1
344	содержит в	3	1
345	себе момент	1	1
346	на земле	2	1
347	что ни	3	1
348	и по	1	1
349	на этом	2	1
350	образа и	2	1
351	или иных	1	1
352	не бывает	1	1
353	от других	1	1
354	таким образом	1	1
355	здесь мы	1	1
356	это случилось	1	1
357	и может	2	1
358	в другом	2	1
359	чего он	1	1
360	об этом	4	1
361	мы уже	1	1
362	первую очередь	1	1
363	с другими	2	1
364	этом смысле	3	1
365	но именно	1	1
366	солнце и	1	1
367	но уже	2	1
368	в них	3	1
369	также не	1	1
370	все равно	3	1
371	а за	1	1
372	на другое	1	1
373	он и	2	1
374	основывается на	1	1
375	оно имеет	1	1
376	с такой	1	1
377	в чистом	1	1
378	мы не	1	1
379	в развитии	1	1
380	и ничего	1	1
381	думает о	1	1
382	как таковой	4	1
383	и тогда	2	1
384	себе с	1	1
385	что если	2	1
386	нами два	1	1
387	не становится	1	1
388	в котором	4	1
389	в их	3	1
390	в субъекте	1	1
391	к одному	1	1
392	как произведение	1	1
393	место в	1	1
394	на свою	1	1
395	в которых	2	1
396	мысли и	3	1
397	и другого	2	1
398	есть его	1	1
399	образом и	2	1
400	последних дней	1	1
401	но он	1	1
402	над ними	1	1
403	по крайней	4	1
404	и более	4	1
405	не могли	1	1
406	в конце	4	1
407	и то	9	1
408	чистом виде	1	1
409	есть тоже	2	1
