N	3gram	Tiupa_Anal_2	Vladivir
1	в том что	6	9
2	в связи с	1	8
3	тем не менее	3	6
4	и то что	2	5
5	по крайней мере	3	4
6	содержит в себе	3	4
7	более или менее	1	3
8	с точки зрения	2	3
9	в отличие от	2	3
10	в то же	2	3
11	точно так же	1	3
12	на этот раз	1	3
13	так или иначе	1	3
14	то же время	2	3
15	о том что	6	3
16	сказать что в	1	2
17	между прочим и	1	2
18	на то что	2	2
19	ко всему этому	1	2
20	можно было бы	2	2
21	в данном случае	5	2
22	не только в	2	2
23	так и не	4	2
24	в свою очередь	1	2
25	а в том	1	2
26	а то что	1	2
27	заключается в том	1	2
28	во второй половине	1	2
29	до некоторой степени	1	2
30	что иное как	1	1
31	уже содержит в	1	1
32	а не с	1	1
33	второй и третий	1	1
34	он не только	1	1
35	крайней мере в	1	1
36	было не так	1	1
37	в этом случае	4	1
38	я от него	1	1
39	то что с	1	1
40	как раз и	1	1
41	тот же самый	1	1
42	этот раз не	1	1
43	только то что	1	1
44	в этом отношении	3	1
45	на этот вопрос	1	1
46	до известной степени	1	1
47	это было не	1	1
48	в самом начале	3	1
49	такой степени что	1	1
50	и все его	1	1
51	нам представляется что	1	1
52	то его можно	1	1
53	в первую очередь	1	1
54	из них не	1	1
55	не может быть	1	1
56	в свое время	1	1
57	в споре с	1	1
58	и особенно в	1	1
59	в чем дело	1	1
60	в самом деле	1	1
61	можно сказать что	1	1
62	в этом смысле	2	1
63	не что иное	1	1
64	никак не может	1	1
65	к тому же	4	1
66	при этом она	1	1
