N	3gram	Bakhtin_Fr_4	VeschiIm
1	не может быть	1	18
2	в том что	1	6
3	одно и то	1	5
4	и то же	1	5
5	в свою очередь	1	5
6	с точки зрения	2	4
7	и то что	1	4
8	не только в	2	4
9	то же время	8	4
10	в то же	8	4
11	более или менее	3	3
12	подобно тому как	3	3
13	и в то	4	3
14	все же не	1	3
15	можно сказать что	1	2
16	дело в том	1	2
17	но даже и	1	2
18	в данном случае	1	2
19	именно тем что	1	2
20	в нем нет	1	2
21	таким образом что	1	1
22	и того же	1	1
23	как она есть	1	1
24	того же типа	1	1
25	но как раз	1	1
26	имеется в виду	2	1
27	с полной ясностью	1	1
28	между прочим и	1	1
29	далеко не все	1	1
30	мы уже сказали	1	1
31	них получилось нечто	1	1
32	в каждый момент	1	1
33	одной стороны и	1	1
34	на первый план	1	1
35	до сих пор	1	1
36	и не может	1	1
37	и со стороны	1	1
38	в той же	1	1
39	что мы уже	1	1
40	того что они	1	1
41	может быть и	1	1
42	как раз в	1	1
43	то время как	1	1
44	в самом начале	1	1
45	но в то	1	1
46	мы не знаем	1	1
47	таким образом и	3	1
48	с одной стороны	2	1
49	из них получилось	1	1
50	в конце концов	4	1
51	смысле этого слова	1	1
52	и как бы	1	1
53	по природе своей	1	1
54	даже и в	1	1
55	это не значит	1	1
56	с другой стороны	3	1
57	в то время	2	1
58	это и есть	3	1
59	прежде всего к	1	1
60	о том что	2	1
61	нужно сказать что	2	1
62	одного и того	1	1
63	для того чтобы	3	1
64	судить о характере	1	1
65	мы видим что	1	1
66	мы сказали что	1	1
67	тех или иных	1	1
68	может быть ни	1	1
69	что и в	1	1
70	что из них	1	1
71	перед нами как	1	1
