N	2gram	Voloshinov_1	VerxiiNi
1	и в	19	26
2	таким образом	17	22
3	с тем	1	18
4	в этом	16	15
5	точки зрения	34	13
6	как бы	15	12
7	в том	6	11
8	из этих	2	10
9	не только	8	10
10	и с	2	10
11	может быть	26	10
12	связи с	11	9
13	в области	3	9
14	так как	2	9
15	но и	8	9
16	что в	4	9
17	но не	1	8
18	в общем	1	8
19	главным образом	1	8
20	с другой	5	8
21	и не	26	8
22	но в	7	7
23	но все	3	7
24	из них	3	7
25	том что	3	7
26	потому что	1	7
27	к нему	1	7
28	с одной	1	7
29	то что	8	7
30	одной стороны	1	7
31	того же	6	6
32	все же	8	6
33	все эти	7	6
34	в себе	2	6
35	всяком случае	2	6
36	с точки	20	6
37	в отношении	4	6
38	к тому	2	6
39	так и	11	6
40	и т.д	2	6
41	о том	2	6
42	в конце	5	6
43	что и	2	6
44	и потому	5	6
45	все это	3	6
46	мы должны	3	6
47	во всяком	5	6
48	отношение к	1	5
49	сих пор	8	5
50	и к	3	5
51	лишь в	9	5
52	или менее	1	5
53	не имеет	3	5
54	того чтобы	5	5
55	никогда не	2	5
56	с другом	1	5
57	для того	4	5
58	образом в	1	5
59	в его	6	5
60	до сих	8	5
61	а не	7	5
62	к жизни	1	5
63	друг с	1	5
64	и для	11	5
65	так же	7	5
66	одной из	3	5
67	более или	1	5
68	том числе	2	5
69	в котором	3	4
70	то же	7	4
71	целый ряд	3	4
72	в самом	10	4
73	в этой	1	4
74	и по	1	4
75	что все	2	4
76	с другими	3	4
77	он не	3	4
78	далеко не	4	4
79	в то	3	4
80	в нем	10	4
81	а в	4	4
82	числе и	2	4
83	и что	1	4
84	и только	2	4
85	только в	9	4
86	на этот	3	4
87	не может	24	4
88	из которых	2	4
89	в смысле	6	4
90	и от	3	4
91	во время	1	4
92	что он	2	4
93	же как	2	3
94	из всех	1	3
95	в своем	2	3
96	и как	3	3
97	в которой	3	3
98	что это	1	3
99	так или	1	3
100	и те	7	3
101	друг за	1	3
102	и если	1	3
103	при этом	8	3
104	всегда и	1	3
105	подойти к	2	3
106	и при	3	3
107	тем не	2	3
108	если бы	2	3
109	то с	1	3
110	не менее	4	3
111	в других	1	3
112	уже с	1	3
113	с самого	4	3
114	культуры и	2	3
115	на нее	1	3
116	ясно что	5	3
117	можно сказать	3	3
118	в значительной	1	3
119	того что	3	3
120	хотя бы	5	3
121	в качестве	2	3
122	так что	1	3
123	уже не	1	3
124	связывается с	1	3
125	для него	9	3
126	в одном	1	3
127	и даже	2	3
128	или иначе	2	3
129	с ней	1	3
130	своей индивидуальности	1	3
131	в связи	7	3
132	в рамках	1	3
133	с этой	2	3
134	в результате	9	3
135	у них	1	3
136	конце концов	3	3
137	отношению к	2	3
138	и другие	1	3
139	к этому	5	3
140	в таком	2	3
141	говорили о	2	2
142	одним из	2	2
143	связана с	2	2
144	и это	3	2
145	его не	1	2
146	бы например	1	2
147	так чтобы	1	2
148	еще не	4	2
149	и на	4	2
150	бы то	8	2
151	с его	1	2
152	во всех	7	2
153	различия между	1	2
154	относится к	1	2
155	общего с	3	2
156	и наконец	1	2
157	и материальной	1	2
158	еще на	1	2
159	ни один	1	2
160	не могла	1	2
161	перестает быть	1	2
162	не как	2	2
163	из него	2	2
164	его от	1	2
165	связан с	1	2
166	то ни	8	2
167	никто из	2	2
168	те же	5	2
169	на все	1	2
170	с целью	1	2
171	что большинство	1	2
172	мы видели	1	2
173	но если	2	2
174	нет для	1	2
175	которые в	1	2
176	не в	5	2
177	в россии	1	2
178	как от	1	2
179	самого начала	4	2
180	этими двумя	2	2
181	для каждого	3	2
182	тогда когда	1	2
183	тех пор	2	2
184	не могло	2	2
185	только не	1	2
186	в разных	1	2
187	в самой	1	2
188	же время	3	2
189	в русском	1	2
190	и является	2	2
191	так например	1	2
192	самой этой	1	2
193	этом отношении	3	2
194	и здесь	6	2
195	не могут	3	2
196	и другой	1	2
197	отличается от	1	2
198	той или	1	2
199	ничего общего	5	2
200	но при	2	2
201	приводит к	1	2
202	в образе	1	2
203	особенно в	1	2
204	можно только	1	2
205	для этого	1	2
206	в виду	2	2
207	к одной	1	2
208	психической жизни	4	2
209	должно было	1	2
210	между тем	3	2
211	еще только	2	2
212	быть и	3	2
213	по своей	1	2
214	тот же	4	2
215	и действительно	3	2
216	очень много	1	2
217	между этими	2	2
218	от них	1	2
219	со всеми	1	2
220	для всех	2	2
221	конечно не	5	2
222	уже в	1	2
223	в начале	5	2
224	мы можем	2	2
225	нее не	1	2
226	он один	1	2
227	или иной	3	2
228	именно в	5	2
229	прежде всего	13	2
230	превращается в	1	2
231	не было	3	2
232	и все	5	2
233	так называемой	1	2
234	всех других	3	2
235	уже давно	1	2
236	и особенно	1	2
237	без помощи	1	2
238	требует от	1	2
239	и мир	1	2
240	по существу	1	2
241	никем не	1	2
242	на пути	1	2
243	благодаря этому	2	2
244	что мы	1	2
245	влечет за	1	2
246	же самое	3	2
247	сознании и	1	2
248	при таком	1	2
249	совершенно иной	1	2
250	ни было	10	2
251	в свою	2	2
252	в процессе	14	2
253	сказать что	4	2
254	к его	2	2
255	из этого	2	2
256	ли они	1	2
257	жизни и	2	2
258	можно назвать	1	2
259	этой точки	1	2
260	от этой	1	1
261	этого в	1	1
262	языка с	2	1
263	таком случае	2	1
264	становится в	1	1
265	а между	1	1
266	самом деле	10	1
267	он может	3	1
268	или к	2	1
269	это и	3	1
270	и есть	3	1
271	индивидуальности и	1	1
272	тем же	1	1
273	в первом	3	1
274	явления и	1	1
275	глубокие различия	1	1
276	и до	1	1
277	определенной категории	1	1
278	миром но	1	1
279	и требует	1	1
280	и этот	2	1
281	этом направлении	1	1
282	мы уже	2	1
283	той же	2	1
284	а как	3	1
285	далее в	1	1
286	мы не	6	1
287	мир не	1	1
288	тождественные с	1	1
289	совершенно так	1	1
290	бы и	2	1
291	этого момента	1	1
292	в сущности	3	1
293	совпадает с	2	1
294	этим определяется	2	1
295	и образуют	1	1
296	жизни это	1	1
297	в ней	4	1
298	связи со	1	1
299	на них	1	1
300	быть в	2	1
301	в широком	1	1
302	в чем	2	1
303	что становится	1	1
304	до настоящего	5	1
305	а следовательно	1	1
306	так для	1	1
307	помимо этого	1	1
308	по отношению	3	1
309	а и	1	1
310	представители этой	1	1
311	отличие от	5	1
312	легче и	1	1
313	один и	3	1
314	идет о	1	1
315	материалом для	1	1
316	работа в	1	1
317	в одной	2	1
318	как в	4	1
319	как к	2	1
320	с их	1	1
321	более и	1	1
322	это был	1	1
323	однако не	2	1
324	всей этой	1	1
325	могли бы	1	1
326	это тоже	1	1
327	его к	2	1
328	и продолжают	1	1
329	следует сказать	1	1
330	от этого	2	1
331	взаимодействия между	1	1
332	то в	2	1
333	не приходится	2	1
334	та же	1	1
335	формы в	2	1
336	чуть ли	1	1
337	в нашем	2	1
338	тоже не	1	1
339	и тот	4	1
340	если он	2	1
341	вследствие этого	1	1
342	так сказать	6	1
343	широком смысле	1	1
344	но именно	3	1
345	о морали	1	1
346	чтобы они	1	1
347	именно то	1	1
348	всех этих	1	1
349	к одному	4	1
350	в корне	3	1
351	и более	2	1
352	наиболее ярким	1	1
353	человека в	2	1
354	от нее	2	1
355	не следует	1	1
356	наука об	4	1
357	сделать из	1	1
358	касается до	1	1
359	бы быть	1	1
360	а по	1	1
361	на этой	2	1
362	его в	3	1
363	входит в	5	1
364	это не	1	1
365	было бы	4	1
366	на почве	6	1
367	не совпадает	1	1
368	что один	1	1
369	лишь на	1	1
370	а просто	1	1
371	ни в	2	1
372	нет в	1	1
373	она и	1	1
374	имеет лишь	1	1
375	и вызвал	1	1
376	в слове	10	1
377	как и	12	1
378	должно быть	2	1
379	и того	6	1
380	одного и	5	1
381	или вообще	2	1
382	в своей	3	1
383	что такое	2	1
384	то для	1	1
385	знает и	1	1
386	место в	3	1
387	на каждом	1	1
388	в отличие	5	1
389	должны были	1	1
390	по всем	1	1
391	их в	1	1
392	необходимо чтобы	5	1
393	по себе	4	1
394	связей с	1	1
395	сознании в	1	1
396	тем этот	1	1
397	чистом виде	1	1
398	эта мысль	2	1
399	без участия	1	1
400	у этих	1	1
401	является лишь	3	1
402	того как	1	1
403	всех тех	1	1
404	не по	1	1
405	взглянуть на	1	1
406	чтобы стать	1	1
407	проникают в	1	1
