N	2gram	Bakhtin_Pr_3	RusskieA
1	и в	53	29
2	том что	5	22
3	в том	14	22
4	что в	2	22
5	как бы	14	18
6	состоит в	1	15
7	в других	1	15
8	и другие	9	14
9	так как	7	13
10	может быть	12	13
11	в землю	1	13
12	во время	1	12
13	в этом	8	11
14	как и	11	11
15	одна из	7	11
16	не только	4	10
17	и с	6	10
18	все это	8	10
19	во многих	1	9
20	о том	2	9
21	в некоторых	4	9
22	а в	2	9
23	его в	2	8
24	показывает что	1	8
25	или на	2	8
26	но и	7	8
27	ее в	3	8
28	как в	7	7
29	мы видели	2	7
30	или в	1	7
31	этот обряд	1	6
32	мы имеем	1	6
33	мы не	4	6
34	еще не	5	6
35	и на	18	6
36	при этом	3	6
37	таким образом	6	6
38	на голову	1	6
39	в обряде	2	6
40	для того	1	6
41	вместе с	2	6
42	но не	5	5
43	но в	5	5
44	на земле	14	5
45	это не	6	5
46	не может	2	5
47	представление о	1	5
48	эти обряды	1	5
49	потому что	5	5
50	для этого	1	5
51	и что	1	5
52	земли и	1	5
53	то что	9	5
54	с ней	3	5
55	к этому	4	5
56	то же	6	4
57	на них	1	4
58	видели что	2	4
59	не все	1	4
60	уже не	1	4
61	в другие	4	4
62	их в	2	4
63	а затем	4	4
64	в них	2	4
65	далеко не	2	4
66	и потом	1	4
67	не в	2	4
68	земле и	2	4
69	а также	4	4
70	так что	1	4
71	из них	4	4
72	именно в	2	4
73	а не	11	4
74	о чем	1	4
75	как это	2	4
76	по существу	5	4
77	и все	10	4
78	в таком	2	4
79	и через	3	3
80	в году	1	3
81	в xix	1	3
82	в ее	3	3
83	что это	2	3
84	все эти	9	3
85	в этой	1	3
86	что она	1	3
87	главным образом	3	3
88	и по	3	3
89	на этом	1	3
90	и других	9	3
91	с другими	3	3
92	живет в	2	3
93	должен был	1	3
94	не всегда	1	3
95	в эту	3	3
96	в этих	5	3
97	в котором	1	3
98	в отличие	1	3
99	не будем	3	3
100	но он	2	3
101	и под	3	3
102	в таких	1	3
103	на землю	4	3
104	и другой	3	3
105	как мы	5	3
106	во всех	12	3
107	в свете	1	3
108	между тем	2	3
109	в качестве	1	3
110	связь с	2	3
111	в последний	1	3
112	или даже	1	3
113	друг друга	1	3
114	отличие от	1	3
115	связаны с	3	3
116	тем что	2	3
117	что для	1	3
118	для этой	2	3
119	и от	3	3
120	было бы	5	3
121	но если	1	3
122	вряд ли	1	2
123	одним из	3	2
124	мы здесь	3	2
125	и то	1	2
126	на самом	1	2
127	это и	1	2
128	идут к	1	2
129	но она	1	2
130	что иное	1	2
131	иное как	1	2
132	а он	1	2
133	иногда и	3	2
134	а через	1	2
135	с этим	2	2
136	как уже	1	2
137	не было	4	2
138	к числу	1	2
139	этой цели	1	2
140	живут в	1	2
141	не можем	1	2
142	в которой	2	2
143	из этих	1	2
144	чтобы они	1	2
145	не к	1	2
146	людей и	1	2
147	в образе	3	2
148	здесь мы	2	2
149	связанные с	3	2
150	об этом	1	2
151	же а	1	2
152	и иногда	1	2
153	смерть и	1	2
154	для них	1	2
155	и еще	1	2
156	в своей	3	2
157	нас не	1	2
158	в их	2	2
159	тем не	2	2
160	дают нам	1	2
161	не менее	3	2
162	как можно	1	2
163	в то	5	2
164	принадлежат к	1	2
165	того как	1	2
166	с элементами	1	2
167	когда они	1	2
168	никогда не	2	2
169	к ней	1	2
170	во всем	2	2
171	связи с	1	2
172	кроме того	3	2
173	что на	1	2
174	в момент	1	2
175	все то	3	2
176	начиная с	3	2
177	день в	1	2
178	игра в	1	2
179	обряд и	1	2
180	говорит о	2	2
181	на другой	1	2
182	можно было	1	2
183	жизнь и	1	2
184	образом в	2	2
185	будем здесь	1	2
186	влияние на	12	2
187	после того	1	2
188	с другой	2	2
189	все в	1	2
190	что и	3	2
191	в форме	6	2
192	представления о	2	2
193	один из	6	2
194	и ее	6	2
195	этого праздника	1	2
196	есть в	3	2
197	такое объяснение	1	2
198	представлений о	1	2
199	связано с	1	2
200	каждый из	1	2
201	заметить что	1	2
202	смерти и	4	2
203	со смехом	1	2
204	же деле	1	2
205	чем в	1	2
206	это пока	1	2
207	здесь в	10	2
208	человека а	1	2
209	прежде всего	15	2
210	по нескольку	1	2
211	самом же	1	2
212	там где	1	2
213	через него	1	2
214	из которых	1	2
215	могут быть	4	2
216	быть только	2	2
217	с этой	1	2
218	человека который	1	2
219	этом и	1	2
220	и для	4	2
221	ее и	1	2
222	жизни в	3	2
223	не что	1	2
224	в своих	2	2
225	это в	1	2
226	а между	2	1
227	этим как	1	1
228	ли мы	1	1
229	ту же	1	1
230	карнавал и	1	1
231	отношение к	6	1
232	человека и	7	1
233	смех такова	1	1
234	к этой	1	1
235	здесь и	4	1
236	из самых	2	1
237	которую они	1	1
238	как над	1	1
239	и до	5	1
240	смерть в	1	1
241	очень много	1	1
242	применении к	1	1
243	с вином	1	1
244	мы уже	5	1
245	например в	5	1
246	очень широко	2	1
247	необходимо указать	1	1
248	что если	1	1
249	характерная особенность	1	1
250	этом не	1	1
251	не была	1	1
252	говорить о	2	1
253	характер она	1	1
254	мы и	2	1
255	то это	1	1
256	в ней	7	1
257	относится и	1	1
258	что через	1	1
259	в различных	1	1
260	без особой	1	1
261	огня в	1	1
262	потом на	1	1
263	к слову	1	1
264	воплощенной в	1	1
265	нет и	1	1
266	живут они	1	1
267	большое значение	1	1
268	что они	1	1
269	есть смерть	1	1
270	относится к	1	1
271	смех это	1	1
272	независимо от	1	1
273	что именно	2	1
274	так называемая	2	1
275	некоторое время	1	1
276	в своем	1	1
277	все остальные	1	1
278	перед нами	5	1
279	человек на	1	1
280	и где	1	1
281	хотя и	4	1
282	когда он	1	1
283	и наконец	2	1
284	более или	3	1
285	можно в	1	1
286	в самом	2	1
287	царстве мертвых	2	1
288	уже в	2	1
289	по идее	1	1
290	он в	2	1
291	или во	1	1
292	рассказ о	1	1
293	тем он	1	1
294	смеха в	1	1
295	только один	1	1
296	тому же	2	1
297	как он	2	1
298	но на	1	1
299	и если	3	1
300	в нем	10	1
301	вера в	1	1
302	так сказать	5	1
303	празднества и	1	1
304	всех этих	1	1
305	до самого	1	1
306	празднеств и	1	1
307	только в	4	1
308	в нее	1	1
309	именно это	1	1
310	это конечно	2	1
