N	3gram	Propp_Isto_4	Vladivir
1	в связи с	2	8
2	в то время	1	6
3	тем не менее	2	6
4	и то что	5	5
5	как это мы	1	4
6	содержит в себе	2	4
7	точно так же	5	3
8	не в том	1	3
9	то что он	2	3
10	о том что	2	3
11	между прочим и	1	2
12	на то что	3	2
13	в данном случае	3	2
14	не только в	2	2
15	он уже не	1	2
16	не имеет никакого	1	2
17	а именно к	1	2
18	и как мы	1	2
19	после того как	2	2
20	как мы видели	3	2
21	как это впрочем	1	1
22	что иное как	3	1
23	что в этом	1	1
24	он все же	1	1
25	но и по	1	1
26	и по существу	1	1
27	от своего отца	1	1
28	в том числе	1	1
29	можно найти много	1	1
30	в этом случае	3	1
31	в своей работе	1	1
32	общение человека с	1	1
33	с представлением о	2	1
34	до сих пор	5	1
35	что даже и	1	1
36	не говорится но	1	1
37	на этот вопрос	2	1
38	только при помощи	1	1
39	год или два	1	1
40	вместе с тем	1	1
41	и с этой	1	1
42	может быть и	1	1
43	и никому не	1	1
44	в том как	1	1
45	то время как	1	1
46	не только как	1	1
47	но вместе с	1	1
48	то что по	1	1
49	на земле в	1	1
50	хотя бы на	1	1
51	из них не	1	1
52	при жизни и	1	1
53	не может быть	4	1
54	что же это	1	1
55	здесь перед нами	1	1
56	ничего общего с	1	1
57	что такого рода	1	1
58	но сам он	1	1
59	мы увидим ниже	1	1
60	приведем еще один	1	1
61	но все же	4	1
62	с этой стороны	2	1
63	же это за	1	1
64	можно сказать что	1	1
65	только тогда когда	1	1
66	к нему с	1	1
67	за то что	1	1
68	к своему другу	1	1
69	не что иное	3	1
70	и он стал	1	1
71	и т д	24	1
