N	3gram	Tiupa_Lite_3	StatiiOP
1	в том что	4	11
2	и т п	1	6
3	не может быть	3	5
4	как например в	2	4
5	с точки зрения	3	4
6	в этом отношении	5	4
7	с другой стороны	2	4
8	о том что	4	4
9	состоит в том	2	3
10	в связи с	1	3
11	то же время	7	3
12	не только в	2	3
13	на то что	2	3
14	в то же	7	3
15	но это не	1	3
16	то что я	2	2
17	но и в	2	2
18	и тем не	1	2
19	в том чтобы	2	2
20	тем что он	2	2
21	с одной стороны	4	2
22	между тем как	1	2
23	к тому что	1	2
24	тем не менее	1	2
25	это вредно для	1	1
26	одних и тех	1	1
27	может быть выражено	1	1
28	пришли к власти	1	1
29	более или менее	1	1
30	на самом деле	1	1
31	в самом деле	2	1
32	своего творчества он	1	1
33	то же самое	2	1
34	что по мнению	1	1
35	говоря уже о	3	1
36	именно то что	1	1
37	в такого рода	2	1
38	вместе с тем	1	1
39	времени х годов	1	1
40	в последнем из	1	1
41	и тех же	1	1
42	а то и	1	1
43	то что в	1	1
44	в году он	1	1
45	с этой точки	1	1
46	и в частности	2	1
47	на мой взгляд	1	1
48	как раз в	1	1
49	на этой почве	1	1
50	в самом начале	1	1
51	по существу это	1	1
52	по большей части	2	1
53	так или иначе	2	1
54	в той или	1	1
55	свое место в	1	1
56	остаться самим собой	1	1
57	на вопрос что	1	1
58	что несмотря на	1	1
59	не за себя	1	1
60	этой точки зрения	1	1
61	может быть не	1	1
62	но уже в	1	1
63	то что ему	2	1
64	в свою очередь	1	1
65	в одном из	2	1
66	и в самом	2	1
67	не только не	1	1
68	той или иной	2	1
69	о чем говорят	1	1
70	вопрос о том	1	1
71	или иной мере	1	1
72	все они по	1	1
73	не знает что	1	1
74	того чтобы стать	1	1
75	для того чтобы	1	1
76	не говоря уже	4	1
