N	3gram	Berdyaev_M_2	FransuaR
1	для того чтобы	4	6
2	в том что	2	6
3	в этом отношении	1	5
4	так же как	3	4
5	на самом деле	1	4
6	потому что он	2	3
7	до сих пор	3	3
8	потому что она	3	2
9	как и во	2	2
10	с точки зрения	1	2
11	со всеми его	1	2
12	же как и	3	2
13	не может быть	8	2
14	у нее нет	1	2
15	хотя бы в	1	2
16	также и в	2	2
17	том что в	1	1
18	что иное как	3	1
19	в стороне от	1	1
20	потому что в	1	1
21	и той же	2	1
22	по отношению к	2	1
23	что преподносится в	1	1
24	того что преподносится	1	1
25	резком противоречии с	1	1
26	том что это	1	1
27	в ней есть	2	1
28	сих пор не	1	1
29	как и все	1	1
30	его в свое	1	1
31	что он не	1	1
32	очень характерно для	1	1
33	и та же	2	1
34	и землю и	1	1
35	между тем как	1	1
36	все те же	1	1
37	но это не	2	1
38	своего отца и	1	1
39	в своей книге	1	1
40	не будет уже	1	1
41	может быть и	2	1
42	еще вернемся к	1	1
43	в резком противоречии	1	1
44	в значительной степени	1	1
45	находится во власти	1	1
46	он в свою	1	1
47	мы еще вернемся	2	1
48	и в этой	1	1
49	и в основе	1	1
50	в нем есть	6	1
51	по ту сторону	1	1
52	одной и той	2	1
53	есть не что	3	1
54	но сам он	1	1
55	не что иное	3	1
56	от того что	3	1
57	как и в	2	1
58	но он не	1	1
59	одна и та	2	1
60	о том что	2	1
61	никогда и нигде	1	1
62	чем у нас	1	1
63	той или иной	1	1
64	нужно признать что	1	1
65	народа и в	1	1
66	после того как	2	1
67	не принадлежит в	1	1
68	сходить с ума	2	1
69	все идет к	1	1
70	так как он	2	1
71	что и в	4	1
72	только тогда когда	1	1
73	именно потому что	1	1
74	начинается после того	1	1
