N	2gram	Medvedev_V_1	Vladivir
1	вл соловьева	1	188
2	у вл	1	42
3	и в	26	40
4	то что	6	28
5	не только	25	25
6	и не	19	25
7	у него	6	24
8	то есть	1	24
9	том что	8	18
10	в том	15	18
11	но и	10	18
12	еще и	2	18
13	также и	2	17
14	что в	10	17
15	в этом	26	16
16	в его	14	14
17	не может	17	14
18	в виде	1	13
19	точки зрения	3	13
20	вовсе не	3	13
21	только в	7	13
22	в конце	3	12
23	даже и	3	12
24	а именно	1	12
25	сказать что	5	12
26	никогда не	4	11
27	потому что	1	11
28	таким образом	31	11
29	о том	10	11
30	в году	6	10
31	ни в	1	10
32	и его	6	10
33	то это	2	10
34	прежде всего	13	10
35	как раз	3	10
36	и потому	2	10
37	и то	1	9
38	уже не	1	9
39	в себе	6	9
40	в своей	4	9
41	не менее	2	9
42	как мы	1	8
43	в своем	8	8
44	в этой	4	8
45	он не	2	8
46	не был	1	8
47	и что	1	8
48	а также	1	8
49	для него	8	8
50	может быть	22	8
51	а не	7	8
52	так же	3	8
53	а только	1	7
54	хотя и	2	7
55	и как	3	7
56	и если	1	7
57	что все	3	7
58	с тем	3	7
59	как и	7	7
60	несмотря на	1	7
61	в то	6	7
62	мы бы	1	7
63	что и	3	7
64	того что	3	7
65	вместе с	7	7
66	к тому	4	7
67	а в	3	7
68	в своих	2	7
69	смысле слова	2	6
70	кроме того	1	6
71	то в	1	6
72	по себе	2	6
73	и это	1	6
74	и от	3	6
75	так и	5	6
76	об этом	9	6
77	значит что	2	6
78	и даже	2	6
79	если не	1	6
80	да и	1	6
81	это значит	1	6
82	но это	1	6
83	хотя бы	19	6
84	в ней	2	5
85	отнюдь не	3	5
86	в истории	1	5
87	более или	6	5
88	все эти	6	5
89	тому же	1	5
90	можно было	2	5
91	должно быть	2	5
92	или менее	6	5
93	тем что	1	5
94	для нас	1	5
95	у нас	2	5
96	ничего общего	1	5
97	еще в	1	5
98	с другой	11	5
99	конце концов	2	5
100	что он	4	5
101	только на	1	5
102	в одном	4	5
103	не было	7	5
104	в данном	1	5
105	между прочим	2	5
106	в самом	4	4
107	то же	10	4
108	что если	1	4
109	вопрос о	1	4
110	но даже	3	4
111	еще не	2	4
112	но не	2	4
113	все же	5	4
114	но в	2	4
115	бы и	6	4
116	на то	1	4
117	было бы	7	4
118	в котором	3	4
119	даже в	5	4
120	тому что	6	4
121	не имеет	1	4
122	учения о	1	4
123	или как	1	4
124	в каком	1	4
125	то время	1	4
126	в дальнейшем	1	4
127	в глаза	1	4
128	никак не	1	4
129	утверждает что	3	4
130	января года	3	4
131	при помощи	3	4
132	от того	2	4
133	говорит о	7	4
134	и все	1	4
135	с м	1	4
136	него в	3	4
137	как это	12	4
138	в течение	2	4
139	по существу	3	4
140	в основном	5	4
141	в результате	5	4
142	есть и	1	4
143	же как	2	3
144	московского университета	1	3
145	мы имеем	3	3
146	здесь не	1	3
147	в чем	2	3
148	не все	1	3
149	за пределы	1	3
150	перед нами	4	3
151	и у	2	3
152	уже в	1	3
153	из этих	7	3
154	если есть	1	3
155	в нем	6	3
156	раз навсегда	1	3
157	является не	4	3
158	том случае	1	3
159	свойств и	1	3
160	в качестве	11	3
161	это было	1	3
162	это не	7	3
163	этом смысле	1	3
164	далеко не	2	3
165	этого не	1	3
166	этот труд	2	3
167	не столько	2	3
168	не в	6	3
169	в философии	4	3
170	что этот	1	3
171	что есть	1	3
172	того чтобы	3	3
173	сводится к	3	3
174	все то	1	3
175	в духе	1	3
176	отличается от	2	3
177	в виду	4	3
178	то как	1	3
179	и вл	1	3
180	жизнь и	1	3
181	если бы	3	3
182	говорит в	3	3
183	как нечто	1	3
184	по этому	9	3
185	с одной	2	3
186	вот что	9	3
187	и чисто	1	3
188	мы знаем	3	3
189	всяком случае	1	3
190	человека и	3	3
191	даже не	2	3
192	именно в	2	3
193	процесс в	1	3
194	а наоборот	1	3
195	в связи	3	3
196	мы видели	3	3
197	подобного рода	1	3
198	одной стороны	2	3
199	как бы	5	3
200	же самое	2	3
201	но для	2	3
202	и для	2	3
203	собственно говоря	1	3
204	же в	6	3
205	но вот	1	3
206	только о	2	3
207	ее в	4	3
208	как на	3	3
209	в таком	1	3
210	во всяком	1	3
211	сам по	1	2
212	свою идею	1	2
213	и этот	2	2
214	по его	2	2
215	имеет свою	3	2
216	на эти	2	2
217	время как	1	2
218	не вполне	2	2
219	на себя	1	2
220	существу же	1	2
221	мы и	1	2
222	это время	1	2
223	он был	1	2
224	он сам	2	2
225	быть в	1	2
226	что его	2	2
227	данном случае	1	2
228	но как	3	2
229	а и	1	2
230	себе и	2	2
231	и речи	1	2
232	которые не	1	2
233	как говорит	5	2
234	общего с	1	2
235	с этим	3	2
236	этом же	2	2
237	и наконец	2	2
238	и к	3	2
239	не очень	1	2
240	только то	2	2
241	в которой	2	2
242	в целом	4	2
243	так или	1	2
244	но на	1	2
245	дальше и	1	2
246	говоря только	1	2
247	он всегда	1	2
248	что она	2	2
249	творца и	1	2
250	и еще	1	2
251	идеи и	6	2
252	если они	1	2
253	не как	1	2
254	в силу	11	2
255	и по	3	2
256	случае если	1	2
257	одно и	1	2
258	же не	1	2
259	в другом	2	2
260	являются для	1	2
261	те или	1	2
262	в жизни	2	2
263	таком случае	1	2
264	этого факта	1	2
265	в этих	1	2
266	имеет ничего	1	2
267	взгляд на	1	2
268	в их	5	2
269	разума а	1	2
270	знаем что	2	2
271	а вот	2	2
272	можно ли	2	2
273	о значении	1	2
274	как можно	1	2
275	что эта	1	2
276	она не	3	2
277	и творчески	1	2
278	на него	1	2
279	но что	1	2
280	иметь в	2	2
281	но только	1	2
282	философской системы	1	2
283	же время	5	2
284	при всем	3	2
285	связи с	4	2
286	свободе воли	1	2
287	что на	1	2
288	нет ни	2	2
289	не могут	7	2
290	мало чем	1	2
291	той или	1	2
292	в в	1	2
293	его творчества	1	2
294	роль в	4	2
295	но у	1	2
296	является в	1	2
297	его в	3	2
298	или иные	1	2
299	бы в	3	2
300	в теории	1	2
301	и творческий	1	2
302	познания в	4	2
303	бросается в	1	2
304	быть и	1	2
305	но с	2	2
306	одной из	1	2
307	что даже	2	2
308	в какой	1	2
309	что а	1	2
310	не имеющих	1	2
311	и так	1	2
312	который в	1	2
313	в нашей	4	2
314	в начале	1	2
315	свидетельствует о	1	2
316	из них	9	2
317	разума и	3	2
318	себе в	1	2
319	могло бы	2	2
320	содержания и	1	2
321	теории познания	1	2
322	не о	2	2
323	друг друга	1	2
324	только с	2	2
325	потому и	1	2
326	заметить что	1	2
327	и вместе	1	2
328	для того	3	2
329	без всякой	1	2
330	или иначе	1	2
331	и психологии	1	2
332	еще до	1	2
333	что мы	2	2
334	как не	1	2
335	нет ничего	1	2
336	на почве	1	2
337	самого себя	2	2
338	стороны и	2	2
339	с этой	1	2
340	с бытием	1	2
341	еще раз	1	2
342	как например	2	2
343	сказать не	1	2
344	является для	1	2
345	о свободе	1	2
346	в книге	2	2
347	не является	5	2
348	которых он	1	2
349	и ни	1	2
350	ни к	1	2
351	этом отношении	13	2
352	только что	4	2
353	все они	2	2
354	а о	2	2
355	другой стороны	8	2
356	в материальной	2	2
357	совершенно не	1	2
358	к его	2	2
359	с его	3	2
360	же и	2	2
361	к этой	1	2
362	к этому	9	2
363	пор не	1	1
364	новое время	1	1
365	а между	1	1
366	как известно	2	1
367	можно говорить	1	1
368	также что	2	1
369	речь идет	1	1
370	например в	3	1
371	в сфере	2	1
372	чтобы не	2	1
373	начинается с	1	1
374	это и	6	1
375	и есть	5	1
376	только эти	1	1
377	из его	3	1
378	а об	1	1
379	все те	1	1
380	такими общими	1	1
381	пишет о	1	1
382	из ничего	2	1
383	правильного понимания	1	1
384	путь для	1	1
385	что многие	2	1
386	и стиль	1	1
387	но она	1	1
388	хотя ни	1	1
389	которое не	1	1
390	о наличии	2	1
391	жизни это	1	1
392	в каждой	1	1
393	чем отличается	1	1
394	и сводится	4	1
395	связи со	1	1
396	в последних	1	1
397	и мира	1	1
398	во всех	6	1
399	сознания а	1	1
400	того чего	1	1
401	силы и	1	1
402	если в	2	1
403	в общем	2	1
404	очевидно что	7	1
405	уже как	1	1
406	некоторые черты	1	1
407	а всего	3	1
408	оно является	2	1
409	нет и	3	1
410	в свои	1	1
411	что они	3	1
412	от ума	1	1
413	сама по	1	1
414	к сожалению	2	1
415	после всего	2	1
416	относится к	2	1
417	как в	1	1
418	первая тенденция	1	1
419	в противном	2	1
420	философии как	1	1
421	является тем	1	1
422	понять и	1	1
423	когда он	3	1
424	сознания в	1	1
425	что по	1	1
426	связанный с	1	1
427	апреля года	2	1
428	это определение	1	1
429	и свою	1	1
430	действительностью в	1	1
431	не быть	2	1
432	и невозможно	1	1
433	очень многие	2	1
434	привести к	1	1
435	наше сознание	1	1
436	бы с	1	1
437	он в	1	1
438	бы не	2	1
439	которые в	2	1
440	в известном	1	1
441	как он	2	1
442	так сказать	2	1
443	в статье	4	1
444	который у	1	1
445	всем своем	1	1
446	что еще	1	1
447	их в	6	1
448	в плане	5	1
449	его от	2	1
450	что ни	2	1
451	материи есть	1	1
452	от других	1	1
453	и заключается	2	1
454	поскольку она	1	1
455	а вместе	1	1
456	согласуется с	1	1
457	эта в	1	1
458	для характеристики	1	1
459	подробный анализ	1	1
460	совсем неверно	1	1
461	его не	3	1
462	и поэтом	1	1
463	говорить не	3	1
464	что перед	1	1
465	лишь в	2	1
466	знает что	1	1
467	заключается в	2	1
468	говорит что	1	1
469	ума и	2	1
470	которого начинается	1	1
471	случае является	1	1
472	всю его	1	1
473	в плоскости	1	1
474	после этого	2	1
475	в новое	1	1
476	с которого	1	1
477	само собою	2	1
478	в них	4	1
479	каждую свою	1	1
480	как об	2	1
481	результате чего	2	1
482	не всегда	1	1
483	которой он	1	1
484	не заметить	1	1
485	его теории	1	1
486	обратимся к	1	1
487	в диалектике	1	1
488	идей которые	1	1
489	вещи в	1	1
490	во время	3	1
491	и при	5	1
