N	3gram	Tiupa_Lite_3	Myslijsy
1	в том что	4	16
2	по отношению к	4	5
3	то же время	7	5
4	в то же	7	5
5	вместе с тем	1	4
6	с другой стороны	2	4
7	но и в	2	4
8	не только в	2	4
9	не только по	1	3
10	более или менее	1	3
11	потому что не	2	3
12	может быть только	1	3
13	с одной стороны	4	3
14	в свою очередь	1	3
15	только в том	1	3
16	тем не менее	1	3
17	для того чтобы	1	3
18	не может быть	3	3
19	то что я	2	2
20	подобно тому как	2	2
21	именно то что	1	2
22	в этом отношении	5	2
23	и т п	1	2
24	в том чтобы	2	2
25	и в том	1	2
26	и в самом	2	2
27	не только не	1	2
28	к тому что	1	2
29	сама по себе	1	2
30	одной стороны и	2	1
31	и в словах	1	1
32	могли бы быть	1	1
33	слово есть выражение	1	1
34	в ряду других	1	1
35	не говоря уже	4	1
36	на самом деле	1	1
37	в самом деле	2	1
38	то же самое	2	1
39	и там где	1	1
40	говоря уже о	3	1
41	лишь тогда когда	1	1
42	из того что	2	1
43	и то что	1	1
44	в целом и	2	1
45	в данном случае	4	1
46	может быть не	1	1
47	в этих словах	1	1
48	в нас самих	1	1
49	можно сказать и	1	1
50	того о ком	1	1
51	а не как	2	1
52	так или иначе	2	1
53	но и с	1	1
54	одно из них	1	1
55	на свое место	1	1
56	и тем самым	2	1
57	о том что	4	1
58	ничего общего с	1	1
59	на то что	2	1
60	может и не	1	1
61	друг от друга	1	1
62	но не в	1	1
63	легко может быть	1	1
64	быть не может	1	1
65	но не только	1	1
66	на первый взгляд	1	1
67	к тому же	5	1
68	свое место в	1	1
69	на наш взгляд	1	1
