N	3gram	Vinokur_St_2	Problemy
1	с точки зрения	2	9
2	до сих пор	5	8
3	по отношению к	1	5
4	то же время	1	5
5	в то же	1	5
6	в самом деле	2	4
7	в том числе	1	4
8	более или менее	2	3
9	в отличие от	2	3
10	сам по себе	1	3
11	с другой стороны	3	3
12	на себя внимание	2	2
13	дело в том	4	2
14	в этом смысле	1	2
15	здесь не место	1	2
16	сами по себе	2	2
17	на этот вопрос	1	2
18	в том что	16	2
19	ни в одном	2	2
20	о том что	11	2
21	в свое время	1	2
22	в одном из	3	2
23	в отношении к	1	2
24	в этом его	1	1
25	но как раз	1	1
26	и совершенно не	1	1
27	иметь в виду	3	1
28	одним и тем	1	1
29	вовсе не был	1	1
30	в котором он	1	1
31	и всегда будет	1	1
32	кажется что в	1	1
33	том что он	5	1
34	а между тем	1	1
35	в том же	2	1
36	в этом случае	1	1
37	в еще более	1	1
38	не могли быть	1	1
39	сцена в келье	1	1
40	в той же	1	1
41	в письме к	5	1
42	уже после того	2	1
43	другом произведении пушкина	1	1
44	одно и то	1	1
45	произведении пушкина в	1	1
46	в значительной степени	2	1
47	века и в	2	1
48	на этой почве	1	1
49	так же как	3	1
50	в данном случае	1	1
51	и тем же	1	1
52	в конце концов	1	1
53	и то же	1	1
54	а как бы	1	1
55	заставляя его служить	1	1
56	по сравнению с	1	1
57	отрывок из того	1	1
58	так или иначе	1	1
59	с нею и	1	1
60	в связи с	1	1
61	не только к	1	1
62	не исключает возможности	1	1
63	в виду что	1	1
64	к тому же	2	1
65	во всяком случае	3	1
66	вместо того чтобы	1	1
67	что как раз	1	1
68	и в тех	1	1
69	в борисе годунове	28	1
70	не могло быть	1	1
71	из того же	1	1
72	на тему о	1	1
73	так и в	2	1
74	и вместе с	1	1
75	и это слово	1	1
76	быть конечно и	1	1
77	с самого начала	3	1
78	не могло в	1	1
79	он никогда не	1	1
80	но все же	2	1
81	как своего рода	2	1
82	его служить своим	1	1
83	после того как	4	1
84	к тому что	5	1
85	в какой они	1	1
86	дело не в	1	1
87	в высшей степени	1	1
88	в какой-то мере	1	1
89	тем же языком	1	1
90	говорят одним и	1	1
